"names";"parana";"santa catarina";"sao paulo";"rio de janeiro";"goias";"pernambuco";"rio grande do sul";"minas gerais";"rio grande do norte";"maranhao";"paraiba";"amazonas";"federal district";"mato grosso";"bahia";"ceara";"espirito santo";"para";"mato grosso do sul";"tocantins";"piaui";"acre";"alagoas";"sergipe";"rondonia";"roraima";"amapa"
"parana";"290";"12";"99";"18";"0";"1";"10";"5";"2";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"santa catarina";"16";"227";"59";"10";"1";"2";"26";"3";"2";"0";"0";"0";"7";"0";"3";"1";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"sao paulo";"27";"22";"3361";"58";"4";"16";"21";"35";"4";"1";"6";"7";"34";"0";"10";"3";"5";"4";"1";"0";"0";"0";"2";"0";"0";"0";"0"
"rio de janeiro";"22";"6";"74";"998";"1";"2";"9";"21";"7";"0";"4";"1";"7";"0";"7";"5";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"goias";"0";"1";"12";"5";"44";"1";"0";"5";"0";"0";"0";"0";"19";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"pernambuco";"1";"1";"28";"10";"0";"201";"2";"6";"6";"1";"9";"2";"3";"0";"4";"3";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0"
"rio grande do sul";"12";"26";"80";"13";"1";"5";"704";"19";"2";"0";"2";"0";"11";"0";"2";"1";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"minas gerais";"11";"10";"146";"47";"4";"7";"6";"653";"0";"0";"0";"1";"9";"0";"4";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"rio grande do norte";"0";"0";"6";"2";"0";"0";"0";"1";"76";"0";"2";"2";"1";"0";"0";"3";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"maranhao";"0";"1";"5";"0";"0";"0";"0";"0";"0";"5";"3";"0";"0";"0";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"paraiba";"1";"5";"19";"12";"0";"16";"6";"3";"11";"0";"111";"0";"4";"0";"11";"6";"1";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0"
"amazonas";"4";"1";"7";"6";"0";"0";"1";"2";"0";"0";"0";"21";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"federal district";"1";"2";"27";"9";"1";"0";"7";"3";"2";"2";"0";"0";"138";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"mato grosso";"2";"1";"16";"3";"0";"0";"1";"3";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"bahia";"5";"3";"17";"7";"0";"4";"1";"3";"0";"0";"2";"0";"1";"0";"119";"0";"1";"1";"1";"0";"0";"0";"2";"2";"0";"0";"0"
"ceara";"0";"2";"29";"12";"0";"4";"3";"6";"4";"0";"2";"1";"2";"0";"3";"106";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0"
"espirito santo";"1";"0";"8";"6";"0";"0";"0";"6";"0";"0";"0";"0";"1";"0";"0";"0";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"para";"4";"0";"13";"10";"0";"0";"2";"4";"0";"0";"2";"2";"1";"0";"2";"2";"0";"42";"0";"0";"0";"0";"1";"0";"0";"0";"0"
"mato grosso do sul";"1";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"1";"5";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0"
"tocantins";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"piaui";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"acre";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"alagoas";"0";"0";"0";"1";"0";"3";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"0";"0";"0";"0"
"sergipe";"1";"0";"8";"1";"0";"0";"1";"1";"2";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0"
"rondonia";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"roraima";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"amapa";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
""
