"names";"parana";"santa catarina";"sao paulo";"rio de janeiro";"goias";"pernambuco";"rio grande do sul";"minas gerais";"rio grande do norte";"maranhao";"paraiba";"amazonas";"federal district";"mato grosso";"bahia";"ceara";"espirito santo";"para";"mato grosso do sul";"tocantins";"piaui";"acre";"alagoas";"sergipe";"rondonia";"roraima";"amapa"
"parana";"345";"20";"144";"29";"2";"2";"17";"7";"0";"0";"0";"0";"5";"0";"1";"1";"1";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0"
"santa catarina";"13";"270";"62";"19";"1";"3";"46";"12";"1";"0";"2";"1";"8";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"sao paulo";"30";"12";"3317";"57";"5";"13";"15";"32";"10";"0";"2";"5";"13";"0";"14";"4";"2";"13";"6";"2";"1";"0";"1";"1";"0";"0";"0"
"rio de janeiro";"28";"6";"95";"1109";"3";"4";"15";"32";"4";"0";"1";"0";"7";"0";"9";"3";"4";"3";"0";"0";"0";"0";"0";"1";"0";"0";"0"
"goias";"0";"0";"16";"2";"67";"1";"2";"6";"0";"0";"1";"0";"13";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"pernambuco";"5";"1";"35";"16";"0";"261";"4";"5";"5";"1";"11";"3";"4";"0";"3";"7";"1";"3";"0";"0";"1";"0";"0";"0";"0";"0";"0"
"rio grande do sul";"10";"25";"95";"20";"0";"4";"793";"11";"0";"0";"1";"1";"4";"3";"2";"2";"0";"2";"3";"0";"1";"0";"0";"0";"0";"0";"0"
"minas gerais";"13";"9";"173";"57";"11";"10";"14";"791";"4";"0";"3";"0";"16";"0";"6";"6";"3";"5";"2";"2";"0";"0";"0";"0";"0";"0";"0"
"rio grande do norte";"0";"0";"14";"3";"0";"8";"1";"0";"100";"0";"6";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"maranhao";"0";"0";"14";"3";"0";"2";"0";"4";"1";"4";"6";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0"
"paraiba";"0";"1";"20";"4";"1";"31";"8";"5";"10";"0";"165";"1";"5";"0";"4";"7";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0"
"amazonas";"1";"0";"17";"6";"1";"1";"0";"3";"1";"0";"0";"27";"2";"0";"1";"3";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"federal district";"1";"1";"32";"10";"13";"1";"7";"4";"0";"0";"1";"0";"165";"0";"3";"1";"0";"4";"3";"0";"0";"0";"0";"0";"0";"0";"0"
"mato grosso";"2";"0";"31";"2";"0";"0";"1";"1";"0";"0";"1";"0";"1";"4";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"bahia";"1";"2";"24";"14";"0";"3";"5";"5";"2";"0";"2";"0";"2";"0";"146";"0";"0";"1";"0";"0";"0";"0";"1";"4";"0";"0";"0"
"ceara";"0";"2";"48";"8";"0";"13";"2";"8";"11";"1";"9";"1";"2";"0";"0";"142";"1";"0";"0";"0";"1";"0";"1";"2";"0";"0";"0"
"espirito santo";"0";"2";"10";"15";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"1";"0";"25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"para";"1";"1";"23";"13";"0";"1";"2";"4";"7";"0";"1";"2";"4";"0";"1";"5";"0";"73";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"mato grosso do sul";"1";"0";"26";"1";"0";"0";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"24";"0";"0";"0";"0";"0";"0";"0";"0"
"tocantins";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"piaui";"0";"1";"10";"6";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0"
"acre";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"alagoas";"0";"1";"3";"4";"0";"5";"0";"0";"0";"0";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"23";"0";"0";"0";"0"
"sergipe";"0";"0";"6";"1";"0";"4";"0";"1";"0";"0";"0";"0";"4";"0";"3";"1";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"0"
"rondonia";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0";"0"
"roraima";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"amapa";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
""
