names,parana,santa catarina,sao paulo,rio de janeiro,goias,pernambuco,rio grande do sul,minas gerais,rio grande do norte,maranhao,paraiba,amazonas,federal district,mato grosso,bahia,ceara,espirito santo,para,mato grosso do sul,tocantins,piaui,acre,alagoas,sergipe,rondonia,roraima,amapa
parana,78,4,62,5,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa catarina,1,69,21,5,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sao paulo,10,9,1926,18,0,4,11,12,0,0,0,3,8,3,3,2,0,1,0,1,0,0,0,0,0,0,0
rio de janeiro,17,1,140,503,0,2,7,3,0,0,2,0,2,0,1,3,1,3,0,0,0,0,0,0,0,0,0
goias,0,0,13,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pernambuco,1,0,35,7,0,37,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
rio grande do sul,7,17,72,11,1,2,238,9,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
minas gerais,5,2,113,23,0,0,4,220,0,0,0,1,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0
rio grande do norte,0,1,5,0,0,2,2,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
maranhao,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paraiba,0,2,27,4,0,5,2,1,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amazonas,0,0,11,0,0,1,0,1,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
federal district,1,2,22,3,0,1,3,1,0,0,0,1,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mato grosso,1,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
bahia,0,1,17,1,0,0,2,1,0,0,1,0,1,0,32,1,0,1,0,0,0,0,0,0,0,0,0
ceara,0,0,18,1,0,4,0,5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
espirito santo,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
para,1,0,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0
mato grosso do sul,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tocantins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piaui,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alagoas,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
sergipe,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rondonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roraima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amapa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
