Id,Label,Modularity Class,City,State,Country,Latitude,Longitude
32,"creteil,île-de-france,france",,creteil,île-de-france,france,48.78333,2.46667
33,"crato,ceara,brazil",,crato,ceara,brazil,-7.234,-39.409
34,"patos,paraiba,brazil",,patos,paraiba,brazil,-7.024,-37.28
35,"teresopolis,rio de janeiro,brazil",,teresopolis,rio de janeiro,brazil,-22.412,-42.966
36,"caruaru,pernambuco,brazil",,caruaru,pernambuco,brazil,-8.283,-35.976
37,"florianopolis,santa catarina,brazil",,florianopolis,santa catarina,brazil,-27.597,-48.549
38,"niteroi,rio de janeiro,brazil",,niteroi,rio de janeiro,brazil,-22.883,-43.104
39,"berlin,berlin,germany",,berlin,berlin,germany,52.52437,13.41053
40,"braga,braga,portugal",,braga,braga,portugal,41.55032,-8.42005
41,"maceio,alagoas,brazil",,maceio,alagoas,brazil,-9.666,-35.735
42,"petrolina,pernambuco,brazil",,petrolina,pernambuco,brazil,-9.393,-40.508
43,"guanambi,bahia,brazil",,guanambi,bahia,brazil,-14.223,-42.781
44,"mossoro,rio grande do norte,brazil",,mossoro,rio grande do norte,brazil,-5.188,-37.344
45,"teresina,piaui,brazil",,teresina,piaui,brazil,-5.089,-42.802
46,"sao cristovao,sergipe,brazil",,sao cristovao,sergipe,brazil,-11.015,-37.206
47,"arapiraca,alagoas,brazil",,arapiraca,alagoas,brazil,-9.752,-36.661
48,"boa vista,roraima,brazil",,boa vista,roraima,brazil,2.82,-60.673
49,"jequie,bahia,brazil",,jequie,bahia,brazil,-13.858,-40.084
50,"rio grande,rio grande do sul,brazil",,rio grande,rio grande do sul,brazil,-32.035,-52.099
51,"lima,provincia de lima,peru",,lima,provincia de lima,peru,-12.04318,-77.02824
52,"santo andre,sao paulo,brazil",,santo andre,sao paulo,brazil,-23.664,-46.538
53,"sao carlos,sao paulo,brazil",,sao carlos,sao paulo,brazil,-22.018,-47.891
54,"vitoria da conquista,bahia,brazil",,vitoria da conquista,bahia,brazil,-14.866,-40.839
55,"visconde do rio branco,minas gerais,brazil",,visconde do rio branco,minas gerais,brazil,-21.01,-42.841
56,"sao joao de meriti,rio de janeiro,brazil",,sao joao de meriti,rio de janeiro,brazil,-22.804,-43.372
57,"cachoeira do sul,rio grande do sul,brazil",,cachoeira do sul,rio grande do sul,brazil,-30.039,-52.894
58,"vitoria,espirito santo,brazil",,vitoria,espirito santo,brazil,-20.319,-40.338
59,"maringa,parana,brazil",,maringa,parana,brazil,-23.425,-51.939
60,"santos,sao paulo,brazil",,santos,sao paulo,brazil,-23.961,-46.334
61,"caceres,mato grosso,brazil",,caceres,mato grosso,brazil,-16.071,-57.679
62,"mar del plata,buenos aires,argentina",,mar del plata,buenos aires,argentina,-38.00228,-57.55754
63,"cambui,minas gerais,brazil",,cambui,minas gerais,brazil,-22.612,-46.058
64,"baependi,minas gerais,brazil",,baependi,minas gerais,brazil,-21.959,-44.89
65,"paranavai,parana,brazil",,paranavai,parana,brazil,-23.073,-52.465
66,"nova cruz,rio grande do norte,brazil",,nova cruz,rio grande do norte,brazil,-6.478,-35.434
67,"juazeiro,bahia,brazil",,juazeiro,bahia,brazil,-9.414,-40.503
68,"esperanca,paraiba,brazil",,esperanca,paraiba,brazil,-7.023,-35.86
69,"parnaiba,piaui,brazil",,parnaiba,piaui,brazil,-2.905,-41.777
70,"sao luiz,roraima,brazil",,sao luiz,roraima,brazil,1.005,-60.159
71,"guaratingueta,sao paulo,brazil",,guaratingueta,sao paulo,brazil,-22.816,-45.193
72,"joinville,santa catarina,brazil",,joinville,santa catarina,brazil,-26.304,-48.846
73,"campo grande,mato grosso do sul,brazil",,campo grande,mato grosso do sul,brazil,-20.443,-54.646
74,"senhor do bonfim,bahia,brazil",,senhor do bonfim,bahia,brazil,-10.463,-40.191
75,"bacabal,maranhao,brazil",,bacabal,maranhao,brazil,-4.225,-44.78
76,"brasileia,acre,brazil",,brasileia,acre,brazil,-11.01,-68.748
77,"baturite,ceara,brazil",,baturite,ceara,brazil,-4.329,-38.885
78,"presidente olegario,minas gerais,brazil",,presidente olegario,minas gerais,brazil,-18.418,-46.418
79,"aracaju,sergipe,brazil",,aracaju,sergipe,brazil,-10.911,-37.072
80,"mangaratiba,rio de janeiro,brazil",,mangaratiba,rio de janeiro,brazil,-22.96,-44.041
81,"sao vicente,sao paulo,brazil",,sao vicente,sao paulo,brazil,-23.963,-46.392
82,"madrid,madrid,spain",,madrid,madrid,spain,40.4165,-3.70256
83,"floriano,piaui,brazil",,floriano,piaui,brazil,-6.767,-43.023
84,"ilheus,bahia,brazil",,ilheus,bahia,brazil,-14.789,-39.049
85,"lajeado,rio grande do sul,brazil",,lajeado,rio grande do sul,brazil,-29.467,-51.961
86,"santa cruz de la sierra,santa cruz,bolivia",,santa cruz de la sierra,santa cruz,bolivia,-17.78629,-63.18117
87,"sao bernardo do campo,sao paulo,brazil",,sao bernardo do campo,sao paulo,brazil,-23.694,-46.565
88,"tres passos,rio grande do sul,brazil",,tres passos,rio grande do sul,brazil,-27.456,-53.932
89,"cajazeiras,paraiba,brazil",,cajazeiras,paraiba,brazil,-6.89,-38.562
90,"guarabira,paraiba,brazil",,guarabira,paraiba,brazil,-6.855,-35.49
91,"arequipa,arequipa,peru",,arequipa,arequipa,peru,-16.39889,-71.535
92,"goiatuba,goias,brazil",,goiatuba,goias,brazil,-18.013,-49.357
93,"bucaramanga,santander,colombia",,bucaramanga,santander,colombia,7.12539,-73.1198
94,"itanhomi,minas gerais,brazil",,itanhomi,minas gerais,brazil,-19.172,-41.865
95,"nova friburgo,rio de janeiro,brazil",,nova friburgo,rio de janeiro,brazil,-22.282,-42.531
96,"santos dumont,minas gerais,brazil",,santos dumont,minas gerais,brazil,-21.457,-43.553
97,"itabuna,bahia,brazil",,itabuna,bahia,brazil,-14.786,-39.28
98,"itapetinga,bahia,brazil",,itapetinga,bahia,brazil,-15.249,-40.248
99,"macapa,amapa,brazil",,macapa,amapa,brazil,0.039,-51.066
100,"serra branca,paraiba,brazil",,serra branca,paraiba,brazil,-7.483,-36.665
101,"colatina,espirito santo,brazil",,colatina,espirito santo,brazil,-19.539,-40.631
102,"duque de caxias,rio de janeiro,brazil",,duque de caxias,rio de janeiro,brazil,-22.786,-43.312
103,"picui,paraiba,brazil",,picui,paraiba,brazil,-6.555,-36.349
104,"cruz das almas,bahia,brazil",,cruz das almas,bahia,brazil,-12.67,-39.102
105,"muriae,minas gerais,brazil",,muriae,minas gerais,brazil,-21.131,-42.366
106,"pirai do sul,parana,brazil",,pirai do sul,parana,brazil,-24.526,-49.949
107,"castanhal,para,brazil",,castanhal,para,brazil,-1.297,-47.922
108,"alagoa grande,paraiba,brazil",,alagoa grande,paraiba,brazil,-7.089,-35.635
109,"olinda,pernambuco,brazil",,olinda,pernambuco,brazil,-8.009,-34.855
110,"santa rita,paraiba,brazil",,santa rita,paraiba,brazil,-7.114,-34.978
111,"princesa isabel,paraiba,brazil",,princesa isabel,paraiba,brazil,-7.737,-37.993
112,"parnamirim,rio grande do norte,brazil",,parnamirim,rio grande do norte,brazil,-5.916,-35.263
113,"areia,paraiba,brazil",,areia,paraiba,brazil,-6.963,-35.692
114,"caraguatatuba,sao paulo,brazil",,caraguatatuba,sao paulo,brazil,-23.62,-45.413
115,"manaira,paraiba,brazil",,manaira,paraiba,brazil,-7.706,-38.154
116,"pirassununga,sao paulo,brazil",,pirassununga,sao paulo,brazil,-21.996,-47.426
117,"caxias,maranhao,brazil",,caxias,maranhao,brazil,-4.859,-43.356
118,"jaboatao dos guararapes,pernambuco,brazil",,jaboatao dos guararapes,pernambuco,brazil,-8.113,-35.015
119,"resistencia,chaco,argentina",,resistencia,chaco,argentina,-27.46056,-58.98389
120,"teofilo otoni,minas gerais,brazil",,teofilo otoni,minas gerais,brazil,-17.858,-41.505
121,"suzano,sao paulo,brazil",,suzano,sao paulo,brazil,-23.543,-46.311
122,"tres coracoes,minas gerais,brazil",,tres coracoes,minas gerais,brazil,-21.697,-45.253
123,"irece,bahia,brazil",,irece,bahia,brazil,-11.304,-41.856
124,"catole do rocha,paraiba,brazil",,catole do rocha,paraiba,brazil,-6.344,-37.747
125,"penedo,alagoas,brazil",,penedo,alagoas,brazil,-10.29,-36.586
126,"curvelo,minas gerais,brazil",,curvelo,minas gerais,brazil,-18.756,-44.431
127,"sobradinho,rio grande do sul,brazil",,sobradinho,rio grande do sul,brazil,-29.421,-53.029
128,"santa cruz do sul,rio grande do sul,brazil",,santa cruz do sul,rio grande do sul,brazil,-29.718,-52.426
129,"macaparana,pernambuco,brazil",,macaparana,pernambuco,brazil,-7.555,-35.453
130,"nova prata,rio grande do sul,brazil",,nova prata,rio grande do sul,brazil,-28.784,-51.61
131,"limoeiro do norte,ceara,brazil",,limoeiro do norte,ceara,brazil,-5.146,-38.098
132,"foz do iguacu,parana,brazil",,foz do iguacu,parana,brazil,-25.548,-54.588
133,"sao jose do rio pardo,sao paulo,brazil",,sao jose do rio pardo,sao paulo,brazil,-21.596,-46.889
134,"garanhuns,pernambuco,brazil",,garanhuns,pernambuco,brazil,-8.89,-36.493
135,"jardim do serido,rio grande do norte,brazil",,jardim do serido,rio grande do norte,brazil,-6.584,-36.774
136,"boqueirao,paraiba,brazil",,boqueirao,paraiba,brazil,-7.482,-36.135
137,"sousa,paraiba,brazil",,sousa,paraiba,brazil,-6.761,-38.231
138,"rondonopolis,mato grosso,brazil",,rondonopolis,mato grosso,brazil,-16.471,-54.636
139,"orleans,santa catarina,brazil",,orleans,santa catarina,brazil,-28.359,-49.291
140,"itabaiana,paraiba,brazil",,itabaiana,paraiba,brazil,-7.329,-35.333
141,"sume,paraiba,brazil",,sume,paraiba,brazil,-7.672,-36.88
142,"sertania,pernambuco,brazil",,sertania,pernambuco,brazil,-8.074,-37.264
143,"sape,paraiba,brazil",,sape,paraiba,brazil,-7.095,-35.233
144,"arcoverde,pernambuco,brazil",,arcoverde,pernambuco,brazil,-8.419,-37.054
145,"pombal,paraiba,brazil",,pombal,paraiba,brazil,-6.77,-37.802
146,"cuite,paraiba,brazil",,cuite,paraiba,brazil,-6.485,-36.157
147,"porto velho,rondonia,brazil",,porto velho,rondonia,brazil,-8.762,-63.904
148,"itaporanga,paraiba,brazil",,itaporanga,paraiba,brazil,-7.304,-38.15
149,"conceicao,paraiba,brazil",,conceicao,paraiba,brazil,-7.562,-38.509
150,"surubim,pernambuco,brazil",,surubim,pernambuco,brazil,-7.832,-35.756
151,"rio tinto,paraiba,brazil",,rio tinto,paraiba,brazil,-6.803,-35.081
152,"nossa senhora das dores,sergipe,brazil",,nossa senhora das dores,sergipe,brazil,-10.492,-37.193
153,"martinopolis,sao paulo,brazil",,martinopolis,sao paulo,brazil,-22.146,-51.171
154,"caico,rio grande do norte,brazil",,caico,rio grande do norte,brazil,-6.458,-37.098
155,"jucurutu,rio grande do norte,brazil",,jucurutu,rio grande do norte,brazil,-6.034,-37.02
156,"palmeira dos indios,alagoas,brazil",,palmeira dos indios,alagoas,brazil,-9.407,-36.628
157,"ribera,sicily,italy",,ribera,sicily,italy,37.49773,13.26676
158,"paulista,pernambuco,brazil",,paulista,pernambuco,brazil,-7.941,-34.873
159,"timbauba,pernambuco,brazil",,timbauba,pernambuco,brazil,-7.505,-35.318
160,"jacobina,bahia,brazil",,jacobina,bahia,brazil,-11.181,-40.518
161,"angra dos reis,rio de janeiro,brazil",,angra dos reis,rio de janeiro,brazil,-23.007,-44.318
162,"barras,piaui,brazil",,barras,piaui,brazil,-4.247,-42.296
163,"canhotinho,pernambuco,brazil",,canhotinho,pernambuco,brazil,-8.882,-36.191
164,"ico,ceara,brazil",,ico,ceara,brazil,-6.401,-38.862
165,"muritiba,bahia,brazil",,muritiba,bahia,brazil,-12.626,-38.99
166,"barra de santa rosa,paraiba,brazil",,barra de santa rosa,paraiba,brazil,-6.72,-36.061
167,"brejo do cruz,paraiba,brazil",,brejo do cruz,paraiba,brazil,-6.349,-37.498
168,"francisco beltrao,parana,brazil",,francisco beltrao,parana,brazil,-26.081,-53.055
169,"mamanguape,paraiba,brazil",,mamanguape,paraiba,brazil,-6.839,-35.126
170,"currais novos,rio grande do norte,brazil",,currais novos,rio grande do norte,brazil,-6.261,-36.515
171,"nova olinda,ceara,brazil",,nova olinda,ceara,brazil,-7.092,-39.681
172,"sao jose de ribamar,maranhao,brazil",,sao jose de ribamar,maranhao,brazil,-2.562,-44.054
173,"macau,rio grande do norte,brazil",,macau,rio grande do norte,brazil,-5.115,-36.634
174,"pocoes,bahia,brazil",,pocoes,bahia,brazil,-14.53,-40.365
175,"bonito de santa fe,paraiba,brazil",,bonito de santa fe,paraiba,brazil,-7.313,-38.515
176,"taperoa,paraiba,brazil",,taperoa,paraiba,brazil,-7.207,-36.827
177,"diadema,sao paulo,brazil",,diadema,sao paulo,brazil,-23.686,-46.623
178,"macaiba,rio grande do norte,brazil",,macaiba,rio grande do norte,brazil,-5.858,-35.354
179,"iguatu,ceara,brazil",,iguatu,ceara,brazil,-6.359,-39.299
180,"palhano,ceara,brazil",,palhano,ceara,brazil,-4.745,-37.959
181,"portalegre,rio grande do norte,brazil",,portalegre,rio grande do norte,brazil,-6.024,-37.988
182,"ribeirao,pernambuco,brazil",,ribeirao,pernambuco,brazil,-8.514,-35.378
183,"dona francisca,rio grande do sul,brazil",,dona francisca,rio grande do sul,brazil,-29.622,-53.357
184,"paulo afonso,bahia,brazil",,paulo afonso,bahia,brazil,-9.408,-38.222
185,"pianco,paraiba,brazil",,pianco,paraiba,brazil,-7.198,-37.929
186,"juazeiro do norte,ceara,brazil",,juazeiro do norte,ceara,brazil,-7.213,-39.315
187,"inga,paraiba,brazil",,inga,paraiba,brazil,-7.268,-35.613
188,"santa rosa,rio grande do sul,brazil",,santa rosa,rio grande do sul,brazil,-27.871,-54.481
189,"taquari,rio grande do sul,brazil",,taquari,rio grande do sul,brazil,-29.8,-51.864
190,"monteiro,paraiba,brazil",,monteiro,paraiba,brazil,-7.889,-37.12
191,"palmares,pernambuco,brazil",,palmares,pernambuco,brazil,-8.683,-35.592
192,"redencao,ceara,brazil",,redencao,ceara,brazil,-4.226,-38.731
193,"itapeva,sao paulo,brazil",,itapeva,sao paulo,brazil,-23.982,-48.876
194,"tangara,santa catarina,brazil",,tangara,santa catarina,brazil,-27.105,-51.247
195,"bom conselho,pernambuco,brazil",,bom conselho,pernambuco,brazil,-9.17,-36.68
196,"serra talhada,pernambuco,brazil",,serra talhada,pernambuco,brazil,-7.986,-38.296
197,"nossa senhora do livramento,mato grosso,brazil",,nossa senhora do livramento,mato grosso,brazil,-15.775,-56.346
198,"missao velha,ceara,brazil",,missao velha,ceara,brazil,-7.25,-39.143
199,"cabedelo,paraiba,brazil",,cabedelo,paraiba,brazil,-6.981,-34.834
200,"santa luzia,paraiba,brazil",,santa luzia,paraiba,brazil,-6.872,-36.919
201,"senador pompeu,ceara,brazil",,senador pompeu,ceara,brazil,-5.588,-39.372
202,"aragarcas,goias,brazil",,aragarcas,goias,brazil,-15.898,-52.251
203,"picos,piaui,brazil",,picos,piaui,brazil,-7.077,-41.467
204,"jardinopolis,sao paulo,brazil",,jardinopolis,sao paulo,brazil,-21.018,-47.764
205,"bananeiras,paraiba,brazil",,bananeiras,paraiba,brazil,-6.75,-35.633
206,"belem,paraiba,brazil",,belem,paraiba,brazil,-6.747,-35.519
207,"nilopolis,rio de janeiro,brazil",,nilopolis,rio de janeiro,brazil,-22.808,-43.414
208,"oros,ceara,brazil",,oros,ceara,brazil,-6.244,-38.914
209,"sao raimundo nonato,piaui,brazil",,sao raimundo nonato,piaui,brazil,-9.015,-42.699
210,"nova olinda,paraiba,brazil",,nova olinda,paraiba,brazil,-7.48,-38.042
211,"serra negra do norte,rio grande do norte,brazil",,serra negra do norte,rio grande do norte,brazil,-6.666,-37.397
212,"gameleira,pernambuco,brazil",,gameleira,pernambuco,brazil,-8.584,-35.387
213,"solanea,paraiba,brazil",,solanea,paraiba,brazil,-6.778,-35.697
214,"ipu,ceara,brazil",,ipu,ceara,brazil,-4.322,-40.711
215,"piratininga,sao paulo,brazil",,piratininga,sao paulo,brazil,-22.413,-49.135
216,"gurjao,paraiba,brazil",,gurjao,paraiba,brazil,-7.247,-36.489
217,"lagoa seca,paraiba,brazil",,lagoa seca,paraiba,brazil,-7.171,-35.854
218,"pesqueira,pernambuco,brazil",,pesqueira,pernambuco,brazil,-8.358,-36.696
219,"crateus,ceara,brazil",,crateus,ceara,brazil,-5.178,-40.678
220,"itapipoca,ceara,brazil",,itapipoca,ceara,brazil,-3.494,-39.579
221,"tavares,paraiba,brazil",,tavares,paraiba,brazil,-7.636,-37.878
222,"sena madureira,acre,brazil",,sena madureira,acre,brazil,-9.066,-68.657
223,"limoeiro,pernambuco,brazil",,limoeiro,pernambuco,brazil,-7.875,-35.45
224,"sao mamede,paraiba,brazil",,sao mamede,paraiba,brazil,-6.927,-37.096
225,"remigio,paraiba,brazil",,remigio,paraiba,brazil,-6.903,-35.834
226,"acari,rio grande do norte,brazil",,acari,rio grande do norte,brazil,-6.436,-36.639
227,"coremas,paraiba,brazil",,coremas,paraiba,brazil,-7.014,-37.946
228,"nazare da mata,pernambuco,brazil",,nazare da mata,pernambuco,brazil,-7.742,-35.228
229,"caapora,paraiba,brazil",,caapora,paraiba,brazil,-7.516,-34.908
230,"nova lima,minas gerais,brazil",,nova lima,minas gerais,brazil,-19.986,-43.847
231,"barreirinhas,maranhao,brazil",,barreirinhas,maranhao,brazil,-2.747,-42.826
232,"vicosa do ceara,ceara,brazil",,vicosa do ceara,ceara,brazil,-3.562,-41.092
233,"cabo de santo agostinho,pernambuco,brazil",,cabo de santo agostinho,pernambuco,brazil,-8.287,-35.035
234,"urupes,sao paulo,brazil",,urupes,sao paulo,brazil,-21.202,-49.29
235,"ribeirao pires,sao paulo,brazil",,ribeirao pires,sao paulo,brazil,-23.711,-46.413
236,"paudalho,pernambuco,brazil",,paudalho,pernambuco,brazil,-7.897,-35.18
237,"monte alegre,para,brazil",,monte alegre,para,brazil,-2.008,-54.069
238,"loanda,parana,brazil",,loanda,parana,brazil,-22.923,-53.137
239,"ruy barbosa,bahia,brazil",,ruy barbosa,bahia,brazil,-12.284,-40.494
240,"valparaiso,valparaíso,chile",,valparaiso,valparaíso,chile,-33.03932,-71.62725
241,"tucurui,para,brazil",,tucurui,para,brazil,-3.768,-49.673
242,"olho d agua,paraiba,brazil",,olho d agua,paraiba,brazil,-7.228,-37.751
243,"alto santo,ceara,brazil",,alto santo,ceara,brazil,-5.521,-38.272
244,"upanema,rio grande do norte,brazil",,upanema,rio grande do norte,brazil,-5.642,-37.258
245,"angicos,rio grande do norte,brazil",,angicos,rio grande do norte,brazil,-5.666,-36.601
246,"juazeirinho,paraiba,brazil",,juazeirinho,paraiba,brazil,-7.068,-36.578
247,"assare,ceara,brazil",,assare,ceara,brazil,-6.874,-39.875
248,"unai,minas gerais,brazil",,unai,minas gerais,brazil,-16.358,-46.906
249,"cedro,ceara,brazil",,cedro,ceara,brazil,-6.607,-39.062
250,"boca do acre,amazonas,brazil",,boca do acre,amazonas,brazil,-8.752,-67.398
251,"xapuri,acre,brazil",,xapuri,acre,brazil,-10.652,-68.504
252,"pau dos ferros,rio grande do norte,brazil",,pau dos ferros,rio grande do norte,brazil,-6.111,-38.209
253,"augusto severo,rio grande do norte,brazil",,augusto severo,rio grande do norte,brazil,-5.864,-37.31
254,"cristalina,goias,brazil",,cristalina,goias,brazil,-16.769,-47.614
255,"luzilandia,piaui,brazil",,luzilandia,piaui,brazil,-3.458,-42.37
256,"bezerros,pernambuco,brazil",,bezerros,pernambuco,brazil,-8.233,-35.797
257,"gurupi,tocantins,brazil",,gurupi,tocantins,brazil,-11.729,-49.069
258,"pedra branca,ceara,brazil",,pedra branca,ceara,brazil,-5.454,-39.717
259,"mineiros,goias,brazil",,mineiros,goias,brazil,-17.569,-52.551
260,"sao joao do rio do peixe,paraiba,brazil",,sao joao do rio do peixe,paraiba,brazil,-6.729,-38.449
261,"cruz do espirito santo,paraiba,brazil",,cruz do espirito santo,paraiba,brazil,-7.14,-35.086
262,"maraial,pernambuco,brazil",,maraial,pernambuco,brazil,-8.803,-35.829
263,"mulungu,paraiba,brazil",,mulungu,paraiba,brazil,-7.024,-35.462
264,"aracagi,paraiba,brazil",,aracagi,paraiba,brazil,-6.853,-35.381
265,"alagoa nova,paraiba,brazil",,alagoa nova,paraiba,brazil,-7.071,-35.758
266,"marcelino vieira,rio grande do norte,brazil",,marcelino vieira,rio grande do norte,brazil,-6.294,-38.167
267,"itambe,pernambuco,brazil",,itambe,pernambuco,brazil,-7.41,-35.113
268,"lubango,huíla,angola",,lubango,huíla,angola,-14.91717,13.4925
269,"belo jardim,pernambuco,brazil",,belo jardim,pernambuco,brazil,-8.336,-36.424
270,"miguel pereira,rio de janeiro,brazil",,miguel pereira,rio de janeiro,brazil,-22.454,-43.469
271,"pilar,paraiba,brazil",,pilar,paraiba,brazil,-7.267,-35.26
272,"apuiares,ceara,brazil",,apuiares,ceara,brazil,-3.949,-39.432
273,"pedra lavrada,paraiba,brazil",,pedra lavrada,paraiba,brazil,-6.757,-36.48
274,"farias brito,ceara,brazil",,farias brito,ceara,brazil,-6.931,-39.566
275,"santa albertina,sao paulo,brazil",,santa albertina,sao paulo,brazil,-20.032,-50.728
276,"soure,para,brazil",,soure,para,brazil,-0.717,-48.523
277,"mari,paraiba,brazil",,mari,paraiba,brazil,-7.06,-35.319
278,"aroeiras,paraiba,brazil",,aroeiras,paraiba,brazil,-7.545,-35.708
279,"tome acu,para,brazil",,tome acu,para,brazil,-2.419,-48.152
280,"pocinhos,paraiba,brazil",,pocinhos,paraiba,brazil,-7.077,-36.061
281,"abreu e lima,pernambuco,brazil",,abreu e lima,pernambuco,brazil,-7.912,-34.903
282,"santa cruz do capibaribe,pernambuco,brazil",,santa cruz do capibaribe,pernambuco,brazil,-7.957,-36.205
283,"lajedo,pernambuco,brazil",,lajedo,pernambuco,brazil,-8.664,-36.32
284,"saboeiro,ceara,brazil",,saboeiro,ceara,brazil,-6.542,-39.907
285,"corrente,piaui,brazil",,corrente,piaui,brazil,-10.443,-45.162
286,"teixeira,paraiba,brazil",,teixeira,paraiba,brazil,-7.223,-37.254
287,"palmacia,ceara,brazil",,palmacia,ceara,brazil,-4.15,-38.846
288,"brejo da madre de deus,pernambuco,brazil",,brejo da madre de deus,pernambuco,brazil,-8.146,-36.371
289,"juarez tavora,paraiba,brazil",,juarez tavora,paraiba,brazil,-7.172,-35.583
290,"goiana,pernambuco,brazil",,goiana,pernambuco,brazil,-7.561,-35.003
291,"castro alves,bahia,brazil",,castro alves,bahia,brazil,-12.766,-39.428
292,"sao jose de piranhas,paraiba,brazil",,sao jose de piranhas,paraiba,brazil,-7.121,-38.502
293,"pindare mirim,maranhao,brazil",,pindare mirim,maranhao,brazil,-3.608,-45.343
294,"itapororoca,paraiba,brazil",,itapororoca,paraiba,brazil,-6.83,-35.247
295,"cacimba de dentro,paraiba,brazil",,cacimba de dentro,paraiba,brazil,-6.642,-35.79
296,"uirauna,paraiba,brazil",,uirauna,paraiba,brazil,-6.518,-38.412
297,"bom jesus,piaui,brazil",,bom jesus,piaui,brazil,-9.074,-44.359
298,"santa gertrudes,sao paulo,brazil",,santa gertrudes,sao paulo,brazil,-22.457,-47.53
299,"salto da divisa,minas gerais,brazil",,salto da divisa,minas gerais,brazil,-16.003,-39.947
300,"barra do garcas,mato grosso,brazil",,barra do garcas,mato grosso,brazil,-15.89,-52.257
301,"soledade,paraiba,brazil",,soledade,paraiba,brazil,-7.057,-36.363
302,"nova floresta,paraiba,brazil",,nova floresta,paraiba,brazil,-6.455,-36.203
303,"campos do jordao,sao paulo,brazil",,campos do jordao,sao paulo,brazil,-22.739,-45.591
304,"taquaritinga do norte,pernambuco,brazil",,taquaritinga do norte,pernambuco,brazil,-7.903,-36.044
305,"diamante,paraiba,brazil",,diamante,paraiba,brazil,-7.428,-38.264
306,"sao sebastiao do umbuzeiro,paraiba,brazil",,sao sebastiao do umbuzeiro,paraiba,brazil,-8.152,-37.01
307,"bom sucesso,paraiba,brazil",,bom sucesso,paraiba,brazil,-6.445,-37.929
308,"ataleia,minas gerais,brazil",,ataleia,minas gerais,brazil,-18.044,-41.11
309,"imaculada,paraiba,brazil",,imaculada,paraiba,brazil,-7.39,-37.509
310,"miguel alves,piaui,brazil",,miguel alves,piaui,brazil,-4.166,-42.895
311,"estiva,minas gerais,brazil",,estiva,minas gerais,brazil,-22.463,-46.017
312,"guadalupe,piaui,brazil",,guadalupe,piaui,brazil,-6.787,-43.569
313,"araua,sergipe,brazil",,araua,sergipe,brazil,-11.262,-37.62
314,"bayeux,paraiba,brazil",,bayeux,paraiba,brazil,-7.125,-34.932
315,"mairipora,sao paulo,brazil",,mairipora,sao paulo,brazil,-23.319,-46.587
316,"fagundes,paraiba,brazil",,fagundes,paraiba,brazil,-7.355,-35.775
317,"santa cruz,paraiba,brazil",,santa cruz,paraiba,brazil,-6.533,-38.062
