id,oX,oY,dX,dY,trips,cO,cD
1,-27.597,-48.549,-25.428,-49.273,2,brazil,brazil
3,-27.597,-48.549,-22.903,-43.208,2,brazil,brazil
4,-27.597,-48.549,-23.548,-46.636,5,brazil,brazil
14,-27.597,-48.549,51.50853,-0.12574,1,brazil,united kingdom
15,-27.597,-48.549,-22.906,-47.061,1,brazil,brazil
98,-27.597,-48.549,-20.754,-42.882,1,brazil,brazil
113,-27.597,-48.549,34.05223,-118.24368,2,brazil,united states
118,-27.597,-48.549,43.4668,-80.51639,1,brazil,canada
144,-27.597,-48.549,52.62783,1.29834,1,brazil,united kingdom
193,-27.597,-48.549,-34.61315,-58.37723,1,brazil,argentina
238,-27.597,-48.549,55.86515,-4.25763,1,brazil,united kingdom
631,-25.428,-49.273,-27.597,-48.549,3,brazil,brazil
634,-25.428,-49.273,-22.903,-43.208,14,brazil,brazil
635,-25.428,-49.273,-23.548,-46.636,11,brazil,brazil
641,-25.428,-49.273,-16.679,-49.254,1,brazil,brazil
646,-25.428,-49.273,-22.906,-47.061,5,brazil,brazil
651,-25.428,-49.273,-30.033,-51.23,6,brazil,brazil
654,-25.428,-49.273,-23.463,-46.533,2,brazil,brazil
657,-25.428,-49.273,-23.31,-51.163,3,brazil,brazil
659,-25.428,-49.273,-22.315,-49.061,1,brazil,brazil
661,-25.428,-49.273,-23.425,-51.939,1,brazil,brazil
662,-25.428,-49.273,-15.78,-47.93,1,brazil,brazil
687,-25.428,-49.273,-21.178,-47.81,2,brazil,brazil
701,-25.428,-49.273,-23.179,-45.887,2,brazil,brazil
721,-25.428,-49.273,40.42587,-86.90807,1,brazil,united states
729,-25.428,-49.273,-20.754,-42.882,1,brazil,brazil
731,-25.428,-49.273,-22.214,-49.946,1,brazil,brazil
735,-25.428,-49.273,-22.126,-51.389,1,brazil,brazil
744,-25.428,-49.273,34.05223,-118.24368,1,brazil,united states
753,-25.428,-49.273,44.56457,-123.26204,1,brazil,united states
763,-25.428,-49.273,45.46427,9.18951,1,brazil,italy
766,-25.428,-49.273,-22.744,-43.708,1,brazil,brazil
