id,oX,oY,dX,dY,trips,cO,cD
1897,-22.903,-43.208,-23.548,-46.636,2,brazil,brazil
1902,-22.903,-43.208,-22.469,-44.447,1,brazil,brazil
2004,-22.903,-43.208,48.85341,2.3488,1,brazil,france
2538,-23.548,-46.636,51.50853,-0.12574,1,brazil,united kingdom
2551,-23.548,-46.636,-19.817,-43.956,1,brazil,brazil
2665,-23.548,-46.636,40.11642,-88.24338,1,brazil,united states
2733,-23.548,-46.636,40.44062,-79.99589,1,brazil,united states
7575,-8.054,-34.881,-22.903,-43.208,1,brazil,brazil
7908,-8.054,-34.881,55.70584,13.19321,1,brazil,sweden
8206,42.04114,-87.69006,-22.903,-43.208,1,united states,brazil
12621,-30.033,-51.23,-25.428,-49.273,1,brazil,brazil
12925,-30.033,-51.23,40.42972,-3.67975,1,brazil,spain
17041,-19.817,-43.956,-23.548,-46.636,1,brazil,brazil
17047,-19.817,-43.956,-16.679,-49.254,1,brazil,brazil
17179,-19.817,-43.956,41.89193,12.51133,1,brazil,italy
30292,-12.971,-38.511,-23.548,-46.636,2,brazil,brazil
44212,-23.179,-45.887,-3.717,-38.543,1,brazil,brazil
136300,-23.543,-46.311,-23.548,-46.636,1,brazil,brazil
