id,oX,oY,dX,dY,trips,cO,cD
874,-25.428,-49.273,41.52519,-88.0834,1,brazil,united states
2094,-22.903,-43.208,33.95335,-117.39616,1,brazil,united states
2113,-22.903,-43.208,52.2,0.11667,1,brazil,united kingdom
2116,-22.903,-43.208,40.71427,-74.00597,1,brazil,united states
2767,-23.548,-46.636,41.52519,-88.0834,1,brazil,united states
7576,-8.054,-34.881,-23.548,-46.636,1,brazil,brazil
17040,-19.817,-43.956,-22.903,-43.208,1,brazil,brazil
30696,-12.971,-38.511,29.95465,-90.07507,1,brazil,united states
179838,36.16589,-86.78444,-22.903,-43.208,1,united states,brazil
193087,-7.114,-34.978,-25.428,-49.273,1,brazil,brazil
