id,oX,oY,dX,dY,trips,cO,cD
1920,-22.903,-43.208,-19.817,-43.956,1,brazil,brazil
2102,-22.903,-43.208,40.44062,-79.99589,1,brazil,united states
2525,-23.548,-46.636,-25.428,-49.273,1,brazil,brazil
2561,-23.548,-46.636,43.70011,-79.4163,1,brazil,canada
2664,-23.548,-46.636,-23.523,-46.188,1,brazil,brazil
2733,-23.548,-46.636,40.44062,-79.99589,1,brazil,united states
2747,-23.548,-46.636,40.71427,-74.00597,1,brazil,united states
2772,-23.548,-46.636,37.44188,-122.14302,1,brazil,united states
12624,-30.033,-51.23,-23.548,-46.636,2,brazil,brazil
19564,-15.78,-47.93,-22.903,-43.208,1,brazil,brazil
22133,40.4165,-3.70256,-12.971,-38.511,1,spain,brazil
85364,-22.744,-43.708,43.07305,-89.40123,1,brazil,united states
138410,47.60621,-122.33207,36.97412,-122.0308,1,united states,united states
