"name";"name_ascii";"abbr";"latitude";"longitude"
"instituto federal de educação, ciência e tecnologia de goiás";"instituto federal de educacao, ciencia e tecnologia de goias";"";-16.679;-49.254
"centro universitário moacyr sreder bastos";"centro universitario moacyr sreder bastos";"";-22.903;-43.208
"faculdade satc";"faculdade satc";"";-28.678;-49.37
"faculdade guaraí";"faculdade guarai";"";-8.834;-48.51
"faculdade da amazônia";"faculdade da amazonia";"";-1.366;-48.372
"faculdade de mirandópolis";"faculdade de mirandopolis";"";-21.134;-51.102
"faculdade anhangüera de bauru";"faculdade anhanguera de bauru";"";-22.315;-49.061
"faculdade católica rainha do sertão";"faculdade catolica rainha do sertao";"";-4.971;-39.015
"faculdade de ciências sociais aplicadas de cascavel";"faculdade de ciencias sociais aplicadas de cascavel";"";-24.956;-53.455
"faculdade de administração e ciências contábeis de são roque";"faculdade de administracao e ciencias contabeis de sao roque";"";-23.529;-47.135
"faculdade victor hugo";"faculdade victor hugo";"";-22.116;-45.054
"faculdade de nova serrana";"faculdade de nova serrana";"";-19.876;-44.984
"faculdade de palmas";"faculdade de palmas";"";-10.167;-48.333
"faculdade de patrocinio";"faculdade de patrocinio";"";-18.944;-46.993
"faculdade de porto feliz";"faculdade de porto feliz";"";-23.215;-47.524
"faculdade de porto velho";"faculdade de porto velho";"";-8.762;-63.904
"faculdade santo antônio de pádua";"faculdade santo antonio de padua";"";-21.539;-42.18
"faculdade são bento da bahia";"faculdade sao bento da bahia";"";-12.971;-38.511
"faculdade são camilo";"faculdade sao camilo";"";-19.817;-43.956
"faculdade são gabriel";"faculdade sao gabriel";"";-5.089;-42.802
"faculdade são judas tadeu de pinhais";"faculdade sao judas tadeu de pinhais";"";-25.445;-49.193
"faculdade senac pernambuco";"faculdade senac pernambuco";"";-8.054;-34.881
"faculdade ingá";"faculdade inga";"";-23.425;-51.939
"faculdade de castelo";"faculdade de castelo";"";-20.604;-41.185
"faculdade de ceres";"faculdade de ceres";"";-15.308;-49.598
"faculdade de ciência e educação do caparaó";"faculdade de ciencia e educacao do caparao";"";-20.776;-41.679
"faculdade de ciência e tecnologia";"faculdade de ciencia e tecnologia";"";-24.284;-53.84
"faculdade de ciências administrativas";"faculdade de ciencias administrativas";"";-15.596;-56.097
"faculdade de ciências educacionais capim grosso";"faculdade de ciencias educacionais capim grosso";"";-11.381;-40.013
"avm - faculdade integrada";"avm - faculdade integrada";"";;
"faculdade de ciências sociais aplicadas - facisa";"faculdade de ciencias sociais aplicadas - facisa";"";-7.231;-35.881
"faculdade de educação ciências e letras don domênico";"faculdade de educacao ciencias e letras don domenico";"";-23.993;-46.256
"faculdade de ensino superior do centro do paraná";"faculdade de ensino superior do centro do parana";"";-24.757;-51.761
"faculdade de educação física de foz do iguaçu";"faculdade de educacao fisica de foz do iguacu";"";-25.548;-54.588
"universidade federal do rio de janeiro";"universidade federal do rio de janeiro";"ufrj";-22.903;-43.208
"faculdade cal de artes cênicas";"faculdade cal de artes cenicas";"";-22.903;-43.208
"faculdade norte paranaense";"faculdade norte paranaense";"";-23.31;-51.163
"centro universitário campos de andrade";"centro universitario campos de andrade";"";-25.428;-49.273
"faculdade do povo";"faculdade do povo";"";-23.548;-46.636
"faculdade unida de vitória";"faculdade unida de vitoria";"";-20.319;-40.338
"universidade vila velha";"universidade vila velha";"";-20.33;-40.292
"universidade do contestado";"universidade do contestado";"";-26.177;-50.39
"faculdade parque";"faculdade parque";"";-12.971;-38.511
"faculdade modelo";"faculdade modelo";"";-25.428;-49.273
"faculdade montenegro";"faculdade montenegro";"";-14.865;-39.588
"faculdade murialdo";"faculdade murialdo";"";-29.168;-51.179
"faculdade noroeste";"faculdade noroeste";"";-16.679;-49.254
"faculdade xv de agosto";"faculdade xv de agosto";"";-22.591;-46.529
"faculdade de tecnologia de indaiatuba";"faculdade de tecnologia de indaiatuba";"";-23.09;-47.218
"faculdade de agudos";"faculdade de agudos";"";-22.469;-48.988
"faculdade de amambai";"faculdade de amambai";"";;
"faculdade de aracaju";"faculdade de aracaju";"";-10.911;-37.072
"faculdade de cariacica";"faculdade de cariacica";"";-20.264;-40.42
"faculdade de ciências da saúde";"faculdade de ciencias da saude";"";-22.211;-49.656
"faculdades integradas de cataguases";"faculdades integradas de cataguases";"";-21.389;-42.697
"faculdade alfa brasil";"faculdade alfa brasil";"";-24.956;-53.455
"faculdade de odontologia de manaus";"faculdade de odontologia de manaus";"";-3.102;-60.025
"faculdade pitágoras de betim";"faculdade pitagoras de betim";"";-19.968;-44.198
"faculdade guairacá";"faculdade guairaca";"";-25.395;-51.458
"faculdades integradas de jahu";"faculdades integradas de jahu";"";-22.296;-48.558
"faculdade das américas";"faculdade das americas";"";-23.548;-46.636
"faculdade de ciências exatas e humanas da campanha";"faculdade de ciencias exatas e humanas da campanha";"";-21.836;-45.401
"instituto luterano de ensino superior de porto velho";"instituto luterano de ensino superior de porto velho";"";-8.762;-63.904
"faculdade de viçosa";"faculdade de vicosa";"";-20.754;-42.882
"faculdade cidade verde";"faculdade cidade verde";"";-23.425;-51.939
"faculdade comunitária de joão monlevade";"faculdade comunitaria de joao monlevade";"";-19.81;-43.174
"faculdade da alta paulista";"faculdade da alta paulista";"";-21.935;-50.514
"faculdade da fronteira - faf";"faculdade da fronteira - faf";"";-26.254;-53.633
"faculdade sant'ana";"faculdade sant'ana";"";-25.095;-50.162
"faculdades integradas associação de ensino de santa catarina";"faculdades integradas associacao de ensino de santa catarina";"";-27.597;-48.549
"faculdade presbiteriana gammon";"faculdade presbiteriana gammon";"";-21.245;-45
"faculdade presidente antônio carlos de campo belo";"faculdade presidente antonio carlos de campo belo";"";-20.897;-45.277
"faculdade presidente antônio carlos de itabira";"faculdade presidente antonio carlos de itabira";"";-19.619;-43.227
"faculdade presidente antônio carlos de montes claros";"faculdade presidente antonio carlos de montes claros";"";-16.735;-43.862
"faculdade aiec";"faculdade aiec";"";;
"faculdade unida de suzano";"faculdade unida de suzano";"";-23.543;-46.311
"faculdade aum";"faculdade aum";"";-15.596;-56.097
"faculdade zacarias de góes";"faculdade zacarias de goes";"";-13.37;-39.073
"instituto federal de educação, ciência e tecnologia do pará";"instituto federal de educacao, ciencia e tecnologia do para";"";-1.456;-48.504
"universidade estadual de mato grosso do sul";"universidade estadual de mato grosso do sul";"";-22.221;-54.806
"centro universitário barriga verde";"centro universitario barriga verde";"";-28.359;-49.291
"faculdade de ciências e tecnologia do maranhão";"faculdade de ciencias e tecnologia do maranhao";"";-4.859;-43.356
"faculdade de ciências exatas e tecnológicas santo agostinho - facet";"faculdade de ciencias exatas e tecnologicas santo agostinho - facet";"";-16.735;-43.862
"faculdade saberes";"faculdade saberes";"";-20.319;-40.338
"faculdade ceres";"faculdade ceres";"";-20.82;-49.379
"faculdade missioneira do paraná";"faculdade missioneira do parana";"";-24.956;-53.455
"faculdade de tecnologia novo rumo";"faculdade de tecnologia novo rumo";"";-19.817;-43.956
"faculdades riograndenses";"faculdades riograndenses";"";-30.033;-51.23
"faculdade de ciências biomédicas de cacoal";"faculdade de ciencias biomedicas de cacoal";"";-11.438;-61.448
"universidade paulista";"universidade paulista";"";-23.548;-46.636
"universidade estácio de sá";"universidade estacio de sa";"";-22.903;-43.208
"universidade estadual de montes claros";"universidade estadual de montes claros";"";;
"universidade federal de campina grande";"universidade federal de campina grande";"ufcg";-7.231;-35.881
"faculdade pitágoras de poços de caldas";"faculdade pitagoras de pocos de caldas";"";-21.788;-46.561
"faculdade pitágoras de tecnologia de contagem";"faculdade pitagoras de tecnologia de contagem";"";-19.932;-44.054
"faculdade porto-alegrense";"faculdade porto-alegrense";"";-30.033;-51.23
"faculdade redentor de campos";"faculdade redentor de campos";"";-21.754;-41.324
"faculdade regional de alagoinhas";"faculdade regional de alagoinhas";"";-12.136;-38.419
"universidade salgado de oliveira";"universidade salgado de oliveira";"";-22.827;-43.054
"instituto superior de educação do paraná";"instituto superior de educacao do parana";"";;
"faculdade ls";"faculdade ls";"";-15.78;-47.93
"faculdade de macapá";"faculdade de macapa";"";0.039;-51.066
"faculdade frutal";"faculdade frutal";"";-20.025;-48.941
"faculdade global de umuarama";"faculdade global de umuarama";"";-23.766;-53.325
"faculdade paraense de ensino";"faculdade paraense de ensino";"";-1.456;-48.504
"faculdade equipe";"faculdade equipe";"";-29.839;-51.144
"faculdade paranaense";"faculdade paranaense";"";-25.428;-49.273
"faculdade santa amélia";"faculdade santa amelia";"";-25.095;-50.162
"faculdade santa maria";"faculdade santa maria";"";-6.89;-38.562
"faculdade de tecnologia paulista";"faculdade de tecnologia paulista";"";-22.415;-49.817
"faculdade omni";"faculdade omni";"";-22.744;-42.859
"faculdade prisma";"faculdade prisma";"";-16.735;-43.862
"instituto superior de educação de salgueiro";"instituto superior de educacao de salgueiro";"";-8.067;-39.12
"instituto superior de educação equipe";"instituto superior de educacao equipe";"";-29.839;-51.144
"faculdade cathedral";"faculdade cathedral";"";2.82;-60.673
"faculdade hsm";"faculdade hsm";"";-21.71;-47.478
"universidade metropolitana de santos";"universidade metropolitana de santos";"";;
"faculdade pedro ii";"faculdade pedro ii";"";-19.817;-43.956
"faculdade de orlândia";"faculdade de orlandia";"";-20.72;-47.887
"faculdades integradas da união de ensino superior certo";"faculdades integradas da uniao de ensino superior certo";"";-15.78;-47.93
"faneesp - faculdade nacional de educação e ensino superior do paraná";"faneesp - faculdade nacional de educacao e ensino superior do parana";"";-25.593;-49.41
"instituto de educação superior unyahna de barreiras";"instituto de educacao superior unyahna de barreiras";"";-12.153;-44.99
"centro universitário de desenvolvimento do centro-oeste";"centro universitario de desenvolvimento do centro-oeste";"";-16.253;-47.95
"faculdades integradas de rondonópolis";"faculdades integradas de rondonopolis";"";-16.471;-54.636
"faculdade energia de administração e negócios";"faculdade energia de administracao e negocios";"";-27.597;-48.549
"faculdade estácio de sá de vitória";"faculdade estacio de sa de vitoria";"";-20.319;-40.338
"faculdade ibgen - instituto brasileiro de gestão de negócios";"faculdade ibgen - instituto brasileiro de gestao de negocios";"";-30.033;-51.23
"faculdade ined de rio claro";"faculdade ined de rio claro";"";-22.411;-47.561
"faculdade nossa cidade";"faculdade nossa cidade";"";-23.523;-46.836
"faculdade anhanguera de jacareí";"faculdade anhanguera de jacarei";"";-23.305;-45.966
"universidade católica de brasília";"universidade catolica de brasilia";"";-15.78;-47.93
"faculdade anchieta do recife";"faculdade anchieta do recife";"";-8.054;-34.881
"faculdade dom pedro ii";"faculdade dom pedro ii";"";-12.971;-38.511
"faculdade kurios";"faculdade kurios";"";-3.89;-38.686
"faculdade sudamérica";"faculdade sudamerica";"";-21.389;-42.697
"instituto tecnológico de aeronáutica";"instituto tecnologico de aeronautica";"";-23.179;-45.887
"instituto de ensino superior de rondônia";"instituto de ensino superior de rondonia";"";-9.913;-63.041
"instituto federal de educação, ciência e tecnologia de pernambuco";"instituto federal de educacao, ciencia e tecnologia de pernambuco";"";-8.054;-34.881
"universidade de cruz alta";"universidade de cruz alta";"";-28.639;-53.606
"faculdade de pato branco";"faculdade de pato branco";"";-26.229;-52.671
"universidade federal fluminense";"universidade federal fluminense";"uff";-22.883;-43.104
"faculdade evangélica cristo rei";"faculdade evangelica cristo rei";"";-7.359;-41.138
"faculdade guilherme guimbala";"faculdade guilherme guimbala";"";-26.304;-48.846
"faculdade de formação de professores de araripina";"faculdade de formacao de professores de araripina";"";-7.576;-40.498
"faculdade de campina grande";"faculdade de campina grande";"";-7.231;-35.881
"faculdade de ciências econômicas, administrativas e da computação dom bosco";"faculdade de ciencias economicas, administrativas e da computacao dom bosco";"";-22.469;-44.447
"faculdade de ciências e tecnologia de unaí - factu";"faculdade de ciencias e tecnologia de unai - factu";"";-16.358;-46.906
"centro universitário univates";"centro universitario univates";"";-29.467;-51.961
"centro universitário das faculdades associadas de ensino - fae";"centro universitario das faculdades associadas de ensino - fae";"";-21.969;-46.798
"instituto de filosofia e teologia de goiás";"instituto de filosofia e teologia de goias";"";-16.679;-49.254
"instituto galileo de ensino superior";"instituto galileo de ensino superior";"";-5.089;-42.802
"instituto superior de educação de garça";"instituto superior de educacao de garca";"";-22.211;-49.656
"faculdade da fundação educacional araçatuba";"faculdade da fundacao educacional aracatuba";"";-21.209;-50.433
"faculdade de administração de governador valadares";"faculdade de administracao de governador valadares";"";-18.851;-41.949
"faculdade de administração e negócios";"faculdade de administracao e negocios";"";-9.666;-35.735
"faculdade de araçatuba";"faculdade de aracatuba";"";-21.209;-50.433
"faculdade de arte e design";"faculdade de arte e design";"";-20.139;-44.884
"centro universitário de brusque";"centro universitario de brusque";"";-27.098;-48.918
"faculdade salesiana dom bosco de piracicaba";"faculdade salesiana dom bosco de piracicaba";"";-22.725;-47.649
