id,name,status,city,latitude,longitude,name_simple
4373,"32011016 UNIVERSIDADE FEDERAL DE ALFENAS (UNIFAL)",1,"Alfenas - MG",-21.429,-45.947,NULL
3477,"32016018 UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO (UNIFENAS)",1,"Alfenas - MG",-21.429,-45.947,NULL
10172,"15012018 INSTITUTO EVANDRO CHAGAS (IEC)",1,"Ananindeua - PA",-1.366,-48.372,NULL
3800,"52006018 CENTRO UNIVERSITÁRIO DE ANÁPOLIS (UniEVANGÉL)",1,"Anápolis - GO",-16.327,-48.953,NULL
3852,"27002012 UNIVERSIDADE TIRADENTES (UNIT-SE)",1,"Aracaju - SE",-10.911,-37.072,NULL
5260,"33004021 UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/ARAÇATUBA (UNESP/ARAÇ)",1,"Araçatuba - SP",-21.209,-50.433,NULL
4529,"30012015 FACULDADE DE ARACRUZ (FAACZ)",1,"Aracruz - ES",-19.82,-40.273,NULL
4353,"26001012 UNIVERSIDADE FEDERAL DE ALAGOAS (UFAL)",1,"Arapiraca - AL",-9.752,-36.661,NULL
5145,"33150010 FUNDO DE DEFESA DA CITRICULTURA (FUNDECITRUS)",1,"Araraquara - SP",-21.794,-48.176,NULL
2171,"33082014 CENTRO UNIVERSITÁRIO DE ARARAQUARA (UNIARA)",1,"Araraquara - SP",-21.794,-48.176,NULL
5261,"33004030 UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/ARARAQUARA (UNESP/ARAR)",1,"Araraquara - SP",-21.794,-48.176,NULL
