"city";"count";"uf";"country";"latitude";"longitude"
"tupãssi";2;"";"brazil";-24.588;-53.512
"turiaçu";2;"";"brazil";-1.663;-45.372
"turiúba";2;"";"brazil";-20.933;-50.108
"turvânia";2;"";"brazil";-16.614;-50.134
"ubajara";2;"";"brazil";-3.854;-40.921
"ubirajara";2;"";"brazil";-22.527;-49.663
"uibaí";2;"";"brazil";-11.337;-42.133
"uiraúna";2;"";"brazil";-6.518;-38.412
"uniflor";2;"";"brazil";-23.087;-52.157
"upanema";2;"";"brazil";-5.642;-37.258
"urucânia";2;"";"brazil";-20.351;-42.739
"uruçuí";2;"";"brazil";-7.229;-44.556
"vargem alegre";2;"";"brazil";-19.608;-42.298
"varzelândia";2;"";"brazil";-15.701;-44.028
"vertentes";2;"";"brazil";-7.903;-35.988
"vila maria";2;"";"brazil";-28.535;-52.154
"virginópolis";2;"";"brazil";-18.823;-42.704
"volta grande";2;"";"brazil";-21.771;-42.539
"xambrê";2;"";"brazil";-23.736;-53.49
"aarau";1;"aargau";"switzerland";47.39254;8.04422
"pescara";1;"abruzzo";"italy";42.4584;14.20283
"roseto degli abruzzi";1;"abruzzo";"italy";42.67164;14.01481
"aden";1;"aden";"yemen";12.77944;45.03667
"agboville";1;"agnéby";"ivory coast";5.92801;-4.21319
"aguascalientes";1;"aguascalientes";"mexico";21.88234;-102.28259
"campo alegre";1;"alagoas";"brazil";-9.78194;-36.35083
"coruripe";1;"alagoas";"brazil";-10.12556;-36.17556
"alajuela";1;"alajuela";"costa rica";10.01625;-84.21163
"anchorage";1;"alaska";"united states";61.21806;-149.90028
"calgary";1;"alberta";"canada";51.05011;-114.08529
"edmonton";1;"alberta";"canada";53.55014;-113.46871
"cobán";1;"alta verapaz";"guatemala";15.47083;-90.37083
"pedro juan caballero";1;"amambay";"paraguay";-22.54722;-55.73333
"chachapoyas";1;"amazonas";"peru";-6.23169;-77.86903
"gondar";1;"amhara region";"ethiopia";12.6;37.46667
"huaraz";1;"ancash";"peru";-9.52779;-77.52778
"jerez de la frontera";1;"andalusia";"spain";36.68645;-6.13606
"guntūr";1;"andhra pradesh";"india";16.29974;80.45729
"tirupati";1;"andhra pradesh";"india";13.63551;79.41989
"visakhapatnam";1;"andhra pradesh";"india";17.68009;83.20161
"annaba";1;"annaba";"algeria";36.9;7.76667
"calama";1;"antofagasta";"chile";-22.45591;-68.93015
"aosta";1;"aosta valley";"italy";45.73764;7.31722
"santeramo in colle";1;"apulia";"italy";40.79236;16.75873
"abancay";1;"apurímac";"peru";-13.63389;-72.88139
"bègles";1;"aquitaine";"france";44.80845;-0.54809
"bergerac";1;"aquitaine";"france";44.85;0.48333
"talence";1;"aquitaine";"france";44.80477;-0.59543
"angol";1;"araucanía";"chile";-37.79519;-72.71636
"curtea de argeş";1;"argeş";"romania";45.13422;24.67409
"casa grande";1;"arizona";"united states";32.8795;-111.75735
"mesa";1;"arizona";"united states";33.42227;-111.82264
"suez";1;"as suways";"egypt";29.97371;32.52627
"copiapó";1;"atacama";"chile";-27.36679;-70.3314
"la ceiba";1;"atlántida";"honduras";15.75971;-86.78221
"irákleio";1;"attica";"greece";38.05282;23.76523
"auckland";1;"auckland";"new zealand";-36.86667;174.76667
"aurillac";1;"auvergne";"france";44.91667;2.45
"moulins";1;"auvergne";"france";46.56667;3.33333
"vichy";1;"auvergne";"france";46.11667;3.41667
"ílhavo";1;"aveiro";"portugal";40.5999;-8.66732
"ovar";1;"aveiro";"portugal";40.85862;-8.62513
"ponta delgada";1;"azores";"portugal";37.73333;-25.66667
"aalen";1;"baden-württemberg region";"germany";48.83777;10.0933
"backnang";1;"baden-württemberg region";"germany";48.94743;9.43718
"baden-baden";1;"baden-württemberg region";"germany";48.7606;8.23975
"böblingen";1;"baden-württemberg region";"germany";48.68212;9.01171
"hechingen";1;"baden-württemberg region";"germany";48.35149;8.96317
"marbach am neckar";1;"baden-württemberg region";"germany";48.93964;9.25995
"pforzheim";1;"baden-württemberg region";"germany";48.88436;8.69892
"ravensburg";1;"baden-württemberg region";"germany";47.78198;9.61062
"schwetzingen";1;"baden-württemberg region";"germany";49.38217;8.5823
"tuttlingen";1;"baden-württemberg region";"germany";47.98464;8.8177
"überlingen";1;"baden-württemberg region";"germany";47.76977;9.17136
"bafatá";1;"bafatá";"guinea-bissau";12.16667;-14.66667
"ensenada";1;"baja california";"mexico";31.86613;-116.59972
"mexicali";1;"baja california";"mexico";32.62781;-115.45446
"palma";1;"balearic islands";"spain";39.56939;2.65024
"menzel jemil";1;"banzart";"tunisia";37.23618;9.91448
"pécs";1;"baranya county";"hungary";46.08333;18.23333
"matera";1;"basilicate";"italy";40.66983;16.59723
"potenza";1;"basilicate";"italy";40.64175;15.80794
"donostia / san sebastián";1;"basque country";"spain";43.31283;-1.97499
"eibar";1;"basque country";"spain";43.18493;-2.47158
"aichach";1;"bavaria";"germany";48.45755;11.13413
"altdorf";1;"bavaria";"germany";49.3856;11.3573
"aschaffenburg";1;"bavaria";"germany";49.97704;9.15214
"bobingen";1;"bavaria";"germany";48.27091;10.8339
"burghausen";1;"bavaria";"germany";48.16925;12.83139
"coburg";1;"bavaria";"germany";50.25937;10.96384
"erlangen";1;"bavaria";"germany";49.59099;11.00783
"forchheim";1;"bavaria";"germany";49.71754;11.05877
"fürth";1;"bavaria";"germany";49.47593;10.98856
"karlstadt";1;"bavaria";"germany";49.96034;9.77239
"munich";1;"bavaria";"germany";48.13743;11.57549
"nürnberg";1;"bavaria";"germany";49.45421;11.07752
"regensburg";1;"bavaria";"germany";49.03451;12.11923
"rosenheim";1;"bavaria";"germany";47.85637;12.12247
"sulzbach-rosenberg";1;"bavaria";"germany";49.50126;11.74598
"traunstein";1;"bavaria";"germany";47.86825;12.64335
"würzburg";1;"bavaria";"germany";49.79391;9.95121
"bejaïa";1;"bejaïa";"algeria";36.75587;5.08433
"bānkura";1;"bengal";"india";23.23241;87.0716
"benguela";1;"benguela";"angola";-12.57626;13.40547
"patna";1;"bihār";"india";25.60222;85.11936
"cañete";1;"biobío";"chile";-37.80128;-73.39616
"lota";1;"biobío";"chile";-37.08994;-73.1577
"bolu";1;"bolu";"turkey";40.73583;31.60611
"ózd";1;"borsod-abaúj-zemplén";"hungary";48.21667;20.3
"le creusot";1;"bourgogne";"france";46.80714;4.41632
"chiquinquirá";1;"boyacá";"colombia";5.61637;-73.81748
"sogamoso";1;"boyacá";"colombia";5.71434;-72.93391
"forst";1;"brandenburg";"germany";51.73544;14.63971
"luckenwalde";1;"brandenburg";"germany";52.09029;13.16772
"potsdam";1;"brandenburg";"germany";52.39886;13.06566
"bratislava";1;"bratislavský";"slovakia";48.14816;17.10674
"cranbrook";1;"british columbia";"canada";49.49991;-115.76879
"surrey";1;"british columbia";"canada";49.10635;-122.82509
"lorient";1;"brittany";"france";47.75;-3.36667
"morlaix";1;"brittany";"france";48.58333;-3.83333
"pontivy";1;"brittany";"france";48.06667;-2.98333
"quimper";1;"brittany";"france";48;-4.1
"azul";1;"buenos aires";"argentina";-36.77698;-59.85854
"campana";1;"buenos aires";"argentina";-34.16874;-58.95914
"coronel suárez";1;"buenos aires";"argentina";-37.45467;-61.93343
"quilmes";1;"buenos aires";"argentina";-34.72418;-58.25265
"zárate";1;"buenos aires";"argentina";-34.09814;-59.02858
"karacabey";1;"bursa";"turkey";40.21323;28.3612
"montepuez";1;"cabo delgado";"mozambique";-13.12556;38.99972
"castrovillari";1;"calabria";"italy";39.81949;16.21467
"cosenza";1;"calabria";"italy";39.30422;16.25201
"el centro";1;"california";"united states";32.792;-115.56305
"inglewood";1;"california";"united states";33.96168;-118.35313
"napa";1;"california";"united states";38.29714;-122.28553
"san ramon";1;"california";"united states";37.77993;-121.97802
"walnut creek";1;"california";"united states";37.90631;-122.06496
"nuevitas";1;"camagüey";"cuba";21.54528;-77.26444
"nocera inferiore";1;"campania";"italy";40.75448;14.63919
"los llanos de aridane";1;"canary islands";"spain";28.65851;-17.91821
"santa cruz de tenerife";1;"canary islands";"spain";28.46824;-16.25462
"camargo";1;"cantabria";"spain";43.40744;-3.88498
"frederiksberg";1;"capital region";"denmark";55.67938;12.53463
"yopal";1;"casanare";"colombia";5.33775;-72.39586
"castelo branco";1;"castelo branco";"portugal";39.82219;-7.49087
"ponferrada";1;"castille and león";"spain";42.54664;-6.59619
"soria";1;"castille and león";"spain";41.76401;-2.46883
"albacete";1;"castille-la mancha";"spain";38.99424;-1.85643
"puertollano";1;"castille-la mancha";"spain";38.68712;-4.10734
"calafell";1;"catalonia";"spain";41.19997;1.5683
"girona";1;"catalonia";"spain";41.98311;2.82493
"montornès del vallès";1;"catalonia";"spain";41.53333;2.26667
"sabadell";1;"catalonia";"spain";41.54329;2.10942
"canindé";1;"ceará";"brazil";-4.35889;-39.31167
"horizonte";1;"ceará";"brazil";-4.1;-38.48333
"pacajus";1;"ceará";"brazil";-4.1725;-38.46056
"pacatuba";1;"ceará";"brazil";-3.98417;-38.62028
"trairi";1;"ceará";"brazil";-3.27778;-39.26889
"varjota";1;"ceará";"brazil";-4.19444;-40.47667
"lamía";1;"central greece";"greece";38.9;22.43333
"thessaloníki";1;"central macedonia";"greece";40.64361;22.93086
"novi pazar";1;"central serbia";"serbia";43.13667;20.51222
"zemun";1;"central serbia";"serbia";44.84306;20.40111
"dreux";1;"centre";"france";48.73333;1.36667
"yaoundé";1;"centre region";"cameroon";3.86667;11.51667
"chaumont";1;"champagne-ardenne";"france";48.11121;5.14134
"kasli";1;"chelyabinsk oblast";"russia";55.8909;60.7616
"satka";1;"chelyabinsk oblast";"russia";55.0425;59.04
"durg";1;"chhattisgarh";"india";21.18333;81.28333
"chiba";1;"chiba";"japan";35.60472;140.12333
"ciudad juárez";1;"chihuahua";"mexico";31.73333;-106.48333
"chinandega";1;"chinandega";"nicaragua";12.62937;-87.13105
"quibdó";1;"chocó";"colombia";5.69472;-76.66111
"chongqing";1;"chongqing shi";"china";29.56278;106.55278
"ciego de ávila";1;"ciego de ávila";"cuba";21.84;-78.76194
"abreus";1;"cienfuegos";"cuba";22.2775;-80.5675
"dej";1;"cluj";"romania";47.15;23.86667
"carmelo";1;"colonia";"uruguay";-34.00023;-58.28402
"colonia del sacramento";1;"colonia";"uruguay";-34.46262;-57.83976
"boulder";1;"colorado";"united states";40.01499;-105.27055
"new britain";1;"connecticut";"united states";41.66121;-72.77954
"new haven";1;"connecticut";"united states";41.30815;-72.92816
"coquimbo";1;"coquimbo";"chile";-29.95332;-71.33947
"la serena";1;"coquimbo";"chile";-29.90453;-71.24894
"bell ville";1;"córdoba";"argentina";-32.62591;-62.68873
"cosquín";1;"córdoba";"argentina";-31.24508;-64.46563
"la calera";1;"córdoba";"argentina";-31.34377;-64.33529
"marcos juárez";1;"córdoba";"argentina";-32.6978;-62.10672
"morteros";1;"córdoba";"argentina";-30.71164;-61.99862
"río cuarto";1;"córdoba";"argentina";-33.13067;-64.34992
"ajaccio";1;"corsica";"france";41.92723;8.73462
"makó";1;"csongrád";"hungary";46.21667;20.48333
"szeged";1;"csongrád";"hungary";46.253;20.14824
"chía";1;"cundinamarca";"colombia";4.85876;-74.05866
"villeta";1;"cundinamarca";"colombia";5.00886;-74.47226
"dakar";1;"dakar";"senegal";14.6937;-17.44406
"envigado";1;"departamento de antioquia";"colombia";6.17591;-75.59174
"itagüí";1;"departamento de antioquia";"colombia";6.18461;-75.59913
"rionegro";1;"departamento de antioquia";"colombia";6.15515;-75.37371
"sonsón";1;"departamento de antioquia";"colombia";5.71062;-75.31069
"dili";1;"distrito díli";"east timor";-8.55861;125.57361
"craiova";1;"dolj";"romania";44.31667;23.8
"el jadida";1;"doukkala-abda";"morocco";33.25492;-8.50602
"youssoufia";1;"doukkala-abda";"morocco";32.24634;-8.52941
"durazno";1;"durazno";"uruguay";-33.41306;-56.50056
"goroka";1;"eastern highlands";"papua new guinea";-6.08336;145.38735
"bondo";1;"eastern province";"democratic republic of the congo";3.81461;23.68665
"ferrara";1;"emilia-romagna";"italy";44.84346;11.60868
"piacenza";1;"emilia-romagna";"italy";45.04202;9.70462
"ravenna";1;"emilia-romagna";"italy";44.41344;12.20121
"amersham";1;"england";"united kingdom";51.66667;-0.61667
"blackburn";1;"england";"united kingdom";53.75;-2.48333
"bradford";1;"england";"united kingdom";53.79391;-1.75206
"brixham";1;"england";"united kingdom";50.39431;-3.51585
"burton upon trent";1;"england";"united kingdom";52.80728;-1.64263
"bury";1;"england";"united kingdom";53.6;-2.3
"canterbury";1;"england";"united kingdom";51.27904;1.07992
"chichester";1;"england";"united kingdom";50.83673;-0.78003
"clacton-on-sea";1;"england";"united kingdom";51.78967;1.15597
"epsom";1;"england";"united kingdom";51.3305;-0.27011
"exeter";1;"england";"united kingdom";50.7236;-3.52751
"harlow";1;"england";"united kingdom";51.77655;0.11158
"harrogate";1;"england";"united kingdom";53.99078;-1.5373
"hertford";1;"england";"united kingdom";51.79588;-0.07854
"hitchin";1;"england";"united kingdom";51.94924;-0.28496
"hythe";1;"england";"united kingdom";50.86004;-1.40162
"mexborough";1;"england";"united kingdom";53.49389;-1.29243
"nottingham";1;"england";"united kingdom";52.9536;-1.15047
"preston";1;"england";"united kingdom";53.76667;-2.71667
"redhill";1;"england";"united kingdom";51.24048;-0.17044
"rochford";1;"england";"united kingdom";51.58198;0.70673
"shoreham-by-sea";1;"england";"united kingdom";50.83413;-0.27431
"solihull";1;"england";"united kingdom";52.41426;-1.78094
"southampton";1;"england";"united kingdom";50.90395;-1.40428
"wolverhampton";1;"england";"united kingdom";52.58547;-2.12296
"diamante";1;"entre ríos";"argentina";-32.06641;-60.63837
"gualeguay";1;"entre ríos";"argentina";-33.14156;-59.30966
"villaguay";1;"entre ríos";"argentina";-31.8653;-59.02689
"enugu";1;"enugu state";"nigeria";6.44258;7.5022
"ioánnina";1;"epirus";"greece";39.66486;20.85189
"santa lucía cotzumalguapa";1;"escuintla";"guatemala";14.33333;-91.01667
"piúma";1;"espírito santo";"brazil";-20.83778;-40.72194
"cantaura";1;"estado anzoátegui";"venezuela";9.30571;-64.35841
"puerto la cruz";1;"estado anzoátegui";"venezuela";10.21667;-64.61667
"la victoria";1;"estado aragua";"venezuela";10.21844;-67.33017
"maracay";1;"estado aragua";"venezuela";10.24694;-67.59583
"barinas";1;"estado barinas";"venezuela";8.62261;-70.20749
"conceição da feira";1;"estado de bahía";"brazil";-12.50583;-38.99861
"conceição do coité";1;"estado de bahía";"brazil";-11.56389;-39.28278
"livramento do brumado";1;"estado de bahía";"brazil";-13.64306;-41.84056
"mascote";1;"estado de bahía";"brazil";-15.56306;-39.3025
"morro do chapéu";1;"estado de bahía";"brazil";-11.54852;-41.15804
"pindobaçu";1;"estado de bahía";"brazil";-10.74167;-40.36083
"porto seguro";1;"estado de bahía";"brazil";-16.44972;-39.06472
"prado";1;"estado de bahía";"brazil";-17.34111;-39.22083
"rio real";1;"estado de bahía";"brazil";-11.48472;-37.93278
"são francisco do conde";1;"estado de bahía";"brazil";-12.6275;-38.68
"são sebastião do passé";1;"estado de bahía";"brazil";-12.5125;-38.49528
"seabra";1;"estado de bahía";"brazil";-12.41861;-41.77028
"tapiramutá";1;"estado de bahía";"brazil";-11.84722;-40.79139
"ubatã";1;"estado de bahía";"brazil";-14.21389;-39.52278
"uruçuca";1;"estado de bahía";"brazil";-14.59306;-39.28444
"xique xique";1;"estado de bahía";"brazil";-10.82294;-42.72815
"rio brilhante";1;"estado de mato grosso do sul";"brazil";-21.80194;-54.54639
"sidrolândia";1;"estado de mato grosso do sul";"brazil";-20.93194;-54.96139
"coro";1;"estado falcón";"venezuela";11.4045;-69.67344
"punta cardón";1;"estado falcón";"venezuela";11.65806;-70.215
"maturín";1;"estado monagas";"venezuela";9.74569;-63.18323
"acarigua";1;"estado portuguesa";"venezuela";9.55451;-69.19564
"guanare";1;"estado portuguesa";"venezuela";9.04183;-69.74206
"mora";1;"far north region";"cameroon";11.04611;14.14011
"ābādeh";1;"fārs";"iran";31.1608;52.6506
"sarajevo";1;"federation of bosnia and herzegovina";"bosnia and herzegovina";43.84864;18.35644
"fergana";1;"fergana";"uzbekistan";40.38421;71.78432
"fès";1;"fès-boulemane";"morocco";34.03715;-4.9998
"asse";1;"flanders";"belgium";50.91011;4.19836
"brugge";1;"flanders";"belgium";51.20892;3.22424
"diksmuide";1;"flanders";"belgium";51.03248;2.86384
"genk";1;"flanders";"belgium";50.965;5.50082
"gent";1;"flanders";"belgium";51.05;3.71667
"kortrijk";1;"flanders";"belgium";50.82803;3.26487
"londerzeel";1;"flanders";"belgium";51.00468;4.30304
"princeton";1;"florida";"united states";25.53844;-80.40894
"sarasota";1;"florida";"united states";27.33643;-82.53065
"dole";1;"franche-comté";"france";47.1;5.5
"senekal";1;"free state";"south africa";-28.31971;27.62082
"virginia";1;"free state";"south africa";-28.10391;26.86593
"fribourg";1;"fribourg";"switzerland";46.80237;7.15128
"gorizia";1;"friuli venezia giulia";"italy";45.94088;13.62167
"sacile";1;"friuli venezia giulia";"italy";45.95412;12.50274
"kurume";1;"fukuoka";"japan";33.31667;130.51667
"kitakata";1;"fukushima";"japan";37.65;139.86667
"marín";1;"galicia";"spain";42.38333;-8.7
"ourense";1;"galicia";"spain";42.33669;-7.86407
"viveiro";1;"galicia";"spain";43.66228;-7.59344
"lanzhou";1;"gansu sheng";"china";36.05701;103.83987
"johannesburg";1;"gauteng";"south africa";-26.20227;28.04363
"pretoria";1;"gauteng";"south africa";-25.74486;28.18783
"arnhem";1;"gelderland";"netherlands";51.98;5.91111
"elst";1;"gelderland";"netherlands";51.91917;5.84167
"genève";1;"geneva";"switzerland";46.20222;6.14569
"marietta";1;"georgia";"united states";33.9526;-84.54993
"calangute";1;"goa";"india";15.5439;73.7553
"aparecida de goiânia";1;"goiás";"brazil";-16.82333;-49.24389
"campos belos";1;"goiás";"brazil";-13.03667;-46.77167
"goianira";1;"goiás";"brazil";-16.49611;-49.42639
"são miguel do araguaia";1;"goiás";"brazil";-13.275;-50.16278
"cauto cristo";1;"granma";"cuba";20.55639;-76.47444
"leszno";1;"greater poland voivodeship";"poland";51.84034;16.57494
"salvatierra";1;"guanajuato";"mexico";20.21249;-100.87923
"guarda";1;"guarda";"portugal";40.53733;-7.26575
"guiyang";1;"guizhou sheng";"china";26.58333;106.71667
"sūrat";1;"gujarāt";"india";21.19594;72.83023
"isesaki";1;"gunma";"japan";36.31667;139.2
"gwangju";1;"gwangju";"south korea";35.15472;126.91556
"ẖadera";1;"haifa district";"israel";32.43645;34.91956
"heredia";1;"heredia";"costa rica";10.00236;-84.11651
"chitré";1;"herrera";"panama";7.96667;-80.43333
"gießen";1;"hesse";"germany";50.58727;8.67554
"offenbach";1;"hesse";"germany";50.10061;8.76647
"weiterstadt";1;"hesse";"germany";49.9039;8.58874
"tingo maría";1;"huanuco";"peru";-9.29616;-75.99831
"changsha";1;"hunan";"china";28.19874;112.97087
"pisco";1;"ica";"peru";-13.71029;-76.20538
"bagnolet";1;"île-de-france";"france";48.86667;2.41667
"bobigny";1;"île-de-france";"france";48.9;2.45
"châtenay-malabry";1;"île-de-france";"france";48.76507;2.26655
"clamart";1;"île-de-france";"france";48.80299;2.26692
"colombes";1;"île-de-france";"france";48.91882;2.25404
"coulommiers";1;"île-de-france";"france";48.81451;3.08498
"courbevoie";1;"île-de-france";"france";48.89672;2.25666
"le plessis-trévise";1;"île-de-france";"france";48.81074;2.57363
"le vésinet";1;"île-de-france";"france";48.89281;2.13308
"maisons-alfort";1;"île-de-france";"france";48.81171;2.43945
"maisons-laffitte";1;"île-de-france";"france";48.95264;2.14521
"meaux";1;"île-de-france";"france";48.96014;2.87885
"neuilly-sur-seine";1;"île-de-france";"france";48.8846;2.26965
"ris-orangis";1;"île-de-france";"france";48.6511;2.41406
"saint-mandé";1;"île-de-france";"france";48.83864;2.41579
"sèvres";1;"île-de-france";"france";48.82292;2.21757
"dekalb";1;"illinois";"united states";41.92947;-88.75036
"joliet";1;"illinois";"united states";41.52519;-88.0834
"urbana";1;"illinois";"united states";40.11059;-88.20727
"inhambane";1;"inhambane";"mozambique";-23.865;35.38333
"dubuque";1;"iowa";"united states";42.50056;-90.66457
"sioux city";1;"iowa";"united states";42.49999;-96.40031
"islamabad";1;"islāmābād";"pakistan";33.72148;73.04329
"ıstanbul";1;"istanbul";"turkey";41.01384;28.94966
"encarnación";1;"itapúa";"paraguay";-27.33056;-55.86667
"ivanovo";1;"ivanovo";"russia";56.99719;40.97139
"vichuga";1;"ivanovo";"russia";57.21276;41.93012
"ızmir";1;"ızmir";"turkey";38.41273;27.13838
"jakarta";1;"jakarta raya";"indonesia";-6.21462;106.84513
"sayula";1;"jalisco";"mexico";19.88225;-103.60027
"jelgava";1;"jelgava";"latvia";56.65;23.71278
"nanjing";1;"jiangsu sheng";"china";32.06167;118.77778
"jinotega";1;"jinotega";"nicaragua";13.10042;-86.00226
"obninsk";1;"kaluga";"russia";55.09681;36.61006
"kano";1;"kano";"nigeria";12.00012;8.51672
"kaohsiung";1;"kaohsiung";"taiwan";22.61626;120.31333
"bangalore";1;"karnātaka";"india";12.97194;77.59369
"bellary";1;"karnātaka";"india";15.14575;76.91751
"tiptūr";1;"karnātaka";"india";13.2563;76.47768
"kananga";1;"kasaï-occidental";"democratic republic of the congo";-5.89624;22.41659
"lusambo";1;"kasaï-oriental";"democratic republic of the congo";-4.97503;23.44391
"lubumbashi";1;"katanga";"democratic republic of the congo";-11.66089;27.47938
"osinniki";1;"kemerovo";"russia";53.6239;87.3598
"hopkinsville";1;"kentucky";"united states";36.86561;-87.49117
"thiruvananthapuram";1;"kerala";"india";8.4855;76.94924
"merefa";1;"kharkivs’ka oblast’";"ukraine";49.82302;36.05069
"khartoum";1;"khartoum state";"sudan";15.55177;32.53241
"kherson";1;"khersons’ka oblast’";"ukraine";46.65581;32.6178
"kinshasa";1;"kinshasa";"democratic republic of the congo";-4.32758;15.31357
"kolda";1;"kolda";"senegal";12.88333;-14.95
