id,oX,oY,dX,dY,trips
2,-24,-51,-23.533333,-46.633333,8
3,-24,-51,-22.9,-43.2,9
6,-24,-51,-30,-53,1
7,-24,-51,-19.816667,-43.95,1
12,-24,-51,-15.795,-47.757778,1
17,-24,-51,-5.666667,-52.733333,2
29,-27.25,-50.333333,-23.533333,-46.633333,4
30,-27.25,-50.333333,-22.9,-43.2,2
54,-23.533333,-46.633333,-24,-51,2
55,-23.533333,-46.633333,-27.25,-50.333333,1
57,-23.533333,-46.633333,-22.9,-43.2,15
60,-23.533333,-46.633333,-30,-53,2
61,-23.533333,-46.633333,-19.816667,-43.95,4
64,-23.533333,-46.633333,-7.166667,-36.833333,1
66,-23.533333,-46.633333,-15.795,-47.757778,4
68,-23.533333,-46.633333,-12.52,-41.69,1
71,-23.533333,-46.633333,-5.666667,-52.733333,1
81,-22.9,-43.2,-24,-51,1
83,-22.9,-43.2,-23.533333,-46.633333,25
87,-22.9,-43.2,-30,-53,2
88,-22.9,-43.2,-19.816667,-43.95,9
93,-22.9,-43.2,-15.795,-47.757778,1
94,-22.9,-43.2,-15.566667,-56.066667,1
110,-15.933333,-50.133333,-23.533333,-46.633333,1
115,-15.933333,-50.133333,-19.816667,-43.95,1
120,-15.933333,-50.133333,-15.795,-47.757778,1
137,-8.34,-37.81,-23.533333,-46.633333,10
138,-8.34,-37.81,-22.9,-43.2,6
142,-8.34,-37.81,-19.816667,-43.95,6
146,-8.34,-37.81,-5,-63,1
158,-8.34,-37.81,-10.59,-37.38,1
162,-30,-53,-24,-51,2
163,-30,-53,-27.25,-50.333333,7
164,-30,-53,-23.533333,-46.633333,18
165,-30,-53,-22.9,-43.2,11
169,-30,-53,-19.816667,-43.95,5
177,-30,-53,-5.08,-39.65,1
191,-19.816667,-43.95,-23.533333,-46.633333,12
192,-19.816667,-43.95,-22.9,-43.2,10
195,-19.816667,-43.95,-30,-53,1
201,-19.816667,-43.95,-15.795,-47.757778,2
219,-5.74,-36.55,-22.9,-43.2,1
221,-5.74,-36.55,-8.34,-37.81,2
272,-7.166667,-36.833333,-23.533333,-46.633333,4
273,-7.166667,-36.833333,-22.9,-43.2,2
275,-7.166667,-36.833333,-8.34,-37.81,2
277,-7.166667,-36.833333,-19.816667,-43.95,1
299,-5,-63,-23.533333,-46.633333,1
306,-5,-63,-6.183333,-45.616667,1
326,-15.795,-47.757778,-23.533333,-46.633333,4
327,-15.795,-47.757778,-22.9,-43.2,3
329,-15.795,-47.757778,-8.34,-37.81,1
330,-15.795,-47.757778,-30,-53,1
334,-15.795,-47.757778,-7.166667,-36.833333,1
339,-15.795,-47.757778,-5.08,-39.65,1
380,-12.52,-41.69,-23.533333,-46.633333,9
381,-12.52,-41.69,-22.9,-43.2,9
385,-12.52,-41.69,-19.816667,-43.95,5
390,-12.52,-41.69,-15.795,-47.757778,1
407,-5.08,-39.65,-23.533333,-46.633333,6
408,-5.08,-39.65,-22.9,-43.2,7
412,-5.08,-39.65,-19.816667,-43.95,4
417,-5.08,-39.65,-15.795,-47.757778,3
434,-20.318889,-40.337778,-23.533333,-46.633333,4
435,-20.318889,-40.337778,-22.9,-43.2,1
460,-5.666667,-52.733333,-27.25,-50.333333,1
461,-5.666667,-52.733333,-23.533333,-46.633333,6
462,-5.666667,-52.733333,-22.9,-43.2,1
466,-5.666667,-52.733333,-19.816667,-43.95,3
469,-5.666667,-52.733333,-7.166667,-36.833333,1
520,-10.183333,-48.333333,-19.816667,-43.95,1
624,-10.59,-37.38,-22.9,-43.2,3
628,-10.59,-37.38,-19.816667,-43.95,1
