id,oX,oY,dX,dY,trips
1,-24,-51,-27.25,-50.333333,43
2,-24,-51,-23.533333,-46.633333,254
3,-24,-51,-22.9,-43.2,35
4,-24,-51,-15.933333,-50.133333,2
5,-24,-51,-8.34,-37.81,3
6,-24,-51,-30,-53,24
7,-24,-51,-19.816667,-43.95,13
8,-24,-51,-5.74,-36.55,1
10,-24,-51,-7.166667,-36.833333,3
12,-24,-51,-15.795,-47.757778,10
13,-24,-51,-15.566667,-56.066667,1
14,-24,-51,-12.52,-41.69,3
15,-24,-51,-5.08,-39.65,2
17,-24,-51,-5.666667,-52.733333,3
18,-24,-51,-20.442778,-54.645833,1
27,-27.25,-50.333333,-24,-51,14
29,-27.25,-50.333333,-23.533333,-46.633333,47
30,-27.25,-50.333333,-22.9,-43.2,17
32,-27.25,-50.333333,-8.34,-37.81,1
33,-27.25,-50.333333,-30,-53,22
34,-27.25,-50.333333,-19.816667,-43.95,6
37,-27.25,-50.333333,-7.166667,-36.833333,1
39,-27.25,-50.333333,-15.795,-47.757778,4
45,-27.25,-50.333333,-20.442778,-54.645833,1
54,-23.533333,-46.633333,-24,-51,49
55,-23.533333,-46.633333,-27.25,-50.333333,32
57,-23.533333,-46.633333,-22.9,-43.2,75
58,-23.533333,-46.633333,-15.933333,-50.133333,1
59,-23.533333,-46.633333,-8.34,-37.81,12
60,-23.533333,-46.633333,-30,-53,35
61,-23.533333,-46.633333,-19.816667,-43.95,59
62,-23.533333,-46.633333,-5.74,-36.55,2
63,-23.533333,-46.633333,-6.183333,-45.616667,1
64,-23.533333,-46.633333,-7.166667,-36.833333,5
65,-23.533333,-46.633333,-5,-63,7
66,-23.533333,-46.633333,-15.795,-47.757778,37
67,-23.533333,-46.633333,-15.566667,-56.066667,6
68,-23.533333,-46.633333,-12.52,-41.69,12
69,-23.533333,-46.633333,-5.08,-39.65,6
70,-23.533333,-46.633333,-20.318889,-40.337778,3
71,-23.533333,-46.633333,-5.666667,-52.733333,9
72,-23.533333,-46.633333,-20.442778,-54.645833,5
73,-23.533333,-46.633333,-10.183333,-48.333333,2
80,-23.533333,-46.633333,1,-52,3
81,-22.9,-43.2,-24,-51,75
82,-22.9,-43.2,-27.25,-50.333333,17
83,-22.9,-43.2,-23.533333,-46.633333,258
85,-22.9,-43.2,-15.933333,-50.133333,2
86,-22.9,-43.2,-8.34,-37.81,12
87,-22.9,-43.2,-30,-53,22
88,-22.9,-43.2,-19.816667,-43.95,31
89,-22.9,-43.2,-5.74,-36.55,3
90,-22.9,-43.2,-6.183333,-45.616667,2
91,-22.9,-43.2,-7.166667,-36.833333,7
93,-22.9,-43.2,-15.795,-47.757778,23
94,-22.9,-43.2,-15.566667,-56.066667,1
95,-22.9,-43.2,-12.52,-41.69,8
96,-22.9,-43.2,-5.08,-39.65,6
97,-22.9,-43.2,-20.318889,-40.337778,8
98,-22.9,-43.2,-5.666667,-52.733333,4
99,-22.9,-43.2,-20.442778,-54.645833,2
104,-22.9,-43.2,-10.59,-37.38,1
108,-15.933333,-50.133333,-24,-51,2
109,-15.933333,-50.133333,-27.25,-50.333333,2
110,-15.933333,-50.133333,-23.533333,-46.633333,46
111,-15.933333,-50.133333,-22.9,-43.2,5
113,-15.933333,-50.133333,-8.34,-37.81,1
114,-15.933333,-50.133333,-30,-53,1
115,-15.933333,-50.133333,-19.816667,-43.95,11
119,-15.933333,-50.133333,-5,-63,1
120,-15.933333,-50.133333,-15.795,-47.757778,20
122,-15.933333,-50.133333,-12.52,-41.69,2
123,-15.933333,-50.133333,-5.08,-39.65,1
135,-8.34,-37.81,-24,-51,4
136,-8.34,-37.81,-27.25,-50.333333,2
