"names";"parana";"santa catarina";"sao paulo";"rio de janeiro";"goias";"pernambuco";"rio grande do sul";"minas gerais";"rio grande do norte";"maranhao";"paraiba";"amazonas";"federal district";"mato grosso";"bahia";"ceara";"espirito santo";"para";"mato grosso do sul";"tocantins";"piaui";"acre";"alagoas";"sergipe";"rondonia";"roraima";"amapa"
"parana";"125";"13";"79";"1";"0";"1";"5";"6";"0";"0";"0";"0";"3";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"santa catarina";"2";"147";"32";"5";"0";"1";"9";"5";"0";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
"sao paulo";"14";"11";"2392";"42";"1";"6";"12";"25";"4";"0";"3";"1";"10";"2";"4";"2";"0";"5";"0";"0";"0";"0";"0";"0";"1";"0";"0"
"rio de janeiro";"14";"16";"130";"615";"0";"4";"8";"9";"0";"0";"0";"1";"2";"0";"4";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"goias";"0";"0";"10";"0";"2";"0";"0";"3";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"pernambuco";"2";"1";"38";"8";"0";"66";"2";"6";"1";"0";"2";"0";"2";"0";"0";"3";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"rio grande do sul";"13";"19";"93";"14";"0";"4";"283";"7";"1";"0";"1";"0";"5";"0";"2";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"minas gerais";"11";"3";"126";"30";"1";"3";"10";"326";"0";"0";"1";"0";"6";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"rio grande do norte";"0";"0";"15";"2";"0";"0";"0";"0";"18";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"maranhao";"1";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"paraiba";"1";"15";"39";"11";"1";"6";"3";"0";"2";"0";"17";"1";"1";"0";"0";"3";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
"amazonas";"1";"0";"4";"0";"0";"0";"0";"1";"1";"0";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"federal district";"1";"1";"30";"9";"1";"1";"0";"1";"0";"0";"0";"0";"61";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"mato grosso";"0";"0";"4";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"bahia";"1";"1";"25";"4";"0";"1";"2";"1";"0";"0";"1";"0";"1";"0";"48";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ceara";"0";"0";"27";"5";"0";"5";"1";"5";"0";"0";"0";"0";"1";"0";"1";"42";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"espirito santo";"0";"0";"12";"3";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"para";"0";"0";"19";"4";"0";"2";"2";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"mato grosso do sul";"0";"0";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"tocantins";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"piaui";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"acre";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"alagoas";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0"
"sergipe";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"rondonia";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"roraima";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"amapa";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
""
