"city";"uf";"country";"latitude";"longitude";"count"
"Catunda";"ceara";"brasil";-4.648;-40.201;1
"Miraíma";"ceara";"brasil";-3.569;-39.97;1
"Ibiquera";"bahia";"brasil";-12.651;-40.934;1
"Rhenen";"Utrecht";"Netherlands";51.95917;5.56806;1
"Cantanhede";"maranhao";"brasil";-3.633;-44.377;1
"Apuarema";"bahia";"brasil";-13.856;-39.744;1
"Câmpina";"Prahova";"Romania";45.12619;25.73496;1
"Itaguaru";"goias";"brasil";-15.758;-49.634;1
"Würzburg";"Bavaria";"Germany";49.79391;9.95121;1
"Lincoln";"England";"United Kingdom";53.22683;-0.53792;1
"Çanakkale";"Çanakkale";"Turkey";40.14556;26.40639;1
"Kaunas";"Kauno Apskritis";"Lithuania";54.9;23.9;1
"El Kef";"Kef";"Tunisia";36.17424;8.70486;1
"Ulm";"Baden-Württemberg Region";"Germany";48.39841;9.99155;1
"Lavrinhas";"sao paulo";"brasil";-22.571;-44.902;1
"Sanclerlândia";"goias";"brasil";-16.198;-50.314;1
"Ermesinde";"Porto";"Portugal";41.22176;-8.55462;1
"Paulistas";"minas gerais";"brasil";-18.427;-42.868;1
"Banbury";"England";"United Kingdom";52.0602;-1.34029;1
"Sagres";"sao paulo";"brasil";-21.884;-50.956;1
"Tui";"Galicia";"Spain";42.04713;-8.64435;1
"Agronômica";"santa catarina";"brasil";-27.265;-49.711;1
"Rinteln";"Lower Saxony";"Germany";52.18604;9.07917;1
"Paraipaba";"ceara";"brasil";-3.439;-39.148;1
"Abreus";"Cienfuegos";"Cuba";22.2775;-80.5675;1
"Cabaceiras do Paraguaçu";"bahia";"brasil";-12.536;-39.191;1
"Albi";"Midi-Pyrénées";"France";43.9298;2.148;1
"Saint-Germain-en-Laye";"Île-de-France";"France";48.9;2.08333;1
"Colima";"Colima";"Mexico";19.24997;-103.72714;1
"Duas Estradas";"paraiba";"brasil";-6.685;-35.418;1
"Cássia dos Coqueiros";"sao paulo";"brasil";-21.283;-47.17;1
"La Spezia";"Liguria";"Italy";44.11096;9.83632;1
"Pertuis";"Provence-Alpes-Côte d'Azur";"France";43.69252;5.50285;1
"Diego de Almagro";"Atacama";"Chile";-26.36667;-70.05;1
"Rapallo";"Liguria";"Italy";44.3496;9.22796;1
"Santa Luzia do Itanhy";"sergipe";"brasil";-11.351;-37.448;1
"Magnitogorsk";"Chelyabinsk Oblast";"Russia";53.41861;59.04722;1
"Kisumu";"";"Kenya";-0.10221;34.76171;1
"Imbuia";"santa catarina";"brasil";-27.493;-49.424;1
"Macajuba";"bahia";"brasil";-12.136;-40.36;1
"Imbé de Minas";"minas gerais";"brasil";-19.597;-41.971;1
"Feliz Natal";"mato grosso";"brasil";-12.386;-54.92;1
"Tübingen";"Baden-Württemberg Region";"Germany";48.52266;9.05222;1
"Casilda";"Santa Fe";"Argentina";-33.04417;-61.16806;1
"Zaria";"Kaduna";"Nigeria";11.11128;7.7227;1
"Marabá Paulista";"sao paulo";"brasil";-22.108;-51.963;1
"Burton upon Trent";"England";"United Kingdom";52.80728;-1.64263;1
"Saint-Cloud";"Île-de-France";"France";48.84598;2.20289;1
"Plovdiv";"Plovdiv";"Bulgaria";42.15;24.75;1
"Jutaí";"amazonas";"brasil";-2.747;-66.767;1
"Hamm";"North Rhine-Westphalia";"Germany";51.68033;7.82089;1
"Aschaffenburg";"Bavaria";"Germany";49.97704;9.15214;1
"Yambol";"Yambol";"Bulgaria";42.48333;26.5;1
"Tabocas do Brejo Velho";"bahia";"brasil";-12.706;-44.007;1
"Starkville";"Mississippi";"United States";33.45049;-88.81961;1
"Ābādeh";"Fārs";"Iran";31.1608;52.6506;1
"Padre Paraíso";"minas gerais";"brasil";-17.072;-41.524;1
"Sassari";"Sardinia";"Italy";40.72787;8.55037;1
"Santa Rita de Jacutinga";"minas gerais";"brasil";-22.149;-44.095;1
"Lappeenranta";"";"Finland";61.05871;28.18871;1
"Materlândia";"minas gerais";"brasil";-18.474;-43.06;1
"Granada";"Granada";"Nicaragua";11.92988;-85.95602;1
"Lusambo";"Kasaï-Oriental";"Democratic Republic of the Congo";-4.97503;23.44391;1
"Ostrava";"Moravskoslezský";"Czech Republic";49.83465;18.28204;1
"Elbeuf";"Haute-Normandie";"France";49.28669;1.00288;1
"Carmelo";"Colonia";"Uruguay";-34.00023;-58.28402;1
"Zé Doca";"maranhao";"brasil";-3.243;-45.824;1
"Monsenhor Hipólito";"piaui";"brasil";-6.996;-41.03;1
"Forchheim";"Bavaria";"Germany";49.71754;11.05877;1
"Riemst";"Flanders";"Belgium";50.80995;5.60131;1
"Pedrão";"bahia";"brasil";-12.15;-38.65;1
"Cheltenham";"England";"United Kingdom";51.9;-2.08333;1
"Heerhugowaard";"North Holland";"Netherlands";52.67144;4.84862;1
"Itaguajé";"parana";"brasil";-22.618;-51.966;1
"Zlatoust";"Chelyabinsk Oblast";"Russia";55.17111;59.65083;1
"Sainte-Foy-lès-Lyon";"Rhône-Alpes";"France";45.73692;4.79688;1
"Várzea Paulista";"sao paulo";"brasil";-23.211;-46.828;1
"Cachoeira dos Índios";"paraiba";"brasil";-6.927;-38.674;1
"Franciscópolis";"minas gerais";"brasil";-17.96;-42.009;1
"Arras";"Nord-Pas-de-Calais";"France";50.29301;2.78186;1
"Speyer";"Rheinland-Pfalz";"Germany";49.32083;8.43111;1
"Saint-Brieuc";"Brittany";"France";48.51513;-2.76838;1
"Smederevo";"Central Serbia";"Serbia";44.66278;20.93;1
"Chinandega";"Chinandega";"Nicaragua";12.62937;-87.13105;1
"Barinas";"Estado Barinas";"Venezuela";8.62261;-70.20749;1
"Dayton";"Ohio";"United States";39.75895;-84.19161;1
"Sherbrooke";"Quebec";"Canada";45.40008;-71.89908;1
"Dej";"Cluj";"Romania";47.15;23.86667;1
"Ulyanovsk";"Uljanovsk";"Russia";54.32824;48.38657;1
"Madalena";"ceara";"brasil";-4.857;-39.577;1
"Comilla";"Chittagong";"Bangladesh";23.46186;91.18503;1
"Rājampet";"Andhra Pradesh";"India";14.19508;79.15914;1
"Durban";"KwaZulu-Natal";"South Africa";-29.8579;31.0292;1
"Flora Rica";"sao paulo";"brasil";-21.676;-51.384;1
"Rotherham";"England";"United Kingdom";53.43012;-1.35678;1
"Kitwe";"Copperbelt";"Zambia";-12.80243;28.21323;1
"Serra Redonda";"paraiba";"brasil";-7.178;-35.675;1
"Kāsganj";"Uttar Pradesh";"India";27.80544;78.64602;1
"Itami";"Hyōgo";"Japan";34.78427;135.40126;1
"Bad Salzuflen";"North Rhine-Westphalia";"Germany";52.0862;8.74434;1
"Duque Bacelar";"maranhao";"brasil";-4.156;-42.944;1
"Kunming";"Yunnan";"China";25.03889;102.71833;1
"Erding";"Bavaria";"Germany";48.30603;11.90686;1
"Lommel";"Flanders";"Belgium";51.23074;5.31349;1
"Japira";"parana";"brasil";-23.813;-50.139;1
"Kenitra";"Gharb-Chrarda-Beni Hssen";"Morocco";34.26101;-6.5802;1
"Moline";"Illinois";"United States";41.5067;-90.51513;1
"Ipixuna";"amazonas";"brasil";-7.051;-71.695;1
"Nicholasville";"Kentucky";"United States";37.88063;-84.573;1
"Gwangju";"Gwangju";"South Korea";35.15472;126.91556;1
"Poço Redondo";"sergipe";"brasil";-9.806;-37.685;1
"Sarapuí";"sao paulo";"brasil";-23.641;-47.825;1
"Madingou";"Bouenza";"Republic of the Congo";-4.15361;13.55;1
"Kingston";"New York";"United States";41.92704;-73.99736;1
"Pastos Bons";"maranhao";"brasil";-6.602;-44.077;1
"Santa Ernestina";"sao paulo";"brasil";-21.463;-48.391;1
"Girau do Ponciano";"alagoas";"brasil";-9.884;-36.829;1
"Kolda";"Kolda";"Senegal";12.88333;-14.95;1
"Ueda";"Nagano";"Japan";36.40265;138.28161;1
"Miraselva";"parana";"brasil";-22.966;-51.455;1
"La Calera";"Córdoba";"Argentina";-31.34377;-64.33529;1
"Relvado";"rio grande do sul";"brasil";-29.111;-52.072;1
"Alto Parnaíba";"maranhao";"brasil";-9.111;-45.93;1
"Apia";"Tuamasaga";"Samoa";-13.83333;-171.76666;1
"Anchorage";"Alaska";"United States";61.21806;-149.90028;1
"Oshkosh";"Wisconsin";"United States";44.02471;-88.54261;1
"Radom";"Masovian Voivodeship";"Poland";51.40253;21.14714;1
"El Dorado";"Arkansas";"United States";33.20763;-92.66627;1
"San José de las Lajas";"Provincia Mayabeque";"Cuba";22.96139;-82.15111;1
"Abengourou";"Moyen-Comoé";"Ivory Coast";6.72972;-3.49639;1
"Marcos Juárez";"Córdoba";"Argentina";-32.6978;-62.10672;1
"Dunkerque";"Nord-Pas-de-Calais";"France";51.03297;2.377;1
"Amaturá";"amazonas";"brasil";-3.364;-68.198;1
"Mato Leitão";"rio grande do sul";"brasil";-29.524;-52.129;1
"Nador";"Oriental Region";"Morocco";35.16813;-2.93352;1
"Heusden";"Flanders";"Belgium";51.03664;5.28013;1
"Brasilândia de Minas";"minas gerais";"brasil";-17.01;-46.009;1
"Candói";"parana";"brasil";-25.663;-52.126;1
"Itaquiraí";"mato grosso do sul";"brasil";-23.474;-54.185;1
"Caleta Olivia";"Santa Cruz";"Argentina";-46.43929;-67.52814;1
"Tapauá";"amazonas";"brasil";-5.628;-63.183;1
"Sighetu Marmaţiei";"Maramureş";"Romania";47.93195;23.88603;1
"Tejupá";"sao paulo";"brasil";-23.343;-49.376;1
"Châteauguay";"Quebec";"Canada";45.38338;-73.74919;1
"Diorama";"goias";"brasil";-16.234;-51.256;1
"San Fernando";"City of San Fernando";"Trinidad and Tobago";10.28333;-61.46667;1
"Elst";"Gelderland";"Netherlands";51.91917;5.84167;1
"Ouroeste";"sao paulo";"brasil";-20.001;-50.372;1
"Trenčín";"Trenčiansky";"Slovakia";48.89452;18.04436;1
"São João do Jaguaribe";"ceara";"brasil";-5.271;-38.274;1
"Jandira";"sao paulo";"brasil";-23.528;-46.903;1
"Puertollano";"Castille-La Mancha";"Spain";38.68712;-4.10734;1
"Mâcon";"Bourgogne";"France";46.3;4.83333;1
"Machilīpatnam";"Andhra Pradesh";"India";16.18747;81.13888;1
"Acámbaro";"Guanajuato";"Mexico";20.03024;-100.72249;1
"Brasschaat";"Flanders";"Belgium";51.2912;4.49182;1
"Río Gallegos";"Santa Cruz";"Argentina";-51.62261;-69.21813;1
"Reinbek";"Schleswig-Holstein";"Germany";53.51703;10.2488;1
"Whangarei";"Northland";"New Zealand";-35.73167;174.32391;1
"Hilden";"North Rhine-Westphalia";"Germany";51.16818;6.93093;1
"Dubrovnik";"Dubrovačko-Neretvanska";"Croatia";42.64807;18.09216;1
"Calarcá";"Quindío";"Colombia";4.52949;-75.64091;1
"Paulistana";"piaui";"brasil";-8.144;-41.15;1
"Veríssimo";"minas gerais";"brasil";-19.663;-48.308;1
"Delaware";"Ohio";"United States";40.29867;-83.06797;1
"Carbonia";"Sardinia";"Italy";39.16465;8.5213;1
"Paula Freitas";"parana";"brasil";-26.208;-50.938;1
"Crema";"Lombardy";"Italy";45.36264;9.68176;1
"Tettnang";"Baden-Württemberg Region";"Germany";47.66857;9.59132;1
"Bellary";"Karnātaka";"India";15.14575;76.91751;1
"Saint Andrews";"Scotland";"United Kingdom";56.33871;-2.79902;1
"Helmstedt";"Lower Saxony";"Germany";52.2279;11.00985;1
"La Línea de la Concepción";"Andalusia";"Spain";36.16809;-5.34777;1
"Heilbronn";"Baden-Württemberg Region";"Germany";49.13995;9.22054;1
"Iaras";"sao paulo";"brasil";-22.871;-49.163;1
"Las Vegas";"Nevada";"United States";36.17497;-115.13722;1
"Estação";"rio grande do sul";"brasil";-27.911;-52.26;1
"Redhill";"England";"United Kingdom";51.24048;-0.17044;1
"Sarajevo";"Federation of Bosnia and Herzegovina";"Bosnia and Herzegovina";43.84864;18.35644;1
"Rioja";"San Martín";"Peru";-6.05675;-77.16651;1
"Cholet";"Pays de la Loire";"France";47.06667;-0.88333;1
"Itapura";"sao paulo";"brasil";-20.646;-51.509;1
"Dunaharaszti";"Pest";"Hungary";47.3545;19.09822;1
"Amstelveen";"North Holland";"Netherlands";52.30083;4.86389;1
"Francisco Badaró";"minas gerais";"brasil";-16.993;-42.352;1
"Guapimirim";"rio de janeiro";"brasil";-22.537;-42.982;1
"Olho d'Água do Casado";"alagoas";"brasil";-9.501;-37.832;1
"São Miguel do Passa Quatro";"goias";"brasil";-17.059;-48.663;1
"Wertheim";"Baden-Württemberg Region";"Germany";49.759;9.50852;1
"São Mateus do Maranhão";"maranhao";"brasil";-4.04;-44.47;1
"Oeiras do Pará";"para";"brasil";-2.003;-49.854;1
"São Miguel das Missões";"rio grande do sul";"brasil";-28.563;-54.554;1
"Úbeda";"Andalusia";"Spain";38.01328;-3.3705;1
"Mondovì";"Piedmont";"Italy";44.39603;7.81764;1
"Hazebrouck";"Nord-Pas-de-Calais";"France";50.72374;2.53729;1
"Ibititá";"bahia";"brasil";-11.547;-41.978;1
"Colméia";"tocantins";"brasil";-8.729;-48.765;1
"Badalona";"Catalonia";"Spain";41.45004;2.24741;1
"Fabriano";"The Marches";"Italy";43.34065;12.90727;1
"Cerejeiras";"rondonia";"brasil";-13.189;-60.812;1
"Karabük";"Karabük";"Turkey";41.20488;32.62768;1
"Venlo";"Limburg";"Netherlands";51.37;6.16806;1
"Cotegipe";"bahia";"brasil";-12.028;-44.258;1
"Großenhain";"Saxony";"Germany";51.28951;13.5335;1
"Pucón";"Araucanía";"Chile";-39.28223;-71.95427;1
"Bhāgalpur";"Bihār";"India";25.24446;86.97183;1
"Weiterstadt";"Hesse";"Germany";49.9039;8.58874;1
"Nova Castilho";"sao paulo";"brasil";-20.763;-50.343;1
"Joviânia";"goias";"brasil";-17.805;-49.614;1
"Sèvres";"Île-de-France";"France";48.82292;2.21757;1
"Luís Eduardo Magalhães";"bahia";"brasil";-12.092;-45.805;1
"Moscow";"Idaho";"United States";46.73239;-117.00017;1
"Contenda";"parana";"brasil";-25.676;-49.535;1
"Ilorin";"Kwara";"Nigeria";8.5;4.55;1
"Shahrekord";"Chahār Maḩāll va Bakhtīārī";"Iran";32.32556;50.86444;1
"Schwäbisch Gmünd";"Baden-Württemberg Region";"Germany";48.79947;9.79809;1
"Tarija";"Tarija";"Bolivia";-21.53549;-64.72956;1
"Poznań";"Greater Poland Voivodeship";"Poland";52.40692;16.92993;1
"Itaipé";"minas gerais";"brasil";-17.402;-41.669;1
"Mexborough";"England";"United Kingdom";53.49389;-1.29243;1
"Baotou";"Inner Mongolia";"China";40.65222;109.82222;1
"Hünfeld";"Hesse";"Germany";50.67966;9.76727;1
"Ipaporanga";"ceara";"brasil";-4.9;-40.759;1
"Anapurus";"maranhao";"brasil";-3.672;-43.116;1
"Bandeirante";"santa catarina";"brasil";-26.769;-53.638;1
"Açucena";"minas gerais";"brasil";-19.073;-42.546;1
"Tulcea";"Tulcea";"Romania";45.16667;28.8;1
"Sargodha";"Punjab";"Pakistan";32.08361;72.67111;1
"Espírito Santo do Turvo";"sao paulo";"brasil";-22.692;-49.43;1
"Paulo Bento";"rio grande do sul";"brasil";-27.703;-52.421;1
"Kitakata";"Fukushima";"Japan";37.65;139.86667;1
"New Brunswick";"New Jersey";"United States";40.48622;-74.45182;1
"Vic";"Catalonia";"Spain";41.93012;2.25486;1
"Halle";"North Rhine-Westphalia";"Germany";52.06007;8.36083;1
"Iglesias";"Sardinia";"Italy";39.3092;8.5372;1
"Paulo Ramos";"maranhao";"brasil";-4.445;-45.239;1
"Curral Velho";"paraiba";"brasil";-7.581;-38.198;1
"Lárisa";"Thessaly";"Greece";39.63722;22.42028;1
"La Palma";"California";"United States";33.8464;-118.04673;1
"São José do Peixe";"piaui";"brasil";-7.494;-42.564;1
"Gravesend";"England";"United Kingdom";51.44138;0.37371;1
"Santa Rita de Ibitipoca";"minas gerais";"brasil";-21.563;-43.915;1
"São Gabriel do Oeste";"mato grosso do sul";"brasil";-19.395;-54.566;1
"Ouidah";"Atlantique";"Benin";6.36307;2.08506;1
"Ishim";"Tjumen";"Russia";56.11281;69.49015;1
"Cafeara";"parana";"brasil";-22.793;-51.716;1
"Cumaná";"Sucre";"Venezuela";10.45397;-64.18256;1
"Kecskemét";"Bács-Kiskun";"Hungary";46.90618;19.69128;1
"Carmo de Minas";"minas gerais";"brasil";-22.122;-45.129;1
"São Pedro do Suaçuí";"minas gerais";"brasil";-18.366;-42.603;1
"Torre del Greco";"Campania";"Italy";40.77939;14.39782;1
"São José do Bonfim";"paraiba";"brasil";-7.163;-37.309;1
"Amaporã";"parana";"brasil";-23.096;-52.788;1
"Mesópolis";"sao paulo";"brasil";-19.966;-50.638;1
"Unna";"North Rhine-Westphalia";"Germany";51.53795;7.68969;1
"Cape Town";"Western Cape";"South Africa";-33.92584;18.42322;1
"Santana de Cataguases";"minas gerais";"brasil";-21.287;-42.557;1
"Tiptūr";"Karnātaka";"India";13.2563;76.47768;1
"Brixham";"England";"United Kingdom";50.39431;-3.51585;1
"Novo Barreiro";"rio grande do sul";"brasil";-27.909;-53.108;1
"Frederick";"Maryland";"United States";39.41427;-77.41054;1
"Winschoten";"Groningen";"Netherlands";53.14417;7.03472;1
"Tete";"Province of Tete";"Mozambique";-16.15639;33.58667;1
"Sūrat";"Gujarāt";"India";21.19594;72.83023;1
"Kisvárda";"Szabolcs-Szatmár-Bereg";"Hungary";48.21667;22.08333;1
"H̱adera";"Haifa District";"Israel";32.43645;34.91956;1
"Bethesda";"Maryland";"United States";38.98067;-77.10026;1
"Redwood City";"California";"United States";37.48522;-122.23635;1
"Kasli";"Chelyabinsk Oblast";"Russia";55.8909;60.7616;1
"Girona";"Catalonia";"Spain";41.98311;2.82493;1
"Kateríni";"Central Macedonia";"Greece";40.26956;22.50608;1
"Ma'an";"Ma’an";"Jordan";30.19624;35.73405;1
"Cuitegi";"paraiba";"brasil";-6.893;-35.523;1
"Inácio Martins";"parana";"brasil";-25.571;-51.079;1
"Novokuznetsk";"Kemerovo";"Russia";53.7557;87.1099;1
"Los Llanos de Aridane";"Canary Islands";"Spain";28.65851;-17.91821;1
"Aurillac";"Auvergne";"France";44.91667;2.45;1
"Znojmo";"South Moravian Region";"Czech Republic";48.8555;16.0488;1
"Três Forquilhas";"rio grande do sul";"brasil";-29.537;-50.064;1
"Barão de Grajaú";"maranhao";"brasil";-6.756;-43.024;1
"Dom Expedito Lopes";"piaui";"brasil";-6.959;-41.641;1
"Jülich";"North Rhine-Westphalia";"Germany";50.92149;6.36267;1
"Lower Hutt";"Wellington";"New Zealand";-41.21667;174.91667;1
"Landshut";"Bavaria";"Germany";48.52961;12.16179;1
"Utica";"New York";"United States";43.1009;-75.23266;1
"Ioánnina";"Epirus";"Greece";39.66486;20.85189;1
"Marand";"East Azarbaijan";"Iran";38.4329;45.7749;1
"Rio do Pires";"bahia";"brasil";-13.128;-42.292;1
"Bay Shore";"New York";"United States";40.7251;-73.24539;1
"Lichinga";"Niassa";"Mozambique";-13.31278;35.24056;1
"Malhador";"sergipe";"brasil";-10.658;-37.305;1
"Porto dos Gaúchos";"mato grosso";"brasil";-11.535;-57.414;1
"Bruchsal";"Baden-Württemberg Region";"Germany";49.12426;8.59804;1
"Barão";"rio grande do sul";"brasil";-29.377;-51.496;1
"Xàtiva";"Valencia";"Spain";38.98333;-0.51667;1
"Itamari";"bahia";"brasil";-13.778;-39.684;1
"Gobichettipalayam";"Tamil Nādu";"India";11.45496;77.4422;1
"Nanchang";"Jiangxi Sheng";"China";28.68333;115.88333;1
"Zaječar";"Central Serbia";"Serbia";43.90358;22.26405;1
"Santa Fe";"New Mexico";"United States";35.68698;-105.9378;1
"Castelândia";"goias";"brasil";-18.091;-50.201;1
"Ventura";"California";"United States";34.27834;-119.29317;1
"Ivanovo";"Ivanovo";"Russia";56.99719;40.97139;1
"Carira";"sergipe";"brasil";-10.361;-37.701;1
"San Remo";"Liguria";"Italy";43.81725;7.7772;1
"Kainan";"Wakayama";"Japan";34.15;135.2;1
"Trujillo";"Trujillo";"Venezuela";9.37084;-70.43473;1
"Alghero";"Sardinia";"Italy";40.56541;8.32092;1
"Palmerston North";"Manawatu-Wanganui";"New Zealand";-40.35636;175.61113;1
"Freising";"Bavaria";"Germany";48.40351;11.74876;1
"Magdeburg";"Saxony-Anhalt";"Germany";52.12773;11.62916;1
"Stockton-on-Tees";"England";"United Kingdom";54.56848;-1.3187;1
"Pushchino";"Moskovskaya";"Russia";54.83373;37.61138;1
"Itacajá";"tocantins";"brasil";-8.392;-47.768;1
"Ipswich";"England";"United Kingdom";52.05917;1.15545;1
"Kalamáta";"Peloponnese";"Greece";37.03889;22.11417;1
"Keighley";"England";"United Kingdom";53.86791;-1.90664;1
"Échirolles";"Rhône-Alpes";"France";45.1439;5.72883;1
"Tomé";"Biobío";"Chile";-36.61756;-72.95593;1
"Domingos Mourão";"piaui";"brasil";-4.254;-41.27;1
"Camajuaní";"Villa Clara";"Cuba";22.48333;-79.75;1
"Araçariguama";"sao paulo";"brasil";-23.439;-47.061;1
"São José de Ubá";"rio de janeiro";"brasil";-21.358;-41.943;1
"Três Barras do Paraná";"parana";"brasil";-25.419;-53.181;1
"Campinorte";"goias";"brasil";-14.314;-49.152;1
"Velletri";"Latium";"Italy";41.66784;12.78103;1
"Inaciolândia";"goias";"brasil";-18.488;-49.987;1
"Joselândia";"maranhao";"brasil";-4.967;-44.7;1
"Borebi";"sao paulo";"brasil";-22.569;-48.971;1
"Cachoeira de Goiás";"goias";"brasil";-16.668;-50.647;1
"Irará";"bahia";"brasil";-12.05;-38.767;1
"Tamarana";"parana";"brasil";-23.723;-51.097;1
"Lalgudi";"Tamil Nādu";"India";10.87419;78.81935;1
"Bannu";"North-West Frontier Province";"Pakistan";32.98541;70.6027;1
"Ibertioga";"minas gerais";"brasil";-21.43;-43.963;1
"Newtownards";"N Ireland";"United Kingdom";54.59236;-5.69092;1
"Huelva";"Andalusia";"Spain";37.26638;-6.94004;1
"Paty do Alferes";"rio de janeiro";"brasil";-22.429;-43.419;1
"Saint Paul";"Minnesota";"United States";44.94441;-93.09327;1
"Ibatiba";"espirito Santo";"brasil";-20.234;-41.511;1
"Santana de Pirapama";"minas gerais";"brasil";-19.006;-44.043;1
"Espírito Santo do Dourado";"minas gerais";"brasil";-22.046;-45.951;1
"Drancy";"Île-de-France";"France";48.92578;2.44533;1
"Capitão de Campos";"piaui";"brasil";-4.457;-41.944;1
"Chachapoyas";"Amazonas";"Peru";-6.23169;-77.86903;1
"Stadtlohn";"North Rhine-Westphalia";"Germany";51.99399;6.91918;1
"Almirante Tamandaré";"parana";"brasil";-25.325;-49.31;1
"Tabrīz";"East Azarbaijan";"Iran";38.08;46.2919;1
"San Benedetto del Tronto";"The Marches";"Italy";42.90805;13.88276;1
"Cantaura";"Estado Anzoátegui";"Venezuela";9.30571;-64.35841;1
"Chiquinquirá";"Boyacá";"Colombia";5.61637;-73.81748;1
"Zwickau";"Saxony";"Germany";50.72724;12.48839;1
"Überlingen";"Baden-Württemberg Region";"Germany";47.76977;9.17136;1
"Kohāt";"North-West Frontier Province";"Pakistan";33.58196;71.44929;1
"Wejherowo";"Pomeranian Voivodeship";"Poland";54.60568;18.23559;1
"Itupiranga";"para";"brasil";-5.135;-49.327;1
"Subotica";"Autonomna Pokrajina Vojvodina";"Serbia";46.1;19.66667;1
"Gandia";"Valencia";"Spain";38.96667;-0.18333;1
"São José do Mantimento";"minas gerais";"brasil";-20.005;-41.745;1
"Graneros";"O'Higgins";"Chile";-34.06863;-70.72747;1
"Nowra";"New South Wales";"Australia";-34.88422;150.60036;1
"Cergy";"Île-de-France";"France";49.03645;2.07613;1
"Sacile";"Friuli Venezia Giulia";"Italy";45.95412;12.50274;1
"North Shields";"England";"United Kingdom";55.01646;-1.44925;1
"San Antonio Oeste";"Río Negro";"Argentina";-40.73193;-64.94769;1
"Siwān";"Bihār";"India";26.22152;84.35879;1
"Coronel Sapucaia";"mato grosso do sul";"brasil";-23.272;-55.529;1
"Illingen";"Saarland";"Germany";49.37362;7.04758;1
"Arles";"Provence-Alpes-Côte d'Azur";"France";43.67681;4.63031;1
"Newport News";"Virginia";"United States";36.97876;-76.428;1
"Fort Worth";"Texas";"United States";32.72541;-97.32085;1
"Martin";"Žilinský";"Slovakia";49.06651;18.92399;1
"Hanau am Main";"Hesse";"Germany";50.13423;8.91418;1
"Garches";"Île-de-France";"France";48.84226;2.18232;1
"Hoshiārpur";"Punjab";"India";31.53238;75.90799;1
"Bānkura";"Bengal";"India";23.23241;87.0716;1
"Dezesseis de Novembro";"rio grande do sul";"brasil";-28.213;-55.068;1
"Whittier";"California";"United States";33.97918;-118.03284;1
"Victoria";"British Columbia";"Canada";48.43294;-123.3693;1
"Rahden";"North Rhine-Westphalia";"Germany";52.43367;8.61263;1
"Villeparisis";"Île-de-France";"France";48.94208;2.61463;1
"Morón";"Ciego de Ávila";"Cuba";22.10944;-78.6275;1
"Chelyabinsk";"Chelyabinsk Oblast";"Russia";55.15402;61.42915;1
"Conceição de Ipanema";"minas gerais";"brasil";-19.928;-41.694;1
"Cobán";"Alta Verapaz";"Guatemala";15.47083;-90.37083;1
"Islamabad";"Islāmābād";"Pakistan";33.72148;73.04329;1
"Ibirapuitã";"rio grande do sul";"brasil";-28.624;-52.511;1
"Bury";"England";"United Kingdom";53.6;-2.3;1
"Achern";"Baden-Württemberg Region";"Germany";48.63115;8.07607;1
"Qingdao";"Shandong Sheng";"China";36.06605;120.36939;1
"La Laguna";"Canary Islands";"Spain";28.4853;-16.32014;1
"Coquimbo";"Coquimbo";"Chile";-29.95332;-71.33947;1
"Cobija";"Pando";"Bolivia";-11.02671;-68.76918;1
"New Rochelle";"New York";"United States";40.91149;-73.78235;1
"Solihull";"England";"United Kingdom";52.41426;-1.78094;1
"Warsaw";"Masovian Voivodeship";"Poland";52.22977;21.01178;1
"Durg";"Chhattisgarh";"India";21.18333;81.28333;1
"Cestas";"Aquitaine";"France";44.74345;-0.67905;1
"Antônio Almeida";"piaui";"brasil";-7.219;-44.198;1
"Seversk";"Tomsk";"Russia";56.60056;84.88639;1
"Leópolis";"parana";"brasil";-23.08;-50.751;1
"Siegen";"North Rhine-Westphalia";"Germany";50.87481;8.02431;1
"Schwetzingen";"Baden-Württemberg Region";"Germany";49.38217;8.5823;1
"Kano";"Kano";"Nigeria";12.00012;8.51672;1
"Soisy-sous-Montmorency";"Île-de-France";"France";48.98813;2.30156;1
"Diogo de Vasconcelos";"minas gerais";"brasil";-20.488;-43.198;1
"Canhoba";"sergipe";"brasil";-10.138;-36.985;1
"Nova Hartz";"rio grande do sul";"brasil";-29.583;-50.902;1
"Cumaru";"pernambuco";"brasil";-8.006;-35.697;1
"Azul";"Buenos Aires";"Argentina";-36.77698;-59.85854;1
"Pau Brasil";"bahia";"brasil";-15.464;-39.651;1
"Brilon";"North Rhine-Westphalia";"Germany";51.39462;8.57146;1
"Ipueira";"rio grande do norte";"brasil";-6.814;-37.199;1
"Jati";"ceara";"brasil";-7.686;-39.016;1
"Ponte Alta do Tocantins";"tocantins";"brasil";-10.744;-47.536;1
"Le Cannet";"Provence-Alpes-Côte d'Azur";"France";43.57662;7.01912;1
"Montornès del Vallès";"Catalonia";"Spain";41.53333;2.26667;1
"Gomel";"Homyelʼskaya Voblastsʼ";"Belarus";52.4345;30.9754;1
"Roseira";"sao paulo";"brasil";-22.898;-45.305;1
"Ipecaetá";"bahia";"brasil";-12.3;-39.308;1
"Poço de José de Moura";"paraiba";"brasil";-6.575;-38.512;1
"Claraval";"minas gerais";"brasil";-20.399;-47.267;1
"Coronda";"Santa Fe";"Argentina";-31.97263;-60.91983;1
"Roseto degli Abruzzi";"Abruzzo";"Italy";42.67164;14.01481;1
