"city";"uf";"country";"latitude";"longitude";"count"
"São Paulo";"sao paulo";"brasil";-23.548;-46.636;23909
"Rio de Janeiro";"rio de janeiro";"brasil";-22.903;-43.208;19162
"Porto Alegre";"rio grande do sul";"brasil";-30.033;-51.23;6486
"Belo Horizonte";"minas gerais";"brasil";-19.817;-43.956;6140
"Recife";"pernambuco";"brasil";-8.054;-34.881;4646
"Fortaleza";"ceara";"brasil";-3.717;-38.543;3687
"Curitiba";"parana";"brasil";-25.428;-49.273;3324
"Salvador";"bahia";"brasil";-12.971;-38.511;3040
"Campinas";"sao paulo";"brasil";-22.906;-47.061;2658
"Brasília";"federal district";"brasil";-15.78;-47.93;2016
"Ribeirão Preto";"sao paulo";"brasil";-21.178;-47.81;1992
"Niterói";"rio de janeiro";"brasil";-22.883;-43.104;1659
"Goiânia";"goias";"brasil";-16.679;-49.254;1651
"Pelotas";"rio grande do sul";"brasil";-31.772;-52.343;1478
"Natal";"rio grande do norte";"brasil";-5.795;-35.209;1458
"João Pessoa";"paraiba";"brasil";-7.115;-34.863;1360
"Florianópolis";"santa catarina";"brasil";-27.597;-48.549;1296
"Campina Grande";"paraiba";"brasil";-7.231;-35.881;1286
"Santos";"sao paulo";"brasil";-23.961;-46.334;1263
"Juiz de Fora";"minas gerais";"brasil";-21.764;-43.35;1236
"Piracicaba";"sao paulo";"brasil";-22.725;-47.649;1198
"Londrina";"parana";"brasil";-23.31;-51.163;1110
"Araraquara";"sao paulo";"brasil";-21.794;-48.176;988
"Manaus";"amazonas";"brasil";-3.102;-60.025;985
"São José do Rio Preto";"sao paulo";"brasil";-20.82;-49.379;967
"Vitória";"espirito Santo";"brasil";-20.319;-40.338;930
"Bauru";"sao paulo";"brasil";-22.315;-49.061;925
"Uberlândia";"minas gerais";"brasil";-18.919;-48.277;894
"Maringá";"parana";"brasil";-23.425;-51.939;892
"São Luís";"maranhao";"brasil";-2.53;-44.303;879
"Maceió";"alagoas";"brasil";-9.666;-35.735;808
"Teresina";"piaui";"brasil";-5.089;-42.802;755
"Botucatu";"sao paulo";"brasil";-22.886;-48.445;753
"Aracaju";"sergipe";"brasil";-10.911;-37.072;676
"Lavras";"minas gerais";"brasil";-21.245;-45;653
"Marília";"sao paulo";"brasil";-22.214;-49.946;626
"Caxias do Sul";"rio grande do sul";"brasil";-29.168;-51.179;566
"Ponta Grossa";"parana";"brasil";-25.095;-50.162;562
"Presidente Prudente";"sao paulo";"brasil";-22.126;-51.389;561
"São José dos Campos";"sao paulo";"brasil";-23.179;-45.887;555
"Uberaba";"minas gerais";"brasil";-19.748;-47.932;538
"Jundiaí";"sao paulo";"brasil";-23.186;-46.884;525
"Buenos Aires";"Buenos Aires F.D.";"Argentina";-34.61315;-58.37723;521
"Sorocaba";"sao paulo";"brasil";-23.502;-47.458;504
"Lima";"Provincia de Lima";"Peru";-12.04318;-77.02824;491
"Araçatuba";"sao paulo";"brasil";-21.209;-50.433;477
"Passo Fundo";"rio grande do sul";"brasil";-28.263;-52.407;444
"São Bernardo do Campo";"sao paulo";"brasil";-23.694;-46.565;440
"Franca";"sao paulo";"brasil";-20.539;-47.401;432
"Cuiabá";"mato grosso";"brasil";-15.596;-56.097;421
"São Caetano do Sul";"sao paulo";"brasil";-23.623;-46.551;394
"Jaboticabal";"sao paulo";"brasil";-21.255;-48.322;375
"Jaú";"sao paulo";"brasil";-22.296;-48.558;366
"Petrópolis";"rio de janeiro";"brasil";-22.505;-43.179;365
"Blumenau";"santa catarina";"brasil";-26.919;-49.066;353
"Montes Claros";"minas gerais";"brasil";-16.735;-43.862;343
"Assis";"sao paulo";"brasil";-22.662;-50.412;321
"Campos dos Goytacazes";"rio de janeiro";"brasil";-21.754;-41.324;310
"Volta Redonda";"rio de janeiro";"brasil";-22.523;-44.104;305
"Mogi das Cruzes";"sao paulo";"brasil";-23.523;-46.188;305
"Mossoró";"rio grande do norte";"brasil";-5.188;-37.344;294
"Lages";"santa catarina";"brasil";-27.816;-50.326;293
"São Gonçalo";"rio de janeiro";"brasil";-22.827;-43.054;291
"Bagé";"rio grande do sul";"brasil";-31.331;-54.107;288
"Feira de Santana";"bahia";"brasil";-12.267;-38.967;284
"Ijuí";"rio grande do sul";"brasil";-28.388;-53.915;277
"Limeira";"sao paulo";"brasil";-22.565;-47.402;276
"Catanduva";"sao paulo";"brasil";-21.138;-48.973;276
"Taubaté";"sao paulo";"brasil";-23.026;-45.555;268
"Cruz Alta";"rio grande do sul";"brasil";-28.639;-53.606;267
"Joinville";"santa catarina";"brasil";-26.304;-48.846;266
"Araguari";"minas gerais";"brasil";-18.649;-48.187;264
"Anápolis";"goias";"brasil";-16.327;-48.953;262
"Osasco";"sao paulo";"brasil";-23.533;-46.792;259
"Barretos";"sao paulo";"brasil";-20.557;-48.568;256
"Erechim";"rio grande do sul";"brasil";-27.634;-52.274;249
"Nova Iguaçu";"rio de janeiro";"brasil";-22.759;-43.451;249
"Santiago";"Santiago";"Chile";-33.45694;-70.64827;247
"Itabuna";"bahia";"brasil";-14.786;-39.28;245
"Santa Cruz do Sul";"rio grande do sul";"brasil";-29.718;-52.426;236
"Guaratinguetá";"sao paulo";"brasil";-22.816;-45.193;234
"Ipatinga";"minas gerais";"brasil";-19.468;-42.537;232
"Lins";"sao paulo";"brasil";-21.679;-49.743;229
"Patos de Minas";"minas gerais";"brasil";-18.579;-46.518;229
"Governador Valadares";"minas gerais";"brasil";-18.851;-41.949;228
"Americana";"sao paulo";"brasil";-22.739;-47.331;226
"São Leopoldo";"rio grande do sul";"brasil";-29.76;-51.147;225
"Guarulhos";"sao paulo";"brasil";-23.463;-46.533;222
"Itajubá";"minas gerais";"brasil";-22.426;-45.453;221
"Criciúma";"santa catarina";"brasil";-28.678;-49.37;221
"Cachoeira do Sul";"rio grande do sul";"brasil";-30.039;-52.894;221
"Tupã";"sao paulo";"brasil";-21.935;-50.514;219
"Barbacena";"minas gerais";"brasil";-21.226;-43.774;218
"Patos";"paraiba";"brasil";-7.024;-37.28;212
"Santo Ângelo";"rio grande do sul";"brasil";-28.299;-54.263;211
"Bogotá";"Bogota D.C.";"Colombia";4.60971;-74.08175;210
"Vitória da Conquista";"bahia";"brasil";-14.866;-40.839;209
"Ituiutaba";"minas gerais";"brasil";-18.969;-49.465;208
"Pirassununga";"sao paulo";"brasil";-21.996;-47.426;206
"Montevideo";"Montevideo";"Uruguay";-34.90328;-56.18816;204
"Duque de Caxias";"rio de janeiro";"brasil";-22.786;-43.312;203
"Paris";"Île-de-France";"France";48.85341;2.3488;198
"Colatina";"espirito Santo";"brasil";-19.539;-40.631;198
"Araras";"sao paulo";"brasil";-22.357;-47.384;191
"Poços de Caldas";"minas gerais";"brasil";-21.788;-46.561;190
"Caruaru";"pernambuco";"brasil";-8.283;-35.976;185
"Divinópolis";"minas gerais";"brasil";-20.139;-44.884;185
"Bento Gonçalves";"rio grande do sul";"brasil";-29.171;-51.519;181
"Cachoeiro de Itapemirim";"espirito Santo";"brasil";-20.849;-41.113;179
"São João del Rei";"minas gerais";"brasil";-21.136;-44.262;178
"Apucarana";"parana";"brasil";-23.551;-51.461;173
"Penápolis";"sao paulo";"brasil";-21.42;-50.078;173
"Ubá";"minas gerais";"brasil";-21.12;-42.943;172
"Olinda";"pernambuco";"brasil";-8.009;-34.855;170
"Novo Hamburgo";"rio grande do sul";"brasil";-29.678;-51.131;169
"Tubarão";"santa catarina";"brasil";-28.467;-49.007;167
"Dourados";"mato grosso do sul";"brasil";-22.221;-54.806;164
"Uruguaiana";"rio grande do sul";"brasil";-29.755;-57.088;163
"Itajaí";"santa catarina";"brasil";-26.908;-48.662;162
"Garanhuns";"pernambuco";"brasil";-8.89;-36.493;162
"Alfenas";"minas gerais";"brasil";-21.429;-45.947;161
"Alegrete";"rio grande do sul";"brasil";-29.783;-55.792;160
"Sete Lagoas";"minas gerais";"brasil";-19.466;-44.247;160
"Canoas";"rio grande do sul";"brasil";-29.918;-51.184;159
"Itapetininga";"sao paulo";"brasil";-23.592;-48.053;159
"Arequipa";"Arequipa";"Peru";-16.39889;-71.535;157
"Ilhéus";"bahia";"brasil";-14.789;-39.049;156
"Ponte Nova";"minas gerais";"brasil";-20.416;-42.909;156
"Lorena";"sao paulo";"brasil";-22.731;-45.125;152
"Birigui";"sao paulo";"brasil";-21.289;-50.34;151
"Nova Friburgo";"rio de janeiro";"brasil";-22.282;-42.531;151
"Bebedouro";"sao paulo";"brasil";-20.949;-48.479;151
"Porto";"Porto";"Portugal";41.14961;-8.61099;151
"Caratinga";"minas gerais";"brasil";-19.79;-42.139;150
"Macapá";"amapa";"brasil";0.039;-51.066;150
"Ourinhos";"sao paulo";"brasil";-22.979;-49.871;149
"Teófilo Otoni";"minas gerais";"brasil";-17.858;-41.505;144
"Paranavaí";"parana";"brasil";-23.073;-52.465;144
"Guarapuava";"parana";"brasil";-25.395;-51.458;144
"Umuarama";"parana";"brasil";-23.766;-53.325;143
"Andradina";"sao paulo";"brasil";-20.896;-51.379;142
"Bragança Paulista";"sao paulo";"brasil";-22.952;-46.542;142
"Fernandópolis";"sao paulo";"brasil";-20.284;-50.246;142
"Varginha";"minas gerais";"brasil";-21.551;-45.43;141
"Vila Velha";"espirito Santo";"brasil";-20.33;-40.292;141
"Crato";"ceara";"brasil";-7.234;-39.409;140
"Coronel Fabriciano";"minas gerais";"brasil";-19.519;-42.629;139
"Jequié";"bahia";"brasil";-13.858;-40.084;139
"Passos";"minas gerais";"brasil";-20.719;-46.61;137
"Rio do Sul";"santa catarina";"brasil";-27.214;-49.643;136
"São João da Boa Vista";"sao paulo";"brasil";-21.969;-46.798;134
"Chapecó";"santa catarina";"brasil";-27.096;-52.618;131
"Três Lagoas";"mato grosso do sul";"brasil";-20.751;-51.678;130
"Resende";"rio de janeiro";"brasil";-22.469;-44.447;129
"Muriaé";"minas gerais";"brasil";-21.131;-42.366;129
"Votuporanga";"sao paulo";"brasil";-20.423;-49.973;128
"Pouso Alegre";"minas gerais";"brasil";-22.23;-45.936;126
"Ilha Solteira";"sao paulo";"brasil";-20.433;-51.343;125
"Ouro Preto";"minas gerais";"brasil";-20.288;-43.508;124
"Sobral";"ceara";"brasil";-3.674;-40.239;122
"Alegre";"espirito Santo";"brasil";-20.764;-41.533;122
"Araxá";"minas gerais";"brasil";-19.593;-46.941;122
"Foz do Iguaçu";"parana";"brasil";-25.548;-54.588;122
"Córdoba";"Córdoba";"Argentina";-31.4135;-64.18105;122
"Joaçaba";"santa catarina";"brasil";-27.178;-51.505;122
"Corumbá";"mato grosso do sul";"brasil";-18.507;-54.76;121
"Santana do Livramento";"rio grande do sul";"brasil";-30.891;-55.533;121
"Porto Velho";"rondonia";"brasil";-8.762;-63.904;120
"Jales";"sao paulo";"brasil";-20.269;-50.546;119
"Conselheiro Lafaiete";"minas gerais";"brasil";-20.66;-43.786;119
"Barra Mansa";"rio de janeiro";"brasil";-22.544;-44.171;118
"Adamantina";"sao paulo";"brasil";-21.685;-51.073;117
"Parnaíba";"piaui";"brasil";-2.905;-41.777;117
"Batatais";"sao paulo";"brasil";-20.891;-47.585;116
"Rolândia";"parana";"brasil";-23.31;-51.369;116
"João Monlevade";"minas gerais";"brasil";-19.81;-43.174;116
"Arapongas";"parana";"brasil";-23.419;-51.424;116
"Itaperuna";"rio de janeiro";"brasil";-21.205;-41.888;115
"Juazeiro do Norte";"ceara";"brasil";-7.213;-39.315;115
"Olímpia";"sao paulo";"brasil";-20.737;-48.915;114
"Jacareí";"sao paulo";"brasil";-23.305;-45.966;114
"Dracena";"sao paulo";"brasil";-21.483;-51.533;111
"Carazinho";"rio grande do sul";"brasil";-28.284;-52.786;111
"Campo Mourão";"parana";"brasil";-24.046;-52.383;109
"Sousa";"paraiba";"brasil";-6.761;-38.231;109
"Cornélio Procópio";"parana";"brasil";-23.181;-50.647;108
"Taquaritinga";"sao paulo";"brasil";-21.406;-48.505;106
"Garça";"sao paulo";"brasil";-22.211;-49.656;106
"Paraguaçu Paulista";"sao paulo";"brasil";-22.413;-50.576;104
"Catalão";"goias";"brasil";-18.17;-47.942;104
"Havana";"Ciudad de La Habana";"Cuba";23.13302;-82.38304;104
"Cambé";"parana";"brasil";-23.276;-51.278;104
"Itápolis";"sao paulo";"brasil";-21.596;-48.813;104
"São Borja";"rio grande do sul";"brasil";-28.661;-56.004;103
"São João de Meriti";"rio de janeiro";"brasil";-22.804;-43.372;103
"Avaré";"sao paulo";"brasil";-23.099;-48.926;102
"Barcelona";"Catalonia";"Spain";41.38879;2.15899;102
"Itapira";"sao paulo";"brasil";-22.436;-46.822;101
"Madrid";"Madrid";"Spain";40.4165;-3.70256;100
"Estrela";"rio grande do sul";"brasil";-29.502;-51.966;100
"Três de Maio";"rio grande do sul";"brasil";-27.773;-54.24;100
"Mirassol";"sao paulo";"brasil";-20.819;-49.521;100
"São José do Rio Pardo";"sao paulo";"brasil";-21.596;-46.889;99
"Caracas";"Distrito Federal";"Venezuela";10.48801;-66.87919;99
"São Luiz Gonzaga";"rio grande do sul";"brasil";-28.408;-54.961;95
"Pato Branco";"parana";"brasil";-26.229;-52.671;93
"Cianorte";"parana";"brasil";-23.663;-52.605;93
"Caicó";"rio grande do norte";"brasil";-6.458;-37.098;93
"Osvaldo Cruz";"sao paulo";"brasil";-21.797;-50.89;92
"Três Rios";"rio de janeiro";"brasil";-22.117;-43.209;92
"Ituverava";"sao paulo";"brasil";-20.339;-47.781;92
"Espírito Santo do Pinhal";"sao paulo";"brasil";-22.191;-46.741;92
"Cruz das Almas";"bahia";"brasil";-12.67;-39.102;91
"Suzano";"sao paulo";"brasil";-23.543;-46.311;91
"Campo Belo";"minas gerais";"brasil";-20.897;-45.277;91
"Mococa";"sao paulo";"brasil";-21.468;-47.005;90
"Cajazeiras";"paraiba";"brasil";-6.89;-38.562;90
"Cruzeiro";"sao paulo";"brasil";-22.576;-44.963;90
"Timóteo";"minas gerais";"brasil";-19.583;-42.644;90
"Cataguases";"minas gerais";"brasil";-21.389;-42.697;89
"Pereira Barreto";"sao paulo";"brasil";-20.638;-51.109;89
"Leopoldina";"minas gerais";"brasil";-21.532;-42.643;88
"Linhares";"espirito Santo";"brasil";-19.391;-40.072;88
"Itumbiara";"goias";"brasil";-18.42;-49.218;87
"Brusque";"santa catarina";"brasil";-27.098;-48.918;87
"Três Corações";"minas gerais";"brasil";-21.697;-45.253;87
"Itapetinga";"bahia";"brasil";-15.249;-40.248;87
"Medellín";"Departamento de Antioquia";"Colombia";6.25184;-75.56359;86
"Visconde do Rio Branco";"minas gerais";"brasil";-21.01;-42.841;86
"Vacaria";"rio grande do sul";"brasil";-28.512;-50.934;86
"Diamantina";"minas gerais";"brasil";-18.249;-43.6;86
"Formiga";"minas gerais";"brasil";-20.464;-45.426;85
"Manhuaçu";"minas gerais";"brasil";-20.258;-42.034;84
"Marechal Cândido Rondon";"parana";"brasil";-24.556;-54.057;84
"La Plata";"Buenos Aires";"Argentina";-34.92145;-57.95453;83
"Areia";"paraiba";"brasil";-6.963;-35.692;83
"Ibitinga";"sao paulo";"brasil";-21.758;-48.829;82
"Itabira";"minas gerais";"brasil";-19.619;-43.227;82
"Pindamonhangaba";"sao paulo";"brasil";-22.924;-45.462;82
"Mandaguari";"parana";"brasil";-23.548;-51.671;82
"Atibaia";"sao paulo";"brasil";-23.117;-46.55;81
"Caçador";"santa catarina";"brasil";-26.775;-51.015;81
"São Sebastião do Paraíso";"minas gerais";"brasil";-20.917;-46.991;81
"Contagem";"minas gerais";"brasil";-19.932;-44.054;80
"Guaxupé";"minas gerais";"brasil";-21.305;-46.713;80
"Jataí";"goias";"brasil";-17.881;-51.714;80
"Itaúna";"minas gerais";"brasil";-20.075;-44.576;80
"Bariri";"sao paulo";"brasil";-22.074;-48.74;79
"São Roque";"sao paulo";"brasil";-23.529;-47.135;79
"Cerro Largo";"rio grande do sul";"brasil";-28.149;-54.738;79
"Nilópolis";"rio de janeiro";"brasil";-22.808;-43.414;78
"Santiago de Cuba";"Santiago de Cuba";"Cuba";20.02472;-75.82194;78
"Aquidauana";"mato grosso do sul";"brasil";-20.471;-55.787;77
"São Joaquim da Barra";"sao paulo";"brasil";-20.581;-47.855;77
"Castelo";"espirito Santo";"brasil";-20.604;-41.185;77
"Barra do Piraí";"rio de janeiro";"brasil";-22.47;-43.826;77
"União da Vitória";"parana";"brasil";-26.23;-51.086;77
"Garibaldi";"rio grande do sul";"brasil";-29.256;-51.534;75
"Itatiba";"sao paulo";"brasil";-23.006;-46.839;75
"Monte Alto";"sao paulo";"brasil";-21.261;-48.496;75
"Mirandópolis";"sao paulo";"brasil";-21.134;-51.102;75
"Rancharia";"sao paulo";"brasil";-22.229;-50.893;74
"São Manuel";"sao paulo";"brasil";-22.731;-48.571;74
"Descalvado";"sao paulo";"brasil";-21.904;-47.619;72
"Rondonópolis";"mato grosso";"brasil";-16.471;-54.636;72
"Caxias";"maranhao";"brasil";-4.859;-43.356;72
"Leme";"sao paulo";"brasil";-22.186;-47.39;72
"Paulo Afonso";"bahia";"brasil";-9.408;-38.222;71
"Coimbra";"Coimbra";"Portugal";40.20564;-8.41955;71
"Matão";"sao paulo";"brasil";-21.603;-48.366;71
"Presidente Venceslau";"sao paulo";"brasil";-21.876;-51.844;71
"Juazeiro";"bahia";"brasil";-9.414;-40.503;71
"Santa Fé do Sul";"sao paulo";"brasil";-20.211;-50.926;71
"Carangola";"minas gerais";"brasil";-20.733;-42.029;70
"Taquara";"rio grande do sul";"brasil";-29.651;-50.781;70
"Santos Dumont";"minas gerais";"brasil";-21.457;-43.553;70
"Getúlio Vargas";"rio grande do sul";"brasil";-27.89;-52.228;69
"Palmeira das Missões";"rio grande do sul";"brasil";-27.899;-53.314;69
"Arapiraca";"alagoas";"brasil";-9.752;-36.661;69
"Ipameri";"goias";"brasil";-17.722;-48.16;69
"Santa Cruz do Rio Pardo";"sao paulo";"brasil";-22.899;-49.633;69
"Teresópolis";"rio de janeiro";"brasil";-22.412;-42.966;69
"Três Passos";"rio grande do sul";"brasil";-27.456;-53.932;69
"Petrolina";"pernambuco";"brasil";-9.393;-40.508;69
"Indaiatuba";"sao paulo";"brasil";-23.09;-47.218;68
"Frederico Westphalen";"rio grande do sul";"brasil";-27.359;-53.394;68
"Porto União";"santa catarina";"brasil";-26.238;-51.078;68
"Jacarezinho";"parana";"brasil";-23.161;-49.969;68
"Videira";"santa catarina";"brasil";-27.008;-51.152;68
"Lucélia";"sao paulo";"brasil";-21.72;-51.019;67
"Venâncio Aires";"rio grande do sul";"brasil";-29.606;-52.192;67
"Santa Rita do Passa Quatro";"sao paulo";"brasil";-21.71;-47.478;67
"Machado";"minas gerais";"brasil";-21.675;-45.92;66
"Rio Pardo";"rio grande do sul";"brasil";-29.99;-52.378;66
"Guararapes";"sao paulo";"brasil";-21.261;-50.643;66
"Caçapava";"sao paulo";"brasil";-23.101;-45.707;66
"Jaboatão dos Guararapes";"pernambuco";"brasil";-8.113;-35.015;66
"Frutal";"minas gerais";"brasil";-20.025;-48.941;65
"Arcoverde";"pernambuco";"brasil";-8.419;-37.054;65
"Rosario";"Santa Fe";"Argentina";-32.94682;-60.63932;64
"Ponta Porã";"mato grosso do sul";"brasil";-22.536;-55.726;64
"Casa Branca";"sao paulo";"brasil";-21.774;-47.086;64
"Alagoinhas";"bahia";"brasil";-12.136;-38.419;64
"Jaguarão";"rio grande do sul";"brasil";-32.566;-53.376;64
"Tietê";"sao paulo";"brasil";-23.102;-47.715;64
"Marialva";"parana";"brasil";-23.485;-51.792;63
"Capivari";"sao paulo";"brasil";-22.995;-47.508;63
"Palotina";"parana";"brasil";-24.284;-53.84;63
"Santo Anastácio";"sao paulo";"brasil";-21.977;-51.652;62
"Patrocínio";"minas gerais";"brasil";-18.944;-46.993;62
"Além Paraíba";"minas gerais";"brasil";-21.888;-42.704;62
"Bambuí";"minas gerais";"brasil";-20.006;-45.977;62
"Faxinal do Soturno";"rio grande do sul";"brasil";-29.575;-53.445;61
"Assis Chateaubriand";"parana";"brasil";-24.42;-53.521;61
"Rio Pomba";"minas gerais";"brasil";-21.275;-43.179;61
"Santa Clara";"Villa Clara";"Cuba";22.4;-79.96667;61
"Valinhos";"sao paulo";"brasil";-22.971;-46.996;61
"Tatuí";"sao paulo";"brasil";-23.356;-47.857;60
"Pirajuí";"sao paulo";"brasil";-21.999;-49.457;60
"Imperatriz";"maranhao";"brasil";-5.526;-47.476;60
"Jandaia do Sul";"parana";"brasil";-23.603;-51.643;60
"Veranópolis";"rio grande do sul";"brasil";-28.936;-51.549;60
"Dois Córregos";"sao paulo";"brasil";-22.366;-48.38;60
"Pompéia";"sao paulo";"brasil";-22.109;-50.172;59
"Canguçu";"rio grande do sul";"brasil";-31.395;-52.676;59
"Currais Novos";"rio grande do norte";"brasil";-6.261;-36.515;58
"Piraju";"sao paulo";"brasil";-23.194;-49.384;57
"Catolé do Rocha";"paraiba";"brasil";-6.344;-37.747;57
"Igarapava";"sao paulo";"brasil";-20.038;-47.747;57
"Jaguari";"rio grande do sul";"brasil";-29.497;-54.69;57
"Tupanciretã";"rio grande do sul";"brasil";-29.081;-53.836;57
"Quixadá";"ceara";"brasil";-4.971;-39.015;57
"Guaporé";"rio grande do sul";"brasil";-28.846;-51.89;57
"Floriano";"piaui";"brasil";-6.767;-43.023;57
"Medianeira";"parana";"brasil";-25.295;-54.094;57
"Nova Esperança";"parana";"brasil";-23.184;-52.205;56
"Osório";"rio grande do sul";"brasil";-29.887;-50.27;56
"Pederneiras";"sao paulo";"brasil";-22.352;-48.775;56
"Vitória de Santo Antão";"pernambuco";"brasil";-8.118;-35.291;56
"Porto Ferreira";"sao paulo";"brasil";-21.854;-47.479;56
"Francisco Beltrão";"parana";"brasil";-26.081;-53.055;56
"Mauá";"sao paulo";"brasil";-23.668;-46.461;56
"Luanda";"Luanda";"Angola";-8.83682;13.23432;55
"Bom Jesus do Itabapoana";"rio de janeiro";"brasil";-21.134;-41.68;55
"Inhumas";"goias";"brasil";-16.358;-49.496;55
"Parintins";"amazonas";"brasil";-2.628;-56.736;55
"Ibiporã";"parana";"brasil";-23.269;-51.048;55
"Monte Aprazível";"sao paulo";"brasil";-20.773;-49.714;55
"Abaetetuba";"para";"brasil";-1.718;-48.883;55
"Palmeira dos Índios";"alagoas";"brasil";-9.407;-36.628;55
"Muzambinho";"minas gerais";"brasil";-21.376;-46.526;55
"Picos";"piaui";"brasil";-7.077;-41.467;55
"Santa Vitória do Palmar";"rio grande do sul";"brasil";-33.519;-53.368;55
"São Lourenço";"minas gerais";"brasil";-22.116;-45.054;54
"Ivaiporã";"parana";"brasil";-24.248;-51.685;54
"Taguatinga";"tocantins";"brasil";-12.404;-46.436;54
"Esteio";"rio grande do sul";"brasil";-29.861;-51.179;53
"Jaraguá do Sul";"santa catarina";"brasil";-26.486;-49.067;53
"Espumoso";"rio grande do sul";"brasil";-28.725;-52.85;53
"Dom Pedrito";"rio grande do sul";"brasil";-30.983;-54.673;53
"Panambi";"rio grande do sul";"brasil";-28.293;-53.502;53
"Piumhi";"minas gerais";"brasil";-20.465;-45.958;53
"Júlio de Castilhos";"rio grande do sul";"brasil";-29.227;-53.682;53
"Orlândia";"sao paulo";"brasil";-20.72;-47.887;53
"Lagoa Vermelha";"rio grande do sul";"brasil";-28.209;-51.526;52
"Bom Despacho";"minas gerais";"brasil";-19.736;-45.252;52
"Tupaciguara";"minas gerais";"brasil";-18.593;-48.705;52
"Cali";"Valle del Cauca";"Colombia";3.43722;-76.5225;52
"Tupi Paulista";"sao paulo";"brasil";-21.381;-51.571;52
"Macaé";"rio de janeiro";"brasil";-22.371;-41.787;51
"Rosário do Sul";"rio grande do sul";"brasil";-30.258;-54.914;51
"São Sepé";"rio grande do sul";"brasil";-30.161;-53.565;51
"Monte Carmelo";"minas gerais";"brasil";-18.725;-47.499;51
"Limoeiro do Norte";"ceara";"brasil";-5.146;-38.098;50
"Canoinhas";"santa catarina";"brasil";-26.177;-50.39;50
"Gravataí";"rio grande do sul";"brasil";-29.944;-50.992;50
"Três Pontas";"minas gerais";"brasil";-21.367;-45.513;50
"Nova Palma";"rio grande do sul";"brasil";-29.472;-53.469;50
"Paracatu";"minas gerais";"brasil";-17.222;-46.875;50
"La Paz";"La Paz";"Bolivia";-16.5;-68.15;49
"Mogi Guaçu";"sao paulo";"brasil";-22.372;-46.942;49
"Curitibanos";"santa catarina";"brasil";-27.283;-50.584;49
"Pará de Minas";"minas gerais";"brasil";-19.86;-44.608;49
"Cairo";"Al Qāhirah";"Egypt";30.06263;31.24967;48
"Jacobina";"bahia";"brasil";-11.181;-40.518;48
"Crateús";"ceara";"brasil";-5.178;-40.678;48
"Trujillo";"La Libertad";"Peru";-8.11599;-79.02998;48
"Quito";"Pichincha";"Ecuador";-0.22985;-78.52495;48
"Nova Prata";"rio grande do sul";"brasil";-28.784;-51.61;48
"São Miguel do Oeste";"santa catarina";"brasil";-26.725;-53.518;48
"Guaçuí";"espirito Santo";"brasil";-20.776;-41.679;48
"Quaraí";"rio grande do sul";"brasil";-30.388;-56.451;48
"Paranaguá";"parana";"brasil";-25.52;-48.509;48
"Penedo";"alagoas";"brasil";-10.29;-36.586;47
"Farroupilha";"rio grande do sul";"brasil";-29.225;-51.348;47
"São Bento do Sul";"santa catarina";"brasil";-26.25;-49.379;47
"Martinópolis";"sao paulo";"brasil";-22.146;-51.171;47
"Caçapava do Sul";"rio grande do sul";"brasil";-30.512;-53.491;46
"Lençóis Paulista";"sao paulo";"brasil";-22.599;-48.8;46
"Ibirubá";"rio grande do sul";"brasil";-28.628;-53.09;46
"Registro";"sao paulo";"brasil";-24.488;-47.844;46
"Araranguá";"santa catarina";"brasil";-28.935;-49.486;46
"Cusco";"Cusco";"Peru";-13.52264;-71.96734;46
"Cabo Frio";"rio de janeiro";"brasil";-22.879;-42.019;45
"Curvelo";"minas gerais";"brasil";-18.756;-44.431;45
"Itararé";"sao paulo";"brasil";-24.115;-49.341;45
"Castanhal";"para";"brasil";-1.297;-47.922;45
"Tenente Portela";"rio grande do sul";"brasil";-27.371;-53.758;45
"Santa Bárbara d'Oeste";"sao paulo";"brasil";-22.754;-47.414;45
"Pinar del Río";"Pinar del Río";"Cuba";22.4175;-83.69806;45
"Telêmaco Borba";"parana";"brasil";-24.324;-50.616;45
"São Lourenço do Sul";"rio grande do sul";"brasil";-31.365;-51.978;44
"Santo Antônio de Pádua";"rio de janeiro";"brasil";-21.539;-42.18;44
"Manhumirim";"minas gerais";"brasil";-20.358;-41.958;44
"Tambaú";"sao paulo";"brasil";-21.705;-47.274;44
"Perdões";"minas gerais";"brasil";-21.091;-45.091;43
"Cochabamba";"Cochabamba";"Bolivia";-17.3895;-66.1568;43
"Viamão";"rio grande do sul";"brasil";-30.081;-51.023;43
"São João Nepomuceno";"minas gerais";"brasil";-21.54;-43.011;43
"Assaí";"parana";"brasil";-23.373;-50.841;43
"São Pedro do Sul";"rio grande do sul";"brasil";-29.621;-54.179;43
"Duartina";"sao paulo";"brasil";-22.414;-49.404;42
"Esperança";"paraiba";"brasil";-7.023;-35.86;42
"Encantado";"rio grande do sul";"brasil";-29.236;-51.87;41
"Restinga Seca";"rio grande do sul";"brasil";-29.813;-53.375;41
"Santo Augusto";"rio grande do sul";"brasil";-27.851;-53.777;41
"São Luiz";"roraima";"brasil";1.005;-60.159;41
"Tuparendi";"rio grande do sul";"brasil";-27.756;-54.482;41
"Tanabi";"sao paulo";"brasil";-20.626;-49.649;41
"Antônio Prado";"rio grande do sul";"brasil";-28.858;-51.283;41
"Cambará";"parana";"brasil";-23.046;-50.074;40
"Timbaúba";"pernambuco";"brasil";-7.505;-35.318;40
"Pires do Rio";"goias";"brasil";-17.301;-48.28;40
