"id";"name";"name_ascii";"abbr";"city";"state";"country";"latitude";"longitude"
2263;"universidade metodista de piracicaba";"universidade metodista de piracicaba";"unimep";"piracicaba";"sao paulo";"brasil";-22.725;"-47.649"
2308;"instituição de ensino são francisco";"instituicao de ensino sao francisco";"";"mogi guacu";"sao paulo";"brasil";-22.372;"-46.942"
2309;"instituto de ensino superior da funlec";"instituto de ensino superior da funlec";"";"campo grande";"mato grosso do sul";"brasil";-20.443;"-54.646"
2310;"faculdades integradas de araraquara";"faculdades integradas de araraquara";"";"araraquara";"sao paulo";"brasil";-21.794;"-48.176"
2311;"faculdade de ensino e cultura do ceará";"faculdade de ensino e cultura do ceara";"";"fortaleza";"ceara";"brasil";-3.717;"-38.543"
2312;"faculdade de tecnologia darcy ribeiro";"faculdade de tecnologia darcy ribeiro";"";"fortaleza";"ceara";"brasil";-3.717;"-38.543"
2259;"faculdade de tecnologia senai brusque";"faculdade de tecnologia senai brusque";"";"brusque";"santa catarina";"brasil";-27.098;"-48.918"
2260;"faculdade de ensino superior do interior paulista";"faculdade de ensino superior do interior paulista";"";"marilia";"sao paulo";"brasil";-22.214;"-49.946"
2261;"escola de enfermagem da fundação técnico educacional souza marques";"escola de enfermagem da fundacao tecnico educacional souza marques";"";"rio de janeiro";"rio de janeiro";"brasil";-22.903;"-43.208"
2272;"centro universitário de anápolis";"centro universitario de anapolis";"unievangél";"anapolis";"goias";"brasil";-16.327;"-48.953"
2287;"centro universitário sant´anna";"centro universitario sant anna";"";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
2264;"faculdade de tecnologia de sertãozinho";"faculdade de tecnologia de sertaozinho";"";"sertaozinho";"sao paulo";"brasil";-21.138;"-47.99"
2321;"faculdade de presidente epitácio - fape";"faculdade de presidente epitacio";"fape";"presidente epitacio";"sao paulo";"brasil";-21.763;"-52.116"
2322;"centro universitário de união da vitória";"centro universitario de uniao da vitoria";"";"uniao da vitoria";"parana";"brasil";-26.23;"-51.086"
2332;"universidade estadual de feira de santana";"universidade estadual de feira de santana";"uefs";"feira de santana";"bahia";"brasil";-12.267;"-38.967"
2325;"faculdade presidente antônio carlos de conselheiro lafaiete";"faculdade presidente antonio carlos de conselheiro lafaiete";"";"conselheiro lafaiete";"minas gerais";"brasil";-20.66;"-43.786"
2326;"instituto de ensino superior do amapá";"instituto de ensino superior do amapa";"";"macapa";"amapa";"brasil";0.039;"-51.066"
2327;"faculdade presidente antônio carlos de barão de cocais";"faculdade presidente antonio carlos de barao de cocais";"";"barao de cocais";"minas gerais";"brasil";-19.946;"-43.487"
2328;"faculdade de música do espírito santo";"faculdade de musica do espirito santo";"";"vitoria";"espirito Santo";"brasil";-20.319;"-40.338"
2329;"faculdade de tecnologia saint pastous";"faculdade de tecnologia saint pastous";"";"porto alegre";"rio grande do sul";"brasil";-30.033;"-51.23"
2331;"instituto superior de educação albert einstein";"instituto superior de educacao albert einstein";"";"brasilia";"federal district";"brasil";-15.78;"-47.93"
2349;"faculdade de são bento";"faculdade de sao bento";"fsb";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
2333;"faculdade pitágoras de jundiaí";"faculdade pitagoras de jundiai";"";"jundiai";"sao paulo";"brasil";-23.186;"-46.884"
2358;"faculdade de tecnologia de são josé dos campos - jessen vidal";"faculdade de tecnologia de sao jose dos campos jessen vidal";"";"sao jose dos campos";"sao paulo";"brasil";-23.179;"-45.887"
2335;"faculdade paraíso do ceará";"faculdade paraiso do ceara";"";"juazeiro do norte";"ceara";"brasil";-7.213;"-39.315"
2336;"faculdade de tecnologia ibta campinas";"faculdade de tecnologia ibta campinas";"";"campinas";"sao paulo";"brasil";-22.906;"-47.061"
2337;"faculdade de estudos superiores de minas gerais";"faculdade de estudos superiores de minas gerais";"";"belo horizonte";"minas gerais";"brasil";-19.817;"-43.956"
2338;"instituto superior de educação união das américas";"instituto superior de educacao uniao das americas";"";"foz do iguacu";"parana";"brasil";-25.548;"-54.588"
2334;"faculdade de direito de varginha - fadiva";"faculdade de direito de varginha";"fadiva";"varginha";"minas gerais";"brasil";-21.551;"-45.43"
2341;"faculdade de ciências sociais aplicadas de penedo";"faculdade de ciencias sociais aplicadas de penedo";"";"penedo";"alagoas";"brasil";-10.29;"-36.586"
2342;"faculdade de formação de professores de afogados da ingazeira";"faculdade de formacao de professores de afogados da ingazeira";"";"afogados da ingazeira";"pernambuco";"brasil";-7.751;"-37.639"
2343;"faculdade projeção de planaltina";"faculdade projecao de planaltina";"";"brasilia";"federal district";"brasil";-15.78;"-47.93"
2344;"faculdade presidente antônio carlos de itambacuri";"faculdade presidente antonio carlos de itambacuri";"";"itambacuri";"minas gerais";"brasil";-18.031;"-41.685"
2345;"faculdades integradas de cacoal";"faculdades integradas de cacoal";"";"cacoal";"rondonia";"brasil";-11.438;"-61.448"
2340;"conservatório brasileiro de música - centro universitário";"conservatorio brasileiro de musica centro universitario";"";"rio de janeiro";"rio de janeiro";"brasil";-22.903;"-43.208"
2348;"faculdade das atividades empresariais de teresina";"faculdade das atividades empresariais de teresina";"";"teresina";"piaui";"brasil";-5.089;"-42.802"
2350;"universidade do estado do rio grande do norte";"universidade do estado do rio grande do norte";"uern";"mossoro";"rio grande do norte";"brasil";-5.188;"-37.344"
2353;"faculdades pequeno príncipe";"faculdades pequeno principe";"fpp";"curitiba";"parana";"brasil";-25.428;"-49.273"
2351;"faculdade de ciências da bahia - faciba";"faculdade de ciencias da bahia";"faciba";"salvador";"bahia";"brasil";-12.971;"-38.511"
2355;"faculdade presidente antônio carlos de são joão del rei";"faculdade presidente antonio carlos de sao joao del rei";"";"sao joao del rei";"minas gerais";"brasil";-21.136;"-44.262"
2356;"faculdade cenecista de bento gonçalves";"faculdade cenecista de bento goncalves";"";"bento goncalves";"rio grande do sul";"brasil";-29.171;"-51.519"
2357;"faculdade de tecnologia ateneu";"faculdade de tecnologia ateneu";"";"sao goncalo do amarante";"ceara";"brasil";-3.606;"-38.969"
2354;"instituto federal de educação, ciência e tecnologia farroupilha";"instituto federal de educacao ciencia e tecnologia farroupilha";"";"alegrete";"rio grande do sul";"brasil";-29.783;"-55.792"
2359;"faculdades integradas sévigné";"faculdades integradas sevigne";"";"porto alegre";"rio grande do sul";"brasil";-30.033;"-51.23"
2361;"faculdade do instituto brasil";"faculdade do instituto brasil";"";"anapolis";"goias";"brasil";-16.327;"-48.953"
2362;"faculdade evangélica de goianésia";"faculdade evangelica de goianesia";"";"goianesia";"goias";"brasil";-15.317;"-49.117"
2363;"faculdade de ciências humanas e biológicas e da saúde";"faculdade de ciencias humanas e biologicas e da saude";"";"primavera do leste";"mato grosso";"brasil";-15.528;"-54.346"
2365;"faculdade do pantanal matogrossense";"faculdade do pantanal matogrossense";"";"caceres";"mato grosso";"brasil";-16.071;"-57.679"
2366;"faculdade de ciência e tecnologia de montes claros";"faculdade de ciencia e tecnologia de montes claros";"";"montes claros";"minas gerais";"brasil";-16.735;"-43.862"
2314;"faculdades oswaldo cruz";"faculdades oswaldo cruz";"";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
2316;"faculdade de tecnologia termomecânica";"faculdade de tecnologia termomecanica";"";"sao bernardo do campo";"sao paulo";"brasil";-23.694;"-46.565"
2317;"faculdade especializada na área de saúde do rio grande do sul";"faculdade especializada na area de saude do rio grande do sul";"";"passo fundo";"rio grande do sul";"brasil";-28.263;"-52.407"
2318;"faculdades integradas silva e souza";"faculdades integradas silva e souza";"";"rio de janeiro";"rio de janeiro";"brasil";-22.903;"-43.208"
2323;"centro universitário são camilo";"centro universitario sao camilo";"cusc";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
2320;"faculdade de tecnologia do nordeste";"faculdade de tecnologia do nordeste";"";"fortaleza";"ceara";"brasil";-3.717;"-38.543"
1;"faculdade adventista de hortolândia";"faculdade adventista de hortolandia";"";"hortolandia";"sao paulo";"brasil";-22.858;"-47.22"
3;"faculdade de ciências administrativas e de tecnologia";"faculdade de ciencias administrativas e de tecnologia";"";"porto velho";"rondonia";"brasil";-8.762;"-63.904"
11;"faculdade de ciências humanas e sociais de igarassu";"faculdade de ciencias humanas e sociais de igarassu";"";"igarassu";"pernambuco";"brasil";-7.834;"-34.906"
21;"faculdade apogeu";"faculdade apogeu";"";"brasilia";"federal district";"brasil";-15.78;"-47.93"
152;"instituto tecnológico e das ciências sociais aplicadas e da saúde do centro educ. n. srª auxiliadora";"instituto tecnologico e das ciencias sociais aplicadas e da saude do centro educ n sr auxiliadora";"";"campos dos goytacazes";"rio de janeiro";"brasil";-21.754;"-41.324"
32;"faculdade do vale elvira dayrell - faved";"faculdade do vale elvira dayrell";"faved";"virginopolis";"minas gerais";"brasil";-18.823;"-42.704"
26;"faculdade jk - unidade i - gama";"faculdade jk unidade i gama";"";"brasilia";"federal district";"brasil";-15.78;"-47.93"
48;"faculdade de ciências da fundação instituto tecnológico de osasco";"faculdade de ciencias da fundacao instituto tecnologico de osasco";"";"osasco";"sao paulo";"brasil";-23.533;"-46.792"
55;"faculdade estadual de ciências econômicas de apucarana";"faculdade estadual de ciencias economicas de apucarana";"";"apucarana";"parana";"brasil";-23.551;"-51.461"
62;"instituto de educação e ensino superior de samambaia";"instituto de educacao e ensino superior de samambaia";"";"brasilia";"federal district";"brasil";-15.78;"-47.93"
63;"faculdade de tecnologia senai florianópolis";"faculdade de tecnologia senai florianopolis";"";"florianopolis";"santa catarina";"brasil";-27.597;"-48.549"
184;"universidade municipal de são caetano do sul";"universidade municipal de sao caetano do sul";"uscs";"sao caetano do sul";"sao paulo";"brasil";-23.623;"-46.551"
81;"faculdade de sorriso";"faculdade de sorriso";"";"sorriso";"mato grosso";"brasil";-12.545;"-55.711"
84;"faculdade paulista de pesquisa e ensino superior";"faculdade paulista de pesquisa e ensino superior";"";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
92;"faculdades integradas dos campos gerais";"faculdades integradas dos campos gerais";"";"ponta grossa";"parana";"brasil";-25.095;"-50.162"
137;"instituto nacional de ensino superior e pós-graduação padre gervásio";"instituto nacional de ensino superior e pos graduacao padre gervasio";"";"pouso alegre";"minas gerais";"brasil";-22.23;"-45.936"
113;"faculdade de tecnologia cachoeiro de itapemirim";"faculdade de tecnologia cachoeiro de itapemirim";"";"cachoeiro de itapemirim";"espirito Santo";"brasil";-20.849;"-41.113"
122;"instituto superior de educação da serra";"instituto superior de educacao da serra";"";"serra";"espirito Santo";"brasil";-20.129;"-40.308"
125;"faculdade de administração";"faculdade de administracao";"";"araguaina";"tocantins";"brasil";-7.191;"-48.207"
126;"faculdade de administração da fespsp";"faculdade de administracao da fespsp";"";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
132;"centro universitário metropolitano de são paulo";"centro universitario metropolitano de sao paulo";"";"guarulhos";"sao paulo";"brasil";-23.463;"-46.533"
97;"faculdade união araruama de ensino s/s ltda.";"faculdade uniao araruama de ensino s s ltda";"";"araruama";"rio de janeiro";"brasil";-22.873;"-42.343"
783;"faculdade de filosofia, ciências e letras do alto são francisco";"faculdade de filosofia ciencias e letras do alto sao francisco";"";"luz";"minas gerais";"brasil";-19.801;"-45.686"
2369;"faculdade de educação são francisco";"faculdade de educacao sao francisco";"";"pedreiras";"maranhao";"brasil";-4.574;"-44.597"
503;"universidade regional de blumenau";"universidade regional de blumenau";"furb";"blumenau";"santa catarina";"brasil";-26.919;"-49.066"
246;"faculdade de tecnologia de catalão";"faculdade de tecnologia de catalao";"";"catalao";"goias";"brasil";-18.17;"-47.942"
310;"centro universitário municipal de são josé";"centro universitario municipal de sao jose";"";"sao jose";"santa catarina";"brasil";-27.615;"-48.628"
375;"faculdade modelo";"faculdade modelo";"";"curitiba";"parana";"brasil";-25.428;"-49.273"
380;"faculdade de tecnologia de indaiatuba";"faculdade de tecnologia de indaiatuba";"";"indaiatuba";"sao paulo";"brasil";-23.09;"-47.218"
444;"instituto superior de educação de salgueiro";"instituto superior de educacao de salgueiro";"";"salgueiro";"pernambuco";"brasil";-8.067;"-39.12"
566;"faculdade tobias barreto";"faculdade tobias barreto";"";"aracaju";"sergipe";"brasil";-10.911;"-37.072"
574;"faculdades integradas da união educacional do planalto central - faciplac";"faculdades integradas da uniao educacional do planalto central";"faciplac";"brasilia";"federal district";"brasil";-15.78;"-47.93"
633;"faculdade de ciências sociais aplicadas do vale do são lourenço";"faculdade de ciencias sociais aplicadas do vale do sao lourenco";"";"jaciara";"mato grosso";"brasil";-15.965;"-54.968"
694;"instituto católico de estudos superiores do piauí";"instituto catolico de estudos superiores do piaui";"";"teresina";"piaui";"brasil";-5.089;"-42.802"
753;"faculdade de tecnologia senai cic";"faculdade de tecnologia senai cic";"";"curitiba";"parana";"brasil";-25.428;"-49.273"
34;"faculdade de tecnologia de tatuí - prof. wilson roberto ribeiro de camargo";"faculdade de tecnologia de tatui prof wilson roberto ribeiro de camargo";"";"tatui";"sao paulo";"brasil";-23.356;"-47.857"
2368;"faculdade católica dom orione";"faculdade catolica dom orione";"";"araguaina";"tocantins";"brasil";-7.191;"-48.207"
2370;"faculdade de direito de alta floresta";"faculdade de direito de alta floresta";"";"alta floresta";"mato grosso";"brasil";-9.876;"-56.086"
71;"pontifícia universidade católica de são paulo";"pontificia universidade catolica de sao paulo";"puc-sp";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
2371;"faculdade batista brasileira";"faculdade batista brasileira";"";"salvador";"bahia";"brasil";-12.971;"-38.511"
2373;"universidade estadual de ciências da saúde de alagoas - uncisal";"universidade estadual de ciencias da saude de alagoas";"uncisal";"maceio";"alagoas";"brasil";-9.666;"-35.735"
181;"faculdade de filosofia, ciências e letras de ibitinga";"faculdade de filosofia ciencias e letras de ibitinga";"";"ibitinga";"sao paulo";"brasil";-21.758;"-48.829"
1483;"faculdade de ciências sociais aplicadas de belo horizonte";"faculdade de ciencias sociais aplicadas de belo horizonte";"";"belo horizonte";"minas gerais";"brasil";-19.817;"-43.956"
1540;"faculdade cenecista de osório";"faculdade cenecista de osorio";"";"osorio";"rio grande do sul";"brasil";-29.887;"-50.27"
1596;"faculdade de serviço social de passos";"faculdade de servico social de passos";"";"passos";"minas gerais";"brasil";-20.719;"-46.61"
2204;"faculdade de tecnologia dr. thomaz novelino";"faculdade de tecnologia dr thomaz novelino";"";"franca";"sao paulo";"brasil";-20.539;"-47.401"
1655;"faculdade salesiana maria auxiliadora";"faculdade salesiana maria auxiliadora";"";"macae";"rio de janeiro";"brasil";-22.371;"-41.787"
1712;"universidade federal de goiás";"universidade federal de goias";"ufg";"goiania";"goias";"brasil";-16.679;"-49.254"
1769;"faculdade de tecnologia senai joinville";"faculdade de tecnologia senai joinville";"";"joinville";"santa catarina";"brasil";-26.304;"-48.846"
1824;"faculdades integradas pitágoras";"faculdades integradas pitagoras";"";"montes claros";"minas gerais";"brasil";-16.735;"-43.862"
1827;"faculdade de ciências agrárias e da saúde";"faculdade de ciencias agrarias e da saude";"";"lauro de freitas";"bahia";"brasil";-12.894;"-38.327"
818;"universidade de taubaté";"universidade de taubate";"unitau";"taubate";"sao paulo";"brasil";-23.026;"-45.555"
1881;"faculdade de tecnologia senai toledo";"faculdade de tecnologia senai toledo";"";"toledo";"parana";"brasil";-24.714;"-53.743"
1937;"faculdade de saúde de são paulo";"faculdade de saude de sao paulo";"";"penapolis";"sao paulo";"brasil";-21.42;"-50.078"
1939;"faculdade de ciências econômicas e administrativas de vila velha";"faculdade de ciencias economicas e administrativas de vila velha";"";"vila velha";"espirito Santo";"brasil";-20.33;"-40.292"
1991;"faculdade de filosofia ciências e letras de são josé do rio pardo";"faculdade de filosofia ciencias e letras de sao jose do rio pardo";"";"sao jose do rio pardo";"sao paulo";"brasil";-21.596;"-46.889"
2044;"faculdade de ciências administrativas e contábeis de itabira";"faculdade de ciencias administrativas e contabeis de itabira";"";"itabira";"minas gerais";"brasil";-19.619;"-43.227"
2096;"faculdade de ciências contábeis e de administração de empresas";"faculdade de ciencias contabeis e de administracao de empresas";"";"rio de janeiro";"rio de janeiro";"brasil";-22.903;"-43.208"
2150;"instituto de ensino superior do sul do maranhão";"instituto de ensino superior do sul do maranhao";"";"imperatriz";"maranhao";"brasil";-5.526;"-47.476"
2151;"instituto de ensino superior presidente tancredo de almeida neves";"instituto de ensino superior presidente tancredo de almeida neves";"";"sao joao del rei";"minas gerais";"brasil";-21.136;"-44.262"
2367;"faculdade de tecnologia ibta - são josé dos campos";"faculdade de tecnologia ibta sao jose dos campos";"";"sao jose dos campos";"sao paulo";"brasil";-23.179;"-45.887"
2258;"faculdade pitágoras de uberlândia";"faculdade pitagoras de uberlandia";"";"uberlandia";"minas gerais";"brasil";-18.919;"-48.277"
2315;"faculdade de ciências humanas de pernambuco";"faculdade de ciencias humanas de pernambuco";"";"recife";"pernambuco";"brasil";-8.054;"-34.881"
217;"pontifícia universidade católica de minas gerais";"pontificia universidade catolica de minas gerais";"puc-mg";"belo horizonte";"minas gerais";"brasil";-19.817;"-43.956"
880;"faculdade orígenes lessa";"faculdade origenes lessa";"";"lencois paulista";"sao paulo";"brasil";-22.599;"-48.8"
127;"faculdade de administração de assis";"faculdade de administracao de assis";"";"assis";"sao paulo";"brasil";-22.662;"-50.412"
129;"faculdade de comunicação pitágoras unidade guarapari";"faculdade de comunicacao pitagoras unidade guarapari";"";"guarapari";"espirito Santo";"brasil";-20.658;"-40.511"
943;"centro de ensino superior do vale do parnaíba";"centro de ensino superior do vale do parnaiba";"";"teresina";"piaui";"brasil";-5.089;"-42.802"
1597;"faculdade de tecnologia de pompeia - shunji nishimura";"faculdade de tecnologia de pompeia shunji nishimura";"";"pompeia";"sao paulo";"brasil";-22.109;"-50.172"
1194;"faculdade de paulínia";"faculdade de paulinia";"";"paulinia";"sao paulo";"brasil";-22.761;"-47.154"
1196;"faculdade católica nossa senhora das vitórias";"faculdade catolica nossa senhora das vitorias";"";"acu";"rio grande do norte";"brasil";-5.577;"-36.909"
1255;"faculdades integradas iesgo";"faculdades integradas iesgo";"";"formosa";"goias";"brasil";-15.537;"-47.334"
1311;"faculdade de educação de porto velho";"faculdade de educacao de porto velho";"";"porto velho";"rondonia";"brasil";-8.762;"-63.904"
1376;"faculdade de computação e informática da fundação armando alvares penteado";"faculdade de computacao e informatica da fundacao armando alvares penteado";"";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
1426;"faculdades integradas da vitória de santo antão";"faculdades integradas da vitoria de santo antao";"";"vitoria de santo antao";"pernambuco";"brasil";-8.118;"-35.291"
1071;"faculdade de engenharia de sorocaba";"faculdade de engenharia de sorocaba";"";"sorocaba";"sao paulo";"brasil";-23.502;"-47.458"
193;"faculdade de direito de contagem";"faculdade de direito de contagem";"";"contagem";"minas gerais";"brasil";-19.932;"-44.054"
200;"faculdade são francisco de juazeiro";"faculdade sao francisco de juazeiro";"";"juazeiro";"bahia";"brasil";-9.414;"-40.503"
204;"faculdade de enfermagem são vicente de paula";"faculdade de enfermagem sao vicente de paula";"";"joao pessoa";"paraiba";"brasil";-7.115;"-34.863"
210;"faculdade presidente antônio carlos de almenara";"faculdade presidente antonio carlos de almenara";"";"almenara";"minas gerais";"brasil";-16.184;"-40.694"
1009;"faculdades pitágoras unidade guarapari";"faculdades pitagoras unidade guarapari";"";"guarapari";"espirito Santo";"brasil";-20.658;"-40.511"
223;"faculdade de enfermagem luiza de marillac";"faculdade de enfermagem luiza de marillac";"";"rio de janeiro";"rio de janeiro";"brasil";-22.903;"-43.208"
1880;"universidade potiguar";"universidade potiguar";"unp";"natal";"rio grande do norte";"brasil";-5.795;"-35.209"
944;"faculdade de administração ciências econ e contábeis de guaratinguetá";"faculdade de administracao ciencias econ e contabeis de guaratingueta";"faceag";"guaratingueta";"sao paulo";"brasil";-22.816;"-45.193"
1133;"faculdade teológica da assembléia de deus em curitiba";"faculdade teologica da assembleia de deus em curitiba";"";"curitiba";"parana";"brasil";-25.428;"-49.273"
254;"instituto superior de educação de goiana";"instituto superior de educacao de goiana";"";"goiana";"pernambuco";"brasil";-7.561;"-35.003"
259;"faculdade de tecnologia interamérica";"faculdade de tecnologia interamerica";"";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
265;"faculdade arthur sá earp neto";"faculdade arthur sa earp neto";"";"petropolis";"rio de janeiro";"brasil";-22.505;"-43.179"
268;"instituto superior de educação de são paulo";"instituto superior de educacao de sao paulo";"";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
275;"universidade federal de uberlândia";"universidade federal de uberlandia";"ufu";"uberlandia";"minas gerais";"brasil";-18.919;"-48.277"
282;"faculdade de santa catarina";"faculdade de santa catarina";"";"sao jose";"santa catarina";"brasil";-27.615;"-48.628"
286;"faculdade de tecnologia álvares de azevedo";"faculdade de tecnologia alvares de azevedo";"";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
294;"faculdade anglicana de erechim";"faculdade anglicana de erechim";"";"erechim";"rio grande do sul";"brasil";-27.634;"-52.274"
299;"faculdade católica de fortaleza";"faculdade catolica de fortaleza";"";"fortaleza";"ceara";"brasil";-3.717;"-38.543"
303;"faculdade de tecnologia pastor dohms";"faculdade de tecnologia pastor dohms";"";"porto alegre";"rio grande do sul";"brasil";-30.033;"-51.23"
309;"união de ensino superior de nova mutum";"uniao de ensino superior de nova mutum";"";"nova mutum";"mato grosso";"brasil";-13.838;"-56.084"
316;"faculdades integradas de ponta porã";"faculdades integradas de ponta pora";"";"ponta pora";"mato grosso do sul";"brasil";-22.536;"-55.726"
321;"faculdade educacional de cornélio procópio";"faculdade educacional de cornelio procopio";"";"cornelio procopio";"parana";"brasil";-23.181;"-50.647"
328;"faculdades integradas adventistas de minas gerais";"faculdades integradas adventistas de minas gerais";"";"lavras";"minas gerais";"brasil";-21.245;"-45"
337;"faculdade de mirandópolis";"faculdade de mirandopolis";"";"mirandopolis";"sao paulo";"brasil";-21.134;"-51.102"
340;"faculdade de ciências sociais aplicadas de cascavel";"faculdade de ciencias sociais aplicadas de cascavel";"";"cascavel";"parana";"brasil";-24.956;"-53.455"
348;"faculdade santo antônio de pádua";"faculdade santo antonio de padua";"";"santo antonio de padua";"rio de janeiro";"brasil";-21.539;"-42.18"
357;"faculdade de ciência e educação do caparaó";"faculdade de ciencia e educacao do caparao";"";"guacui";"espirito Santo";"brasil";-20.776;"-41.679"
362;"faculdade de ciências sociais aplicadas - facisa";"faculdade de ciencias sociais aplicadas";"facisa";"campina grande";"paraiba";"brasil";-7.231;"-35.881"
410;"instituto federal de educação, ciência e tecnologia do pará";"instituto federal de educacao ciencia e tecnologia do para";"ifpa";"belem";"para";"brasil";-1.456;"-48.504"
386;"faculdades integradas de cataguases";"faculdades integradas de cataguases";"";"cataguases";"minas gerais";"brasil";-21.389;"-42.697"
393;"faculdade de ciências exatas e humanas da campanha";"faculdade de ciencias exatas e humanas da campanha";"";"campanha";"minas gerais";"brasil";-21.836;"-45.401"
401;"faculdades integradas associação de ensino de santa catarina";"faculdades integradas associacao de ensino de santa catarina";"";"florianopolis";"santa catarina";"brasil";-27.597;"-48.549"
430;"universidade salgado de oliveira";"universidade salgado de oliveira";"universo";"sao goncalo";"rio de janeiro";"brasil";-22.827;"-43.054"
424;"universidade federal de campina grande";"universidade federal de campina grande";"ufcg";"campina grande";"paraiba";"brasil";-7.231;"-35.881"
467;"instituto tecnológico de aeronáutica";"instituto tecnologico de aeronautica";"ita";"sao jose dos campos";"sao paulo";"brasil";-23.179;"-45.887"
439;"faculdade santa amélia";"faculdade santa amelia";"";"ponta grossa";"parana";"brasil";-25.095;"-50.162"
451;"faculdades integradas da união de ensino superior certo";"faculdades integradas da uniao de ensino superior certo";"";"brasilia";"federal district";"brasil";-15.78;"-47.93"
312;"faculdade sant´anna de salto";"faculdade sant anna de salto";"";"salto";"sao paulo";"brasil";-23.201;"-47.287"
521;"faculdade escola paulista de direito";"faculdade escola paulista de direito";"facepd";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
474;"faculdade guilherme guimbala";"faculdade guilherme guimbala";"";"joinville";"santa catarina";"brasil";-26.304;"-48.846"
458;"faculdade ibgen - instituto brasileiro de gestão de negócios";"faculdade ibgen instituto brasileiro de gestao de negocios";"";"porto alegre";"rio grande do sul";"brasil";-30.033;"-51.23"
488;"faculdade de arte e design";"faculdade de arte e design";"";"divinopolis";"minas gerais";"brasil";-20.139;"-44.884"
493;"faculdade de tecnologia de teresina";"faculdade de tecnologia de teresina";"";"teresina";"piaui";"brasil";-5.089;"-42.802"
502;"faculdades unificadas de iúna";"faculdades unificadas de iuna";"";"iuna";"espirito Santo";"brasil";-20.346;"-41.536"
527;"faculdade bertioga";"faculdade bertioga";"";"bertioga";"sao paulo";"brasil";-23.854;"-46.139"
529;"faculdades integradas de tangará da serra";"faculdades integradas de tangara da serra";"";"tangara da serra";"mato grosso";"brasil";-14.619;"-57.486"
536;"faculdade metodista de teologia e ciências humanas da amazônia";"faculdade metodista de teologia e ciencias humanas da amazonia";"";"porto velho";"rondonia";"brasil";-8.762;"-63.904"
545;"faculdade barretos";"faculdade barretos";"";"barretos";"sao paulo";"brasil";-20.557;"-48.568"
548;"faculdade do norte pioneiro";"faculdade do norte pioneiro";"";"santo antonio da platina";"parana";"brasil";-23.295;"-50.077"
553;"faculdades integradas da upis";"faculdades integradas da upis";"";"brasilia";"federal district";"brasil";-15.78;"-47.93"
558;"faculdade metodista de santa maria";"faculdade metodista de santa maria";"";"santa maria";"rio grande do sul";"brasil";-29.684;"-53.807"
563;"instituto de educação superior da paraíba";"instituto de educacao superior da paraiba";"";"joao pessoa";"paraiba";"brasil";-7.115;"-34.863"
371;"faculdade unida de vitória";"faculdade unida de vitoria";"fuv";"vitoria";"espirito Santo";"brasil";-20.319;"-40.338"
477;"faculdade de ciências econômicas, administrativas e da computação dom bosco";"faculdade de ciencias economicas administrativas e da computacao dom bosco";"";"resende";"rio de janeiro";"brasil";-22.469;"-44.447"
185;"universidade federal rural de pernambuco";"universidade federal rural de pernambuco";"ufrpe";"recife";"pernambuco";"brasil";-8.054;"-34.881"
596;"faculdade novo hamburgo";"faculdade novo hamburgo";"";"novo hamburgo";"rio grande do sul";"brasil";-29.678;"-51.131"
741;"faculdade jk - brasília - unidade plano piloto";"faculdade jk brasilia unidade plano piloto";"";"brasilia";"federal district";"brasil";-15.78;"-47.93"
670;"faculdade eça de queiros";"faculdade eca de queiros";"";"jandira";"sao paulo";"brasil";-23.528;"-46.903"
690;"faculdade anhanguera de valparaíso";"faculdade anhanguera de valparaiso";"";"valparaiso de goias";"goias";"brasil";-16.066;"-47.979"
680;"instituto federal de educação, ciência e tecnologia de roraima";"instituto federal de educacao ciencia e tecnologia de roraima";"";"boa vista";"roraima";"brasil";2.82;"-60.673"
703;"faculdade de tecnologia de porto alegre";"faculdade de tecnologia de porto alegre";"";"porto alegre";"rio grande do sul";"brasil";-30.033;"-51.23"
708;"faculdade presidente antônio carlos de betim";"faculdade presidente antonio carlos de betim";"";"betim";"minas gerais";"brasil";-19.968;"-44.198"
715;"faculdade de filosofia ciências e letras de congonhas";"faculdade de filosofia ciencias e letras de congonhas";"";"congonhas";"minas gerais";"brasil";-20.5;"-43.858"
722;"faculdade de tecnologia senai itajaí";"faculdade de tecnologia senai itajai";"";"itajai";"santa catarina";"brasil";-26.908;"-48.662"
727;"faculdade de ciências jurídicas e sociais aplicadas do araguaia";"faculdade de ciencias juridicas e sociais aplicadas do araguaia";"";"barra do garcas";"mato grosso";"brasil";-15.89;"-52.257"
735;"instituto de ensino superior thathi";"instituto de ensino superior thathi";"";"aracatuba";"sao paulo";"brasil";-21.209;"-50.433"
