"id";"name";"name_ascii";"abbr";"city";"state";"country";"latitude";"longitude"
726;"faculdade internacional signorelli";"faculdade internacional signorelli";"";"rio de janeiro";"rio de janeiro";"brasil";-22.903;"-43.208"
728;"faculdade metropolitana de rio do sul";"faculdade metropolitana de rio do sul";"";"rio do sul";"santa catarina";"brasil";-27.214;"-49.643"
729;"faculdade de tecnologia de itapetininga - prof.antônio belizandro barbosa rezende";"faculdade de tecnologia de itapetininga prof antonio belizandro barbosa rezende";"";"itapetininga";"sao paulo";"brasil";-23.592;"-48.053"
730;"faculdade de tecnologia ibratec de joão pessoa";"faculdade de tecnologia ibratec de joao pessoa";"";"joao pessoa";"paraiba";"brasil";-7.115;"-34.863"
731;"faculdade dinâmica do vale do piranga";"faculdade dinamica do vale do piranga";"";"ponte nova";"minas gerais";"brasil";-20.416;"-42.909"
732;"faculdade são francisco de barreiras - fasb";"faculdade sao francisco de barreiras";"fasb";"barreiras";"bahia";"brasil";-12.153;"-44.99"
733;"escola superior de administração de empresas";"escola superior de administracao de empresas";"";"sao jose dos campos";"sao paulo";"brasil";-23.179;"-45.887"
734;"faculdade divinópolis";"faculdade divinopolis";"";"divinopolis";"minas gerais";"brasil";-20.139;"-44.884"
737;"faculdade jk - asa norte";"faculdade jk asa norte";"";"brasilia";"federal district";"brasil";-15.78;"-47.93"
743;"faculdade jk - unidade ii - gama";"faculdade jk unidade ii gama";"";"brasilia";"federal district";"brasil";-15.78;"-47.93"
738;"faculdade estácio de curitiba";"faculdade estacio de curitiba";"";"curitiba";"parana";"brasil";-25.428;"-49.273"
739;"faculdade estácio montessori de ibiúna";"faculdade estacio montessori de ibiuna";"";"ibiuna";"sao paulo";"brasil";-23.656;"-47.223"
747;"universidade nilton lins";"universidade nilton lins";"uninilton";"manaus";"amazonas";"brasil";-3.102;"-60.025"
742;"faculdade jk de tecnologia";"faculdade jk de tecnologia";"";"brasilia";"federal district";"brasil";-15.78;"-47.93"
705;"faculdade luso-brasileira";"faculdade luso brasileira";"";"carpina";"pernambuco";"brasil";-7.851;"-35.255"
744;"faculdade espírito santense";"faculdade espirito santense";"";"cariacica";"espirito Santo";"brasil";-20.264;"-40.42"
746;"faculdade espírito santense de ciências jurídicas";"faculdade espirito santense de ciencias juridicas";"";"cariacica";"espirito Santo";"brasil";-20.264;"-40.42"
748;"centro universitário franciscano";"centro universitario franciscano";"unifra";"santa maria";"rio grande do sul";"brasil";-29.684;"-53.807"
749;"centro universitário padre anchieta";"centro universitario padre anchieta";"";"jundiai";"sao paulo";"brasil";-23.186;"-46.884"
750;"faculdade santa terezinha";"faculdade santa terezinha";"";"brasilia";"federal district";"brasil";-15.78;"-47.93"
751;"faculdade fipecafi";"faculdade fipecafi";"";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
752;"faculdade de tecnologia de sorocaba";"faculdade de tecnologia de sorocaba";"";"sorocaba";"sao paulo";"brasil";-23.502;"-47.458"
695;"faculdade são bento do rio de janeiro";"faculdade sao bento do rio de janeiro";"";"rio de janeiro";"rio de janeiro";"brasil";-22.903;"-43.208"
696;"faculdade caraguá";"faculdade caragua";"";"caraguatatuba";"sao paulo";"brasil";-23.62;"-45.413"
697;"faculdade de direito da serra";"faculdade de direito da serra";"";"serra";"espirito Santo";"brasil";-20.129;"-40.308"
714;"universidade santa úrsula";"universidade santa ursula";"usu";"rio de janeiro";"rio de janeiro";"brasil";-22.903;"-43.208"
706;"centro universitário de araras -";"centro universitario de araras";"";"araras";"sao paulo";"brasil";-22.357;"-47.384"
700;"instituto superior de educação anísio teixeira";"instituto superior de educacao anisio teixeira";"";"ibirite";"minas gerais";"brasil";-20.022;"-44.059"
759;"instituto superior de educação elvira dayrell";"instituto superior de educacao elvira dayrell";"";"virginopolis";"minas gerais";"brasil";-18.823;"-42.704"
799;"centro universitário fecap";"centro universitario fecap";"unifecap";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
761;"instituto municipal de ensino superior de catanduva";"instituto municipal de ensino superior de catanduva";"";"catanduva";"sao paulo";"brasil";-21.138;"-48.973"
762;"faculdade capixaba de nova venécia";"faculdade capixaba de nova venecia";"";"nova venecia";"espirito Santo";"brasil";-18.711;"-40.401"
763;"faculdade cruz azul";"faculdade cruz azul";"";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
764;"faculdade cuiabá";"faculdade cuiaba";"";"cuiaba";"mato grosso";"brasil";-15.596;"-56.097"
766;"faculdade de colider";"faculdade de colider";"";"colider";"mato grosso";"brasil";-10.813;"-55.455"
767;"faculdade messianica";"faculdade messianica";"";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
768;"faculdade zumbi dos palmares";"faculdade zumbi dos palmares";"";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
769;"instituto superior de ensino e pesquisa de ituiutaba";"instituto superior de ensino e pesquisa de ituiutaba";"";"ituiutaba";"minas gerais";"brasil";-18.969;"-49.465"
770;"faculdade prudente de moraes";"faculdade prudente de moraes";"";"itu";"sao paulo";"brasil";-23.264;"-47.299"
772;"unidade de ensino superior dom bosco";"unidade de ensino superior dom bosco";"";"sao luis";"maranhao";"brasil";-2.53;"-44.303"
773;"faculdade das águas emendadas - fae";"faculdade das aguas emendadas";"fae";"brasilia";"federal district";"brasil";-15.78;"-47.93"
774;"faculdade itapuranga";"faculdade itapuranga";"";"itapuranga";"goias";"brasil";-15.562;"-49.949"
775;"faculdade pinhalzinho";"faculdade pinhalzinho";"";"pinhalzinho";"santa catarina";"brasil";-26.848;"-52.992"
776;"instituto superior de educação padrão";"instituto superior de educacao padrao";"";"goiania";"goias";"brasil";-16.679;"-49.254"
777;"faculdade do amazonas";"faculdade do amazonas";"";"manaus";"amazonas";"brasil";-3.102;"-60.025"
779;"instituto de ensino superior materdei";"instituto de ensino superior materdei";"";"manaus";"amazonas";"brasil";-3.102;"-60.025"
780;"instituto de filosofia e de teologia paulo vi";"instituto de filosofia e de teologia paulo vi";"";"nova iguacu";"rio de janeiro";"brasil";-22.759;"-43.451"
781;"instituto logos de educação superior";"instituto logos de educacao superior";"";"sao jose da tapera";"alagoas";"brasil";-9.558;"-37.381"
782;"faculdade de filosofia ciências e letras de ituverava";"faculdade de filosofia ciencias e letras de ituverava";"";"ituverava";"sao paulo";"brasil";-20.339;"-47.781"
784;"faculdade santo augusto";"faculdade santo augusto";"";"santo augusto";"rio grande do sul";"brasil";-27.851;"-53.777"
786;"faculdade de medicina estácio de juazeiro do norte";"faculdade de medicina estacio de juazeiro do norte";"";"juazeiro do norte";"ceara";"brasil";-7.213;"-39.315"
787;"faculdade de pará de minas";"faculdade de para de minas";"";"para de minas";"minas gerais";"brasil";-19.86;"-44.608"
788;"instituto superior do litoral do paraná";"instituto superior do litoral do parana";"";"paranagua";"parana";"brasil";-25.52;"-48.509"
789;"faculdade anhanguera de matão";"faculdade anhanguera de matao";"";"matao";"sao paulo";"brasil";-21.603;"-48.366"
790;"faculdade ruy barbosa";"faculdade ruy barbosa";"";"salvador";"bahia";"brasil";-12.971;"-38.511"
791;"faculdades integradas ipiranga";"faculdades integradas ipiranga";"";"belem";"para";"brasil";-1.456;"-48.504"
792;"faculdades integradas interamericanas";"faculdades integradas interamericanas";"";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
793;"faculdade santa marcelina";"faculdade santa marcelina";"";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
794;"faculdade serigy";"faculdade serigy";"";"aracaju";"sergipe";"brasil";-10.911;"-37.072"
796;"faculdade de odontologia";"faculdade de odontologia";"";"araguaina";"tocantins";"brasil";-7.191;"-48.207"
797;"faculdade rio sono";"faculdade rio sono";"";"pedro afonso";"tocantins";"brasil";-8.968;"-48.175"
801;"universidade do estado do amazonas";"universidade do estado do amazonas";"uea";"manaus";"amazonas";"brasil";-3.102;"-60.025"
800;"faculdade do sertão";"faculdade do sertao";"";"irece";"bahia";"brasil";-11.304;"-41.856"
802;"escola dominicana de teologia";"escola dominicana de teologia";"";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
803;"faculdade de imperatriz";"faculdade de imperatriz";"";"imperatriz";"maranhao";"brasil";-5.526;"-47.476"
804;"universidade federal do piauí";"universidade federal do piaui";"ufpi";"teresina";"piaui";"brasil";-5.089;"-42.802"
805;"faculdade de apucarana";"faculdade de apucarana";"";"apucarana";"parana";"brasil";-23.551;"-51.461"
806;"faculdade do sul";"faculdade do sul";"";"itabuna";"bahia";"brasil";-14.786;"-39.28"
807;"faculdade asces";"faculdade asces";"";"caruaru";"pernambuco";"brasil";-8.283;"-35.976"
809;"faculdade vale do salgado";"faculdade vale do salgado";"";"ico";"ceara";"brasil";-6.401;"-38.862"
810;"faculdade vizinhança vale do iguaçu";"faculdade vizinhanca vale do iguacu";"";"dois vizinhos";"parana";"brasil";-25.734;"-53.057"
811;"faculdade catuaí";"faculdade catuai";"";"cambe";"parana";"brasil";-23.276;"-51.278"
813;"faculdade angel vianna";"faculdade angel vianna";"";"rio de janeiro";"rio de janeiro";"brasil";-22.903;"-43.208"
814;"faculdade de arujá";"faculdade de aruja";"";"aruja";"sao paulo";"brasil";-23.396;"-46.321"
815;"faculdade projeção do guará";"faculdade projecao do guara";"";"brasilia";"federal district";"brasil";-15.78;"-47.93"
816;"faculdade nossa senhora de fátima";"faculdade nossa senhora de fatima";"";"caxias do sul";"rio grande do sul";"brasil";-29.168;"-51.179"
817;"faculdade do noroeste paranaense";"faculdade do noroeste paranaense";"";"nova esperanca";"parana";"brasil";-23.184;"-52.205"
754;"faculdade américa latina";"faculdade america latina";"";"caxias do sul";"rio grande do sul";"brasil";-29.168;"-51.179"
756;"faculdade de direito de passos";"faculdade de direito de passos";"";"passos";"minas gerais";"brasil";-20.719;"-46.61"
757;"faculdade de tecnologia de ourinhos";"faculdade de tecnologia de ourinhos";"";"ourinhos";"sao paulo";"brasil";-22.979;"-49.871"
760;"universidade estadual do norte fluminense darcy ribeiro";"universidade estadual do norte fluminense darcy ribeiro";"uenf";"campos dos goytacazes";"rio de janeiro";"brasil";-21.754;"-41.324"
758;"faculdade cbes";"faculdade cbes";"";"curitiba";"parana";"brasil";-25.428;"-49.273"
827;"faculdade de tecnologia do amapá";"faculdade de tecnologia do amapa";"";"macapa";"amapa";"brasil";0.039;"-51.066"
870;"universidade positivo";"universidade positivo";"up";"curitiba";"parana";"brasil";-25.428;"-49.273"
829;"faculdade sinop";"faculdade sinop";"";"sinop";"mato grosso";"brasil";-11.864;"-55.504"
830;"faculdade comunitária de carangola";"faculdade comunitaria de carangola";"";"carangola";"minas gerais";"brasil";-20.733;"-42.029"
832;"faculdade integrada euclides fernandes";"faculdade integrada euclides fernandes";"";"jequie";"bahia";"brasil";-13.858;"-40.084"
833;"faculdade paschoal dantas";"faculdade paschoal dantas";"";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
835;"faculdade da escada";"faculdade da escada";"";"escada";"pernambuco";"brasil";-8.359;"-35.224"
836;"centro universitário do norte";"centro universitario do norte";"";"manaus";"amazonas";"brasil";-3.102;"-60.025"
837;"faculdade eniac";"faculdade eniac";"";"guarulhos";"sao paulo";"brasil";-23.463;"-46.533"
838;"faculdades spei";"faculdades spei";"";"curitiba";"parana";"brasil";-25.428;"-49.273"
839;"faculdades magsul";"faculdades magsul";"";"ponta pora";"mato grosso do sul";"brasil";-22.536;"-55.726"
840;"faculdade cenecista de itaboraí";"faculdade cenecista de itaborai";"";"itaborai";"rio de janeiro";"brasil";-22.744;"-42.859"
841;"faculdade maringá";"faculdade maringa";"";"maringa";"parana";"brasil";-23.425;"-51.939"
842;"instituto de ensino superior blauro cardoso de mattos";"instituto de ensino superior blauro cardoso de mattos";"";"serra";"espirito Santo";"brasil";-20.129;"-40.308"
843;"faculdade são luís";"faculdade sao luis";"";"brusque";"santa catarina";"brasil";-27.098;"-48.918"
845;"faculdade integral cantareira";"faculdade integral cantareira";"";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
846;"faculdade arnaldo horácio ferreira";"faculdade arnaldo horacio ferreira";"";"luis eduardo magalhaes";"bahia";"brasil";-12.092;"-45.805"
847;"faculdade de artes plásticas da fundação armando alvares penteado";"faculdade de artes plasticas da fundacao armando alvares penteado";"";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
848;"faculdade maurício de nassau de lauro freitas";"faculdade mauricio de nassau de lauro freitas";"";"lauro de freitas";"bahia";"brasil";-12.894;"-38.327"
849;"faculdade pitágoras de contagem";"faculdade pitagoras de contagem";"";"contagem";"minas gerais";"brasil";-19.932;"-44.054"
850;"faculdade presidente antônio carlos de congonhas";"faculdade presidente antonio carlos de congonhas";"";"congonhas";"minas gerais";"brasil";-20.5;"-43.858"
851;"faculdade batista pioneira";"faculdade batista pioneira";"";"ijui";"rio grande do sul";"brasil";-28.388;"-53.915"
853;"escola superior nacional de seguros de são paulo";"escola superior nacional de seguros de sao paulo";"";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
854;"faculdade católica de santa catarina";"faculdade catolica de santa catarina";"";"florianopolis";"santa catarina";"brasil";-27.597;"-48.549"
855;"faculdade apoio";"faculdade apoio";"";"lauro de freitas";"bahia";"brasil";-12.894;"-38.327"
856;"faculdade fae blumenau";"faculdade fae blumenau";"";"blumenau";"santa catarina";"brasil";-26.919;"-49.066"
857;"instituto de estudos superiores da amazônia";"instituto de estudos superiores da amazonia";"";"belem";"para";"brasil";-1.456;"-48.504"
858;"centro universitário católico salesiano auxilium";"centro universitario catolico salesiano auxilium";"";"aracatuba";"sao paulo";"brasil";-21.209;"-50.433"
859;"faculdade de ciências jurídicas e gerenciais de garça";"faculdade de ciencias juridicas e gerenciais de garca";"";"garca";"sao paulo";"brasil";-22.211;"-49.656"
860;"faculdade marechal rondon";"faculdade marechal rondon";"";"sao manuel";"sao paulo";"brasil";-22.731;"-48.571"
861;"faculdade de mato grosso";"faculdade de mato grosso";"";"cuiaba";"mato grosso";"brasil";-15.596;"-56.097"
863;"faculdade de ensino superior santa barbara";"faculdade de ensino superior santa barbara";"";"tatui";"sao paulo";"brasil";-23.356;"-47.857"
864;"faculdade de ponta porã";"faculdade de ponta pora";"";"ponta pora";"mato grosso do sul";"brasil";-22.536;"-55.726"
865;"faculdade de tecnologia albert einstein";"faculdade de tecnologia albert einstein";"";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
866;"centro universitário metodista izabela hendrix";"centro universitario metodista izabela hendrix";"";"belo horizonte";"minas gerais";"brasil";-19.817;"-43.956"
867;"faculdade aldete maria alves";"faculdade aldete maria alves";"";"iturama";"minas gerais";"brasil";-19.728;"-50.196"
869;"faculdade campos elíseos";"faculdade campos eliseos";"";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
871;"universidade cruzeiro do sul";"universidade cruzeiro do sul";"unicsul";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
873;"universidade católica dom bosco";"universidade catolica dom bosco";"ucdb";"campo grande";"mato grosso do sul";"brasil";-20.443;"-54.646"
872;"faculdades integradas torricelli";"faculdades integradas torricelli";"";"guarulhos";"sao paulo";"brasil";-23.463;"-46.533"
874;"universidade do vale do itajaí";"universidade do vale do itajai";"univali";"itajai";"santa catarina";"brasil";-26.908;"-48.662"
877;"universidade de cuiabá";"universidade de cuiaba";"unic";"cuiaba";"mato grosso";"brasil";-15.596;"-56.097"
876;"universidade federal do oeste do pará";"universidade federal do oeste do para";"ufopa";"santarem";"para";"brasil";-2.443;"-54.708"
821;"faculdade meridional";"faculdade meridional";"imed";"passo fundo";"rio grande do sul";"brasil";-28.263;"-52.407"
878;"faculdade metropolitana de marabá";"faculdade metropolitana de maraba";"";"maraba";"para";"brasil";-5.369;"-49.118"
879;"faculdade união";"faculdade uniao";"";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
819;"faculdade associada brasil";"faculdade associada brasil";"";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
820;"faculdade evangélica de são paulo";"faculdade evangelica de sao paulo";"";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
828;"centro universitário de volta redonda";"centro universitario de volta redonda";"unifoa";"volta redonda";"rio de janeiro";"brasil";-22.523;"-44.104"
822;"faculdade sergipana";"faculdade sergipana";"";"aracaju";"sergipe";"brasil";-10.911;"-37.072"
826;"faculdade de tecnologia de osasco - prefeito hirant sanazar";"faculdade de tecnologia de osasco prefeito hirant sanazar";"";"osasco";"sao paulo";"brasil";-23.533;"-46.792"
888;"faculdade de farmácia e bioquímica";"faculdade de farmacia e bioquimica";"";"araguaina";"tocantins";"brasil";-7.191;"-48.207"
889;"faculdade de filosofia ciências e letras";"faculdade de filosofia ciencias e letras";"";"santa rita";"paraiba";"brasil";-7.114;"-34.978"
890;"faculdade de conchas";"faculdade de conchas";"";"conchas";"sao paulo";"brasil";-23.015;"-48.011"
891;"faculdade são francisco de assis";"faculdade sao francisco de assis";"";"porto alegre";"rio grande do sul";"brasil";-30.033;"-51.23"
892;"faculdade dos guararapes";"faculdade dos guararapes";"";"jaboatao dos guararapes";"pernambuco";"brasil";-8.113;"-35.015"
893;"faculdade dom alberto";"faculdade dom alberto";"";"santa cruz do sul";"rio grande do sul";"brasil";-29.718;"-52.426"
895;"faculdade gammon";"faculdade gammon";"";"paraguacu paulista";"sao paulo";"brasil";-22.413;"-50.576"
896;"faculdade gennari e peartree";"faculdade gennari e peartree";"";"pederneiras";"sao paulo";"brasil";-22.352;"-48.775"
897;"faculdade atual";"faculdade atual";"";"macapa";"amapa";"brasil";0.039;"-51.066"
899;"faculdade anchieta de ensino superior do paraná";"faculdade anchieta de ensino superior do parana";"";"curitiba";"parana";"brasil";-25.428;"-49.273"
900;"faculdade avec de vilhena";"faculdade avec de vilhena";"";"vilhena";"rondonia";"brasil";-12.741;"-60.146"
901;"faculdade béthencourt da silva";"faculdade bethencourt da silva";"";"rio de janeiro";"rio de janeiro";"brasil";-22.903;"-43.208"
902;"faculdade betim";"faculdade betim";"";"betim";"minas gerais";"brasil";-19.968;"-44.198"
903;"faculdade cambury de formosa";"faculdade cambury de formosa";"";"formosa";"goias";"brasil";-15.537;"-47.334"
904;"faculdade católica de anápolis";"faculdade catolica de anapolis";"";"anapolis";"goias";"brasil";-16.327;"-48.953"
906;"instituto de educação superior raimundo sá";"instituto de educacao superior raimundo sa";"";"picos";"piaui";"brasil";-7.077;"-41.467"
908;"faculdade monteiro lobato";"faculdade monteiro lobato";"";"porto alegre";"rio grande do sul";"brasil";-30.033;"-51.23"
909;"faculdade padre anchieta de cajamar";"faculdade padre anchieta de cajamar";"";"cajamar";"sao paulo";"brasil";-23.356;"-46.877"
910;"faculdade do tapajós";"faculdade do tapajos";"";"itaituba";"para";"brasil";-4.276;"-55.984"
912;"faculdade de formação de professores de penedo";"faculdade de formacao de professores de penedo";"";"penedo";"alagoas";"brasil";-10.29;"-36.586"
913;"faculdade de mantena";"faculdade de mantena";"";"mantena";"minas gerais";"brasil";-18.782;"-40.98"
914;"faculdade de marília";"faculdade de marilia";"";"marilia";"sao paulo";"brasil";-22.214;"-49.946"
915;"faculdade de tecnologia do ipiranga";"faculdade de tecnologia do ipiranga";"";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
917;"universidade braz cubas";"universidade braz cubas";"";"mogi das cruzes";"sao paulo";"brasil";-23.523;"-46.188"
918;"faculdade presidente antônio carlos de ubá";"faculdade presidente antonio carlos de uba";"";"uba";"minas gerais";"brasil";-21.12;"-42.943"
919;"faculdade três de maio";"faculdade tres de maio";"";"tres de maio";"rio grande do sul";"brasil";-27.773;"-54.24"
920;"faculdade de engenharia de resende";"faculdade de engenharia de resende";"";"resende";"rio de janeiro";"brasil";-22.469;"-44.447"
921;"faculdades esefap";"faculdades esefap";"";"tupa";"sao paulo";"brasil";-21.935;"-50.514"
922;"faculdade são vicente";"faculdade sao vicente";"";"pao de acucar";"alagoas";"brasil";-9.748;"-37.437"
925;"faculdade tamandaré";"faculdade tamandare";"";"goiania";"goias";"brasil";-16.679;"-49.254"
926;"faculdade castelo branco";"faculdade castelo branco";"";"colatina";"espirito Santo";"brasil";-19.539;"-40.631"
928;"faculdades integradas stella maris de andradina";"faculdades integradas stella maris de andradina";"";"andradina";"sao paulo";"brasil";-20.896;"-51.379"
929;"escola superior de ciências da santa casa de misericórdia de vitória";"escola superior de ciencias da santa casa de misericordia de vitoria";"";"vitoria";"espirito Santo";"brasil";-20.319;"-40.338"
930;"faculdade corporativa cespi";"faculdade corporativa cespi";"";"piraju";"sao paulo";"brasil";-23.194;"-49.384"
931;"faculdade cristo rei";"faculdade cristo rei";"";"cornelio procopio";"parana";"brasil";-23.181;"-50.647"
933;"faculdade de administração da fundação armando alvares penteado";"faculdade de administracao da fundacao armando alvares penteado";"";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
934;"faculdade de biblioteconomia e ciência da informação";"faculdade de biblioteconomia e ciencia da informacao";"";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
935;"faculdade metropolitana";"faculdade metropolitana";"";"porto velho";"rondonia";"brasil";-8.762;"-63.904"
936;"centro universitário de votuporanga";"centro universitario de votuporanga";"";"votuporanga";"sao paulo";"brasil";-20.423;"-49.973"
937;"instituto superior de educação ceres";"instituto superior de educacao ceres";"";"sao jose do rio preto";"sao paulo";"brasil";-20.82;"-49.379"
938;"faculdade do sul da bahia";"faculdade do sul da bahia";"";"teixeira de freitas";"bahia";"brasil";-17.535;"-39.742"
940;"centro de ensino superior de uberaba";"centro de ensino superior de uberaba";"";"uberaba";"minas gerais";"brasil";-19.748;"-47.932"
941;"faculdade sete de setembro";"faculdade sete de setembro";"";"fortaleza";"ceara";"brasil";-3.717;"-38.543"
942;"centro de ensino superior de vitória";"centro de ensino superior de vitoria";"";"vitoria";"espirito Santo";"brasil";-20.319;"-40.338"
881;"faculdade santíssimo sacramento";"faculdade santissimo sacramento";"";"alagoinhas";"bahia";"brasil";-12.136;"-38.419"
882;"escola superior da amazônia";"escola superior da amazonia";"";"belem";"para";"brasil";-1.456;"-48.504"
883;"faculdade ibmec distrito federal";"faculdade ibmec distrito federal";"";"brasilia";"federal district";"brasil";-15.78;"-47.93"
924;"faculdade novos horizontes";"faculdade novos horizontes";"fnh";"belo horizonte";"minas gerais";"brasil";-19.817;"-43.956"
907;"faculdade de filosofia, ciências e letras de itapetininga";"faculdade de filosofia ciencias e letras de itapetininga";"";"itapetininga";"sao paulo";"brasil";-23.592;"-48.053"
887;"faculdade de ensino superior km 125";"faculdade de ensino superior km 125";"";"cornelio procopio";"parana";"brasil";-23.181;"-50.647"
951;"faculdade intesp";"faculdade intesp";"";"ipaussu";"sao paulo";"brasil";-23.057;"-49.626"
952;"faculdade do vale do jaguaribe";"faculdade do vale do jaguaribe";"";"aracati";"ceara";"brasil";-4.562;"-37.77"
953;"universidade federal da paraíba";"universidade federal da paraiba";"ufpb";"joao pessoa";"paraiba";"brasil";-7.115;"-34.863"
954;"faculdade são salvador";"faculdade sao salvador";"";"salvador";"bahia";"brasil";-12.971;"-38.511"
955;"faculdade educacional de araucária";"faculdade educacional de araucaria";"";"araucaria";"parana";"brasil";-25.593;"-49.41"
956;"faculdade facmil";"faculdade facmil";"";"sao jose do rio preto";"sao paulo";"brasil";-20.82;"-49.379"
957;"faculdade juiz de fora";"faculdade juiz de fora";"";"juiz de fora";"minas gerais";"brasil";-21.764;"-43.35"
958;"faculdade machado sobrinho";"faculdade machado sobrinho";"";"juiz de fora";"minas gerais";"brasil";-21.764;"-43.35"
960;"faculdade são tomás de aquino";"faculdade sao tomas de aquino";"";"palmeira dos indios";"alagoas";"brasil";-9.407;"-36.628"
961;"instituto educacional de castro";"instituto educacional de castro";"";"castro";"parana";"brasil";-24.791;"-50.012"
962;"faculdade de são lourenço";"faculdade de sao lourenco";"";"sao lourenco";"minas gerais";"brasil";-22.116;"-45.054"
963;"faculdade de são vicente";"faculdade de sao vicente";"";"sao vicente";"sao paulo";"brasil";-23.963;"-46.392"
964;"faculdade do centro leste";"faculdade do centro leste";"";"serra";"espirito Santo";"brasil";-20.129;"-40.308"
965;"faculdade max planck";"faculdade max planck";"";"indaiatuba";"sao paulo";"brasil";-23.09;"-47.218"
967;"faculdade anhanguera de cuiabá";"faculdade anhanguera de cuiaba";"";"cuiaba";"mato grosso";"brasil";-15.596;"-56.097"
969;"faculdade mercúrio";"faculdade mercurio";"";"rio de janeiro";"rio de janeiro";"brasil";-22.903;"-43.208"
971;"faculdade de rondônia";"faculdade de rondonia";"";"porto velho";"rondonia";"brasil";-8.762;"-63.904"
972;"faculdade novo milênio";"faculdade novo milenio";"";"vila velha";"espirito Santo";"brasil";-20.33;"-40.292"
973;"faculdade pitágoras de divinópolis - fpd";"faculdade pitagoras de divinopolis";"fpd";"divinopolis";"minas gerais";"brasil";-20.139;"-44.884"
974;"faculdade pitágoras de londrina";"faculdade pitagoras de londrina";"";"londrina";"parana";"brasil";-23.31;"-51.163"
988;"universidade de santo amaro";"universidade de santo amaro";"unisa";"sao paulo";"sao paulo";"brasil";-23.548;"-46.636"
976;"faculdade ateneu";"faculdade ateneu";"";"fortaleza";"ceara";"brasil";-3.717;"-38.543"
978;"faculdade de informática de cuiabá";"faculdade de informatica de cuiaba";"";"cuiaba";"mato grosso";"brasil";-15.596;"-56.097"
979;"faculdade pio décimo";"faculdade pio decimo";"";"aracaju";"sergipe";"brasil";-10.911;"-37.072"
980;"faculdades unificadas de foz do iguaçu";"faculdades unificadas de foz do iguacu";"";"foz do iguacu";"parana";"brasil";-25.548;"-54.588"
982;"faculdades universitas";"faculdades universitas";"";"santos";"sao paulo";"brasil";-23.961;"-46.334"
983;"faculdade dom bosco";"faculdade dom bosco";"";"curitiba";"parana";"brasil";-25.428;"-49.273"
985;"faculdade santo agostinho de sete lagoas";"faculdade santo agostinho de sete lagoas";"";"sete lagoas";"minas gerais";"brasil";-19.466;"-44.247"
986;"faculdades integradas desembargador sávio brandão - fausb";"faculdades integradas desembargador savio brandao";"fausb";"varzea grande";"mato grosso";"brasil";-15.647;"-56.133"
987;"centro de estudos superiores aprendiz";"centro de estudos superiores aprendiz";"";"barbacena";"minas gerais";"brasil";-21.226;"-43.774"
999;"universidade de sorocaba";"universidade de sorocaba";"uniso";"sorocaba";"sao paulo";"brasil";-23.502;"-47.458"
989;"faculdade network";"faculdade network";"";"nova odessa";"sao paulo";"brasil";-22.778;"-47.296"
991;"faculdade de administração e artes de limeira";"faculdade de administracao e artes de limeira";"";"limeira";"sao paulo";"brasil";-22.565;"-47.402"
992;"faculdade do bico do papagaio";"faculdade do bico do papagaio";"";"augustinopolis";"tocantins";"brasil";-5.466;"-47.888"
993;"faculdade do médio parnaíba";"faculdade do medio parnaiba";"";"sao pedro do piaui";"piaui";"brasil";-5.929;"-42.719"
994;"faculdade mineirense";"faculdade mineirense";"";"mineiros";"goias";"brasil";-17.569;"-52.551"
996;"faculdade educacional araucária";"faculdade educacional araucaria";"";"curitiba";"parana";"brasil";-25.428;"-49.273"
997;"faculdade educacional de ponta grossa";"faculdade educacional de ponta grossa";"";"ponta grossa";"parana";"brasil";-25.095;"-50.162"
998;"faculdade estácio de sá de vila velha";"faculdade estacio de sa de vila velha";"";"vila velha";"espirito Santo";"brasil";-20.33;"-40.292"
947;"universidade estadual do oeste do paraná";"universidade estadual do oeste do parana";"unioeste";"cascavel";"parana";"brasil";-24.956;"-53.455"
1000;"faculdade de realeza";"faculdade de realeza";"";"realeza";"parana";"brasil";-25.767;"-53.527"
1002;"faculdade de inhumas - fac-mais";"faculdade de inhumas";"fac-mais";"inhumas";"goias";"brasil";-16.358;"-49.496"
