url,rank,country,presence,impact,openness,excellence
http://www.iliauni.edu.ge/,2602,ge,2902,3556,1934,3826
http://www.usj.edu.lb/,2603,lb,2403,4695,3284,2733
http://www.kogakuin.ac.jp/,2604,jp,3614,3866,4433,2564
http://www.ikiu.ac.ir/,2605,ir,1751,5611,4920,1961
http://www.nmbu.no/,2606,no,2301,8588,6619,626
http://www.wmu.edu.cn/,2607,cn,6299,6001,4816,1147
http://www.mrt.ac.lk/,2608,lk,3933,5109,599,3596
http://www.une.edu/,2609,us,3939,2727,3129,3695
http://www.augsburg.edu/,2610,us,3039,2647,5124,3272
http://www.nara-edu.ac.jp/,2611,jp,3832,2763,1557,4421
http://www.fh-jena.de/,2612,de,6313,3112,3629,2891
http://www.ur.edu.pl/,2613,pl,1702,8527,1704,2061
http://www.bisu.edu.cn/,2614,cn,5187,960,5253,4808
http://www.tyust.edu.cn/,2615,cn,3469,1985,13206,2041
http://www.utaipei.edu.tw/,2616,tw,1402,6876,1931,2586
http://www.sict.edu.cn/,2617,cn,3331,313,9566,5414
http://www.anhanguera.com/,2618,br,5163,3146,380,4808
http://www.wou.edu/,2619,us,3740,2373,1536,4808
http://www.ufrb.edu.br/,2620,br,3217,3954,2387,3353
http://www.sgmtu.edu.cn/,2621,cn,7798,702,3618,5414
http://www.hdm-stuttgart.de/,2622,de,1675,2013,3416,4808
http://www.mgsu.ru/,2623,ru,178,3983,2654,4421
http://www.jkuat.ac.ke/,2624,ke,2105,7283,1335,2564
http://www.uoradea.ro/,2625,ro,8200,5666,1127,2396
http://www.uva.fi/,2626,fi,6338,5068,2560,2252
http://www.kiau.ac.ir/,2627,ir,3831,6362,2622,1997
http://www.ysu.am/,2628,am,1984,7247,1792,2396
http://www.ue.wroc.pl/,2629,pl,3758,3914,2724,3133
http://www.wooster.edu/,2630,us,3110,2224,1025,5414
http://www.uncp.edu/,2631,us,4134,2383,4505,3500
http://www.unite.it/,2632,it,2624,5051,5645,1867
http://www.suu.edu/,2633,us,2989,2317,3406,4158
http://www.cu.ac.kr/,2634,kr,1246,3920,10183,1735
http://www.uesc.br/,2635,br,4270,6380,1891,2269
http://www.sisu.edu.cn/,2636,cn,3362,332,9397,5414
http://www.usu.ac.id/,2637,id,1017,4619,874,4421
http://www.mdu.edu.tw/,2638,tw,2811,4732,5162,2137
http://www.dlmedu.edu.cn/,2639,cn,3748,2512,13206,1605
http://www.unicampus.it/,2640,it,6355,6205,4973,1075
http://www.unipo.sk/,2641,sk,3930,4710,1553,3272
http://www.hanbat.ac.kr/,2642,kr,1166,3727,12377,1566
http://www.cedarville.edu/,2643,us,1848,2403,1310,5414
http://www.spsu.edu/,2644,us,4747,2724,4043,3353
http://www.nie.edu.sg/,2645,sg,4047,1848,1422,5414
http://www.uni-plovdiv.bg/,2646,bg,2903,4991,2029,3084
http://www.buu.edu.cn/,2647,cn,2795,2164,8985,2793
http://www.hamline.edu/,2648,us,5257,1819,3119,4421
http://www.hfuu.edu.cn/,2649,cn,5810,2814,6125,2513
http://www.fa.ru/,2650,ru,3031,2676,604,5414
http://www.tjnu.edu.cn/,2651,cn,6907,2069,13206,1557
http://www.ariel.ac.il/,2652,il,4074,7168,2410,1798
http://www.fukushima-u.ac.jp/,2653,jp,2773,2558,4721,3596
http://www.ina.fr/,2654,fr,448,485,12377,5414
http://www.dowling.edu/,2655,us,4113,1670,5905,3826
http://www.po.opole.pl/,2656,pl,5450,3895,3815,2564
http://www.colpos.mx/,2657,mx,3017,7315,848,2697
http://www.kaiyodai.ac.jp/,2658,jp,4959,5194,3999,1944
http://www.uvu.edu/,2659,us,650,2208,2725,5414
http://www.nanzan-u.ac.jp/,2660,jp,4829,3099,2840,3500
http://www.artic.edu/,2661,us,1749,622,8129,5414
http://www.ougz.com.cn/,2662,cn,1132,813,7481,5414
http://www.esaunggul.ac.id/,2663,id,3516,2243,993,5414
http://www.zfc.edu.cn/,2664,cn,4295,888,4501,5414
http://www.uaem.mx/,2665,mx,4692,6686,2539,1850
http://www.pittstate.edu/,2666,us,3271,2191,6944,3200
http://www.mazums.ac.ir/,2667,ir,3360,8137,1204,2162
http://www.umlub.pl/,2668,pl,5907,7758,2002,1557
http://www.haust.edu.cn/,2669,cn,3896,2479,13206,1636
http://www.lclark.edu/,2670,us,2107,1310,3917,5414
http://www.tamiu.edu/,2671,us,5671,3893,3650,2608
http://www.usamvcluj.ro/,2672,ro,4945,8102,401,2513
http://www.aiou.edu.pk/,2673,pk,5206,2438,2790,3980
http://www.ccucm.edu.cn/,2674,cn,4733,515,6660,5414
http://www.eng.fsu.edu/,2675,us,2653,3585,8388,2041
http://www.amity.edu/,2676,in,6305,2805,6411,2438
http://www.teilar.gr/,2677,gr,4070,3667,2543,3424
http://www.bayar.edu.tr/,2678,tr,9027,4232,3952,1878
http://www.tstu.ru/,2679,ru,4094,4061,707,4158
http://www.dzu.edu.cn/,2680,cn,3685,1679,7963,3424
http://www.knu.edu.tw/,2681,tw,2069,6472,4228,1850
http://www.kyokyo-u.ac.jp/,2682,jp,6345,5852,3525,1657
http://www.stdu.edu.cn/,2683,cn,1870,3538,10269,1850
http://www.mpei.ru/,2684,ru,1534,4501,3286,3200
http://www.sru.edu/,2685,us,2552,2615,5222,3500
http://www.lzptc.edu.cn/,2686,cn,3591,1531,2451,5414
http://www.bryant.edu/,2687,us,6269,2866,1430,4158
http://www.ut-capitole.fr/,2688,fr,4833,6326,6277,980
http://www.qu.edu.sa/,2689,sa,2761,6567,1909,2513
http://www.mut.ac.th/,2690,th,2888,4424,4744,2459
http://www.uws.ac.uk/,2691,uk,5349,4243,6683,1657
http://www.uop.gr/,2692,gr,5181,5684,3988,1759
http://www.ssu.samara.ru/,2693,ru,5685,4433,1805,3084
http://www.vetagro-sup.fr/,2694,fr,6014,5531,6111,1173
http://www.usal.edu.ar/,2695,ar,854,8960,973,2697
http://www.edinboro.edu/,2696,us,5113,3242,3631,3133
http://www.harran.edu.tr/,2697,tr,6239,4726,3539,2221
http://www.sp.senac.br/,2698,br,661,2528,2237,5414
http://www.lynu.edu.cn/,2699,cn,1266,5483,6577,1904
http://www.wssu.edu/,2700,us,5533,2456,4381,3424
http://www.blcu.edu.cn/,2701,cn,3507,753,5946,5414
http://www.mirea.ru/,2702,ru,5672,3421,2463,3424
http://www.amikom.ac.id/,2703,id,2885,3520,208,5414
http://www.ybzy.cn/,2704,cn,3383,708,6303,5414
http://www.pnru.ac.th/,2705,th,840,998,7244,5414
http://www.urmia.ac.ir/,2706,ir,2793,6121,4832,1718
http://www.usv.ro/,2707,ro,3358,4255,1332,3826
http://www.hive.no/,2708,no,301,3708,7181,3200
http://www.buet.ac.bd/,2709,bd,9385,5721,1884,1961
http://www.unifei.edu.br/,2710,br,4234,6146,2185,2377
http://web.sapmed.ac.jp/,2711,jp,6152,4355,8993,1089
http://www.bracu.ac.bd/,2712,bd,642,7145,1294,3353
http://www.howest.be/,2713,be,2122,2324,2791,4808
http://www.yru.ac.th/,2714,th,1788,1343,4322,5414
http://www.southwestern.edu/,2715,us,5794,2662,3373,3596
http://www.userena.cl/,2716,cl,1300,7695,3090,2075
http://www.ufm.edu/,2717,gt,1957,3004,2999,4158
http://www.mesi.ru/,2718,ru,1100,3228,933,5414
http://www.sewanee.edu/,2719,us,3068,2182,2612,4808
http://www.alzahra.ac.ir/,2720,ir,2576,6211,3429,2186
http://www.nwmissouri.edu/,2721,us,3119,2978,2452,4158
http://www.jstu.edu.cn/,2722,cn,4533,1666,10511,2843
http://www.cavehill.uwi.edu/,2723,bb,3608,4870,4394,2309
http://www.beloit.edu/,2724,us,2905,1886,4503,4421
http://www.hs-fulda.de/,2725,de,1455,5210,3715,2793
http://www.ajd.czest.pl/,2726,pl,1698,6728,2146,2663
http://www.inholland.nl/,2727,nl,1234,3739,5014,3272
http://www.citytech.cuny.edu/,2728,us,2772,3802,3636,3272
http://www.hkr.se/,2729,se,2569,4437,4605,2608
http://www.hist.edu.cn/,2730,cn,5838,2210,12377,1850
http://portal.iteso.mx/,2731,mx,1367,2421,1900,5414
http://www.biola.edu/,2732,us,1915,1149,5187,5414
http://www.changwon.ac.kr/,2733,kr,954,5456,8619,1625
http://www.unk.edu/,2734,us,6594,2501,5092,3084
http://www.unist.ac.kr/,2735,kr,2271,2096,2021,5414
http://www.dvfu.ru/,2736,ru,869,3076,1355,5414
http://www.sena.edu.co/,2737,co,2893,2319,5130,3826
http://www.amu.ac.in/,2738,in,7131,6038,6474,900
http://www.gachon.ac.kr/,2739,kr,596,3578,12377,2094
http://www.cdu.edu.cn/,2740,cn,2440,564,11175,4808
http://www.rmu.edu/,2741,us,2533,3282,5291,3133
http://www.unilorin.edu.ng/,2742,ng,3802,7486,986,2586
http://www.ugd.edu.mk/,2743,mk,1307,8265,276,3500
http://www.cdutcm.edu.cn/,2744,cn,2763,2030,7863,3424
http://www.gxtc.edu.cn/,2745,cn,2239,2511,7398,3200
http://www.kubsu.ru/,2746,ru,4076,5112,1652,3200
http://www.cit.ie/,2747,ie,7072,3993,5558,1973
http://www.desu.edu/,2748,us,9676,2612,5661,2438
http://www.imnu.edu.cn/,2749,cn,3950,1207,13206,3084
http://www.amrita.edu/,2750,in,6687,3810,5959,2041
http://www.ur.krakow.pl/,2751,pl,1666,6709,3299,2333
http://www.siena.edu/,2752,us,5588,2570,4485,3424
http://www.uniminuto.edu/,2753,co,1539,3102,960,5414
http://www.hebeu.edu.cn/,2754,cn,4800,1993,13206,2108
http://www.imun.edu.cn/,2755,cn,3316,1790,10734,2945
http://www.arakmu.ac.ir/,2756,ir,2996,6535,1201,2983
http://www.miyakyo-u.ac.jp/,2757,jp,4036,4107,3712,2891
http://hgu.jp/,2758,jp,3085,3369,4252,3353
http://www.panteion.gr/,2759,gr,844,3747,1768,4808
http://www.xpu.edu.cn/,2760,cn,4728,2148,9828,2564
http://www.umft.ro/,2761,ro,4210,6917,2192,2186
http://www.utlib.ee/,2762,ee,256,4731,639,5414
http://www.sust.edu.cn/,2763,cn,3928,2166,13206,2094
http://portal.senacrs.com.br/,2764,br,4223,1211,3752,5414
http://www.shahed.ac.ir/,2765,ir,3766,6951,3251,1839
http://www.vetmed.vt.edu/,2766,us,3309,4488,8993,1487
http://www.jlnu.edu.cn/,2767,cn,5890,2901,9397,1935
http://www.unijui.edu.br/,2768,br,2691,6713,418,3596
http://www.ues.edu.sv/,2769,sv,1552,5835,745,3980
http://www.rea.ru/,2770,ru,1430,3635,1477,4808
http://www.brandonu.ca/,2771,ca,9063,3601,2894,2770
http://www.hsu.edu/,2772,us,5050,1228,5077,4808
http://www.bsu.edu.cn/,2773,cn,2965,1316,8053,4158
http://www.hncj.edu.cn/,2774,cn,1619,2120,12377,2733
http://www.pjwstk.edu.pl/,2775,pl,3344,3499,3484,3500
http://www.colmex.mx/,2776,mx,3617,3801,1762,3980
http://www.ltu.edu/,2777,us,6098,2560,6309,2843
http://www.mdc.edu/,2778,us,2636,2025,4623,4421
http://www.longwood.edu/,2779,us,3138,2472,1161,5414
http://www.dusit.ac.th/,2780,th,1572,2287,5510,4158
http://www.hcmuaf.edu.vn/,2781,vn,3629,2611,5231,3500
http://www.unsoed.ac.id/,2782,id,1243,3188,1101,5414
http://www.zzist.net/,2783,cn,3654,1250,13206,3133
http://www.cefetmg.br/,2784,br,1974,6667,2001,2793
http://www.utadeo.edu.co/,2785,co,2732,5922,1613,3133
http://www.nyit.edu/,2786,us,4130,2316,5119,3695
http://www.uoeh-u.ac.jp/,2787,jp,4053,5602,8174,1136
http://www.tuzvo.sk/,2788,sk,1110,5945,1778,3500
http://www.wtu.edu.cn/,2789,cn,3319,976,5507,5414
http://www.grenoble-em.com/,2790,fr,4389,3478,4477,3039
http://www.phoenix.edu/,2791,us,5444,1101,6822,4421
http://www.espm.br/,2792,br,920,3330,1186,5414
http://www.bu.ac.th/,2793,th,1875,4151,2149,3980
http://www.uniza.sk/,2794,sk,1817,2941,1139,5414
http://www.ub.bw/,2795,bw,4384,6035,2989,2252
http://www.nitt.edu/,2796,in,6886,4855,7692,1196
http://www.lamolina.edu.pe/,2797,pe,3613,5564,2094,2945
http://www.imau.edu.cn/,2798,cn,2899,1374,9397,3826
http://www.hezeu.edu.cn/,2799,cn,6570,1828,7490,3200
http://www.ipcb.pt/,2800,pt,3935,6643,850,3084
http://www.dlu.edu.cn/,2801,cn,3836,2851,10552,2108
http://www.mju.edu.cn/,2802,cn,2863,2163,10734,2733
http://www.unemat.br/,2803,br,2382,5583,901,3826
http://www.mma.ru/,2804,ru,3602,3362,3996,3424
http://www.nitc.ac.in/,2805,in,4753,4172,5811,2238
http://www.mu.ac.in/,2806,in,9462,4140,5009,1810
http://www.qhu.edu.cn/,2807,cn,3659,393,13206,4808
http://www.univ-larochelle.fr/,2808,fr,9110,5279,4518,1491
http://www.meijigakuin.ac.jp/,2809,jp,3667,3891,2407,3695
http://www.kku.edu.tr/,2810,tr,9255,5022,3216,1997
http://www.cau.edu/,2811,us,8405,3277,6491,2094
http://www.leuphana.de/,2812,de,2492,1830,2927,5414
http://www.nbut.edu.cn/,2813,cn,1782,342,13206,5414
http://www.bipt.edu.cn/,2814,cn,6443,1270,10082,3353
http://www.ulapland.fi/,2815,fi,6227,3912,5543,2289
http://www.ramapo.edu/,2816,us,2356,3032,4305,3826
http://www.gcsu.edu/,2817,us,4493,2228,2507,4808
http://www.uowm.gr/,2818,gr,3476,6450,4351,1839
http://www.tamuk.edu/,2819,us,7975,2911,4147,3084
http://www.saxion.nl/,2820,nl,3099,3227,5229,3272
http://www.rmutp.ac.th/,2821,th,660,3275,1695,5414
http://www.pkudl.cn/,2822,cn,1854,1368,4976,5414
http://www.iucaa.ernet.in/,2823,in,2969,7721,3573,1735
http://www.arcadia.edu/,2824,us,5402,2574,5354,3353
http://www.ucmo.edu/,2825,us,4046,2870,2279,4421
http://www.stedwards.edu/,2826,us,3158,1419,3916,5414
http://www.um5s.ac.ma/,2827,ma,2938,8197,1163,2586
http://www.fhsu.edu/,2828,us,2463,2277,5193,4158
http://www.vmi.edu/,2829,us,2218,2667,5410,3826
http://ks.ac.kr/,2830,kr,982,4401,4841,3272
http://www.umb.sk/,2831,sk,2880,4683,2707,3353
http://www.usc.edu.au/,2832,au,4014,3210,6998,2630
http://www.liuc.it/,2833,it,393,3367,2014,5414
http://www.rmuti.ac.th/,2834,th,812,2291,3313,5414
http://www.onu.edu/,2835,us,4445,2715,6011,3200
http://www.pum.edu.pl/,2836,pl,2161,8149,4005,1648
http://kaznmu.kz/,2837,kz,1948,2536,1827,5414
http://www.nu.edu.sa/,2838,sa,997,5150,4289,3084
http://www.rmutl.ac.th/,2839,th,1018,2382,7598,3826
http://www.heuet.edu.cn/,2840,cn,4159,996,12377,3695
http://www.hevttc.edu.cn/,2841,cn,5184,2795,6708,2843
http://www.tjcu.edu.cn/,2842,cn,5769,413,8585,5414
http://www.canisius.edu/,2843,us,5694,2778,6332,2891
http://www.winona.edu/,2844,us,2486,2793,3224,4421
http://www.gxut.edu.cn/,2845,cn,3316,2433,8347,3039
http://www.ieu.edu.tr/,2846,tr,3341,5593,2924,2733
http://www.udd.cl/,2847,cl,1860,5916,4014,2541
http://www.lsu.edu.cn/,2848,cn,2739,2425,8193,3200
http://www.uner.edu.ar/,2849,ar,709,5779,2259,3695
http://www.saurashtrauniversity.edu/,2850,in,7292,5135,2575,2541
http://www.cumbria.ac.uk/,2851,uk,6884,4066,3778,2663
http://www.unikom.ac.id/,2852,id,708,5767,106,5414
http://www.umb.edu.pl/,2853,pl,6347,7550,3229,1475
http://www.unila.ac.id/,2854,id,3227,5122,171,4808
http://www.linfield.edu/,2855,us,6521,2961,1509,4421
http://www.uce.edu.ec/,2856,ec,1071,6278,709,4158
http://www.whvcse.com/,2857,cn,4845,717,6589,5414
http://www.gcc.edu/,2858,us,1463,3104,4649,3980
http://www.wtamu.edu/,2859,us,6332,2429,2992,4158
http://www.frostburg.edu/,2860,us,5901,1910,5722,3826
http://www.nnutc.edu.cn/,2861,cn,2787,884,6962,5414
http://www.umuc.edu/,2862,us,2828,1596,6639,4421
http://www.gucas.ac.cn/,2863,cn,1350,2988,1646,5414
http://www.usc.edu.cn/,2864,cn,4020,4455,8816,1613
http://www.kmu.ac.kr/,2865,kr,3998,3703,12060,1491
http://www.hfu.edu.tw/,2866,tw,1501,4778,7031,2396
http://www.scu.ac.ir/,2867,ir,3245,8831,2381,1822
http://www.apsu.edu/,2868,us,2358,2461,4192,4421
http://www.xjau.edu.cn/,2869,cn,6632,1510,5779,4158
http://www.rmc.ca/,2870,ca,10949,4521,5583,1413
http://www.udo.edu.ve/,2871,ve,2336,7875,635,3272
http://www.bmi.ac.cn/,2872,cn,3518,4854,9566,1396
http://www.tcu.ac.jp/,2873,jp,4485,6349,3597,2075
http://www.iugaza.edu.ps/,2874,ps,4228,4872,1804,3500
http://www.morris.umn.edu/,2875,us,5128,4272,2506,3353
http://www.pitzer.edu/,2876,us,6933,1240,3199,5414
http://www.sportedu.ru/,2877,ru,748,3715,1315,5414
http://www.uwgb.edu/,2878,us,3920,1570,4994,4808
http://www.taibahu.edu.sa/,2879,sa,5700,5476,3510,2333
http://www.agnesscott.edu/,2880,us,6513,2137,7459,3084
http://www.au.af.mil/,2881,us,8077,1441,2187,5414
http://www.ahtcm.edu.cn/,2882,cn,4149,1508,3451,5414
http://www.southeastern.edu/,2883,us,4022,6302,3862,2084
http://www.csub.edu/,2884,us,7663,2779,4178,3353
http://www.shou.edu.cn/,2885,cn,3356,5282,5652,2121
http://www.scuegypt.edu.eg/,2886,eg,3291,9776,3172,1243
http://www.ufal.edu.br/,2887,br,4084,7883,3154,1749
http://www.svsu.edu/,2888,us,3471,2709,4309,3980
http://www.pratt.edu/,2889,us,2980,1527,5825,4808
http://www.udc.edu/,2890,us,6669,2543,6343,3039
http://www.ucaldas.edu.co/,2891,co,3799,6196,2122,2793
http://www.uwplatt.edu/,2892,us,3746,2706,3679,4158
http://cujae.edu.cu/,2893,cu,3945,6474,980,3272
http://www.hljucm.net/,2894,cn,5716,2044,13206,2221
http://www.ulm.edu/,2895,us,4401,3447,6320,2733
http://www.barry.edu/,2896,us,5097,2529,5539,3500
http://www.sxau.edu.cn/,2897,cn,2051,2812,9142,2945
http://www.sxu.edu/,2898,us,6295,3196,7513,2358
http://www.miis.edu/,2899,us,3129,1462,4202,5414
http://www.ut.ac.id/,2900,id,2159,2218,2634,5414
http://www.just.edu.cn/,2901,cn,3804,2077,2180,5414
http://www.una.edu.ni/,2902,ni,8437,2415,2955,3980
http://www.uvu.edu.cn/,2903,cn,3357,1067,5870,5414
http://www.ranepa.ru/,2904,ru,3049,2991,1019,5414
http://www.crru.ac.th/,2905,th,1192,710,10552,5414
http://www.tku.ac.jp/,2906,jp,5477,2705,2449,4421
http://www.tdc.ac.jp/,2907,jp,5954,2861,8993,2333
http://www.unic.ac.cy/,2908,cy,150,4016,7657,3500
http://www.bigpi.biysk.ru/,2909,ru,1225,3357,1421,5414
http://www.unab.edu.co/,2910,co,3996,4652,1579,3826
http://www.llu.lv/,2911,lv,2875,5199,902,4158
http://www.callutheran.edu/,2912,us,4374,2332,5472,3826
http://www.regis.edu/,2913,us,2876,2525,6273,3695
http://www.lntu.edu.cn/,2914,cn,7560,1195,13206,2945
http://www.beihua.edu.cn/,2915,cn,4502,1808,2603,5414
http://www.swupl.edu.cn/,2916,cn,2155,1899,7414,4158
http://www.b-u.ac.in/,2917,in,14102,4837,4114,1425
http://www.lemoyne.edu/,2918,us,5653,2357,3780,4158
http://www.nccu.edu/,2919,us,5322,2853,6481,3039
http://www.smcvt.edu/,2920,us,6246,1941,6390,3695
http://www.upe.br/,2921,br,9506,3868,5072,2186
http://www.xupt.edu.cn/,2922,cn,4267,360,11175,5414
http://www.fujita-hu.ac.jp/,2923,jp,7756,4912,9095,1061
http://www.gyte.edu.tr/,2924,tr,7743,5858,5193,1475
http://www.hs-bremen.de/,2925,de,6823,2619,3685,3826
http://www.millersville.edu/,2926,us,3733,2583,4734,3980
http://www.bucea.edu.cn/,2927,cn,3731,3541,6420,2843
http://www.ungs.edu.ar/,2928,ar,5095,4296,2388,3500
http://www.goucher.edu/,2929,us,4732,2384,5263,3826
http://www.upsi.edu.my/,2930,my,3456,5033,3040,3133
http://annamalaiuniversity.ac.in/,2931,in,9116,5997,6425,990
http://www.upm.edu.ph/,2932,ph,3512,4114,7428,2309
http://www.hyogo-u.ac.jp/,2933,jp,4553,2896,3686,3980
http://www.ung.br/,2934,br,3345,8593,1555,2413
http://2014.uat.edu.mx/,2935,mx,6097,5632,2489,2663
http://www.ukgu.kz/,2936,kz,659,3101,2472,5414
http://www.kutztown.edu/,2937,us,5044,2156,5351,3980
http://www.usb.ac.ir/,2938,ir,5073,6227,3599,2162
http://www.vstu.ru/,2939,ru,5431,4311,1011,4158
http://www.uqat.ca/,2940,ca,6101,6015,3271,2238
http://www.ufgd.edu.br/,2941,br,4303,6431,1100,3272
http://www.univ-corse.fr/,2942,fr,4594,4873,5013,2438
http://www.umed.pl/,2943,pl,8227,6090,7219,937
http://www.iff.edu.br/,2944,br,2581,5546,528,4421
http://www.hrbu.edu.cn/,2945,cn,2157,1962,6522,4421
http://www.uk.ac.ir/,2946,ir,7878,5995,5900,1273
http://www.smu.ac.kr/,2947,kr,1785,3008,8645,3084
http://www.kitami-it.ac.jp/,2948,jp,3258,6819,3074,2413
http://www.sdkd.net.cn/,2949,cn,2607,839,8157,5414
http://www.rsuh.ru/,2950,ru,2949,2187,2497,5414
http://www.snhu.edu/,2951,us,4708,2338,2807,4808
http://www.bsuir.by/,2952,by,5362,5631,776,3695
http://www.ccit.js.cn/,2953,cn,4318,966,6195,5414
http://www.eoi.es/,2954,es,2891,1721,3783,5414
http://www.sit.edu.cn/,2955,cn,3879,4422,6962,2238
http://www.wyu.edu.cn/,2956,cn,2720,1458,8218,4421
http://www.dut.ac.za/,2957,za,640,6695,1966,3695
http://www.gu.edu.pk/,2958,pk,7677,1966,4281,4158
http://www.qmu.ac.uk/,2959,uk,6468,4615,2084,3353
http://www.westmont.edu/,2960,us,3177,3113,4899,3695
http://www.oit.ac.jp/,2961,jp,6014,5359,3874,2377
http://www.nsu.edu/,2962,us,7694,3486,7322,2162
http://www.albion.edu/,2963,us,3796,2563,7308,3353
http://www.uchastings.edu/,2964,us,6263,2641,2548,4421
http://www.fresnocitycollege.edu/,2965,us,3875,1591,3721,5414
http://www.oneonta.edu/,2966,us,3959,2169,2208,5414
http://www.owu.edu/,2967,us,4539,2808,5939,3424
http://www.fredonia.edu/,2968,us,3979,2867,5482,3596
http://www.udenar.edu.co/,2969,co,4663,4167,1056,4421
http://www.oniris-nantes.fr/,2970,fr,4628,8446,3345,1613
http://www.wilkes.edu/,2971,us,4118,3007,5678,3424
http://www.plattsburgh.edu/,2972,us,3435,1688,3729,5414
http://www.helwan.edu.eg/,2973,eg,2481,6740,5234,1973
http://www.dordt.edu/,2974,us,3115,3548,1640,4808
http://www.nd.edu.au/,2975,au,6925,3837,1281,4158
http://www.iusb.edu/,2976,us,7607,3493,4434,2983
http://www.ceu.es/,2977,es,282,2708,4320,5414
http://www.zhdk.ch/,2978,ch,1051,2157,4182,5414
http://www.bhuwlxy.edu.cn/,2979,cn,2145,427,13206,5414
http://www.psunbrb.by/,2980,by,4360,2193,2121,5414
http://www.swun.edu.cn/,2981,cn,4540,2819,9905,2513
http://www.osaka-sandai.ac.jp/,2982,jp,4679,4250,4760,2843
http://www.palomar.edu/,2983,us,4757,1026,5888,5414
http://www.asu.edu.eg/,2984,eg,1409,11953,4139,851
http://www.geneseo.edu/,2985,us,2183,2448,2580,5414
http://www.hwr-berlin.de/,2986,de,3701,3524,4925,3424
http://www.iaun.ac.ir/,2987,ir,8665,5528,2605,2438
http://www.uprag.edu/,2988,pr,3325,1897,3301,5414
http://www.unand.ac.id/,2989,id,3349,2948,1299,5414
http://info.kemsu.ru/,2990,ru,5571,3378,1147,4808
http://www.unam.edu.ar/,2991,ar,2580,5710,2296,3424
http://www.govst.edu/,2992,us,6286,3413,2027,4158
http://www.hsu.edu.cn/,2993,cn,3570,2149,2540,5414
http://www.uenf.br/,2994,br,8845,7521,2010,1894
http://www.sp.edu.sg/,2995,sg,1890,4443,3856,3596
http://www.nebrija.com/,2996,es,8028,4155,2319,3353
http://www.fuw.edu.pl/,2997,pl,941,2829,2910,5414
http://www.teiath.gr/,2998,gr,2134,4096,1519,4808
http://www.utmn.ru/,2999,ru,795,4350,1075,5414
http://www.lsus.edu/,3000,us,7405,3766,7132,2186
http://www.siba.fi/,3001,fi,4298,2658,1448,5414
http://www.zknu.edu.cn/,3002,cn,3728,2865,6267,3500
http://www.viko.lt/,3003,lt,416,1982,6184,5414
http://www.senshu-u.ac.jp/,3004,jp,2143,4048,1601,4808
http://www.tsu.ac.th/,3005,th,1014,4739,3723,3826
http://www.yazd.ac.ir/,3006,ir,3146,7811,5816,1405
http://www.unoesc.edu.br/,3007,br,2245,7656,733,3596
http://duytan.edu.vn/,3008,vn,1438,2263,3714,5414
http://www.unistrapg.it/,3009,it,5391,4618,6260,2238
http://www.centrale-marseille.fr/,3010,fr,4974,8017,5467,1195
http://www.teicrete.gr/,3011,gr,2326,2774,4468,4421
http://www.omsu.ru/,3012,ru,87,4527,3698,4808
http://www.zjtie.edu.cn/,3013,cn,3912,1252,5464,5414
http://www.rcpsych.ac.uk/,3014,uk,9129,1530,2211,5414
http://www.fun.ac.jp/,3015,jp,3354,5849,2653,3084
http://www.tute.edu.cn/,3016,cn,4582,3452,6449,2945
http://www.hanken.fi/,3017,fi,4004,5420,7132,1839
http://www.allegheny.edu/,3018,us,3453,3018,6116,3500
http://www.plymouth.edu/,3019,us,1757,1585,5580,5414
http://www.karabuk.edu.tr/,3020,tr,4236,6518,2095,2891
http://www.parisschoolofeconomics.eu/,3021,fr,11178,4331,3454,2413
http://www.yerphi.am/,3022,am,4623,10357,4229,869
http://www.sacredheart.edu/,3023,us,6964,2710,1785,4808
http://www.unesco-ihe.org/,3024,nl,12416,4441,6109,1433
http://www.must.edu.mo/,3025,mo,2518,2753,13206,2438
http://www.tjpu.edu.cn/,3026,cn,23746,389,13206,1301
http://www.lmu.cn/,3027,cn,2729,611,10734,5414
http://www.swfu.edu.cn/,3028,cn,3420,1608,4318,5414
http://www.ore.edu.pl/,3029,pl,4830,1789,3144,5414
http://www.aust.edu.cn/,3030,cn,5369,2769,10780,2358
http://www.umz.ac.ir/,3031,ir,7269,5910,5782,1549
http://www.jssvc.edu.cn/,3032,cn,3636,1772,8434,3980
http://www.hbmy.edu.cn/,3033,cn,3313,2824,8012,3200
http://www.sku.ac.ir/,3034,ir,2833,7735,3892,2061
http://www.khai.edu/,3035,ua,3985,5036,765,4421
http://www.ufersa.edu.br/,3036,br,1096,8996,1462,3039
http://www.ubaya.ac.id/,3037,id,1792,6204,615,4421
http://www.unlpam.edu.ar/,3038,ar,4837,7553,1264,2843
http://www.vermontlaw.edu/,3039,us,9636,1197,4851,4808
http://www.jju.edu.cn/,3040,cn,2415,1075,7579,5414
http://www.qdgw.edu.cn/,3041,cn,4204,480,10780,5414
http://www.gduf.edu.cn/,3042,cn,2352,1239,6771,5414
http://www.unitau.br/,3043,br,6554,7125,1449,2663
http://www.jmi.ac.in/,3044,in,7644,6304,4709,1636
http://www.marianna-u.ac.jp/,3045,jp,10265,5708,4535,1589
http://www.ups.edu.ec/,3046,ec,1090,5519,302,5414
http://www.angelo.edu/,3047,us,4918,2418,4787,4158
http://www.dsmu.edu.ua/,3048,ua,4220,5436,1317,3826
http://www.tjuci.edu.cn/,3049,cn,6439,2744,7560,2945
http://www.oum.edu.my/,3050,my,1512,5026,2260,4158
