Rank University   LocationQS Stars ? ;;;;
Overall Score Academic ReputationEmployer ReputationFaculty StudentInternational FacultyInternational StudentsCitations per FacultyFaculty Value;Reset Search;;Show only;
Overall Score;;;;
;;;;
Overall Score;;;;
Academic Reputation;;;;
Employer Reputation;;;;
Faculty Student;;;;
International Faculty;;;;
International Students;;;;
Citations per Faculty;;;;
Faculty Value;;;;
;;;;
Overall Score;;;;
;;;;
Overall Score;;;;
Academic Reputation;;;;
Employer Reputation;;;;
Faculty Student;;;;
International Faculty;;;;
International Students;;;;
Citations per Faculty;;;;
Faculty Value;;;;
;;;;
701+;Banaras Hindu University;;;
701+;Baylor University;;;
701+;BNTU;;;
701+;Benemérita Universidad Autónoma de Puebla;;;
701+;Binghamton University SUNY;;;
701+;Bogor Agricultural University;;;
701+;Charles Sturt University ;;;
701+;Clemson University;;;
701+;Corvinus University of Budapest;;;
701+;Coventry University;;;
701+;Cukurova University;;;
701+;Diponegoro University;;;
701+;Donetsk National University;;;
701+;Doshisha University;;;
701+;E.A.Buketov Karaganda State University ;;;
701+;East China University of Science and Technology;;;
701+;Edith Cowan University ;;;
701+;Far Eastern Federal University;;;
701+;Fordham University;;;
701+;Fu Jen Catholic University;;;
701+;Georgia State University;;;
701+;Kagoshima University;;;
701+;Kaunas University of Technology;;;
701+;Kazakh Ablai khan University of International Relations and World Languages;;;
701+;Khazar University;;;
701+;Khon Kaen University;;;
701+;King Faisal University;;;
701+;King Mongkut's University of Technology Thonburi ;;;
701+;Kuwait University;;;
701+;Lahore University of Management Sciences (LUMS);;;
701+;Lobachevsky State University of Nizhni Novgorod;;;
701+;Lodz University;;;
701+;London Metropolitan University;;;
701+;Makerere University;;;
701+;Manchester Metropolitan University;;;
701+;Marquette University;;;
701+;Miami University;;;
701+;"National Technical University ""Kharkiv Polytechnic Institute""";;;
701+;The National University of Science and Technology “MISiS” ;;;
701+;Nicolaus Copernicus University ;;;
701+;Northumbria University at Newcastle;;;
701+;Nottingham Trent University;;;
701+;Ochanomizu University;;;
701+;Ohio University;;;
701+;Oklahoma State University ;;;
701+;Paris Lodron University of Salzburg;;;
701+;Plekhanov Russian University of Economics;;;
701+;Pontificia Universidad Catolica del Ecuador;;;
701+;Prince of Songkla University;;;
701+;Ritsumeikan University;;;
701+;Ryerson University;;;
701+;JSC “ S.Seifullin Kazakh Agro Technical University” ;;;
701+;Saitama University;;;
701+;Sepuluh Nopember Institute of Technology;;;
701+;Shinshu University ;;;
701+;Smith College;;;
701+;Stevens Institute of Technology;;;
701+;Robert Gordon University;;;
701+;Tokai University;;;
701+;Universidad Austral de Chile;;;
701+;Universidad Autonoma de Nuevo Leon (UANL);;;
701+;Universidad Autónoma del Estado de Mexico (UAEMex);;;
701+;Universidad Autónoma Metropolitana (UAM);;;
701+;Universidad de la Habana;;;
701+;Universidad de la República (UdelaR);;;
701+;Universidad de La Sabana;;;
701+;Universidad de las Américas Puebla (UDLAP);;;
701+;Universidad de los Andes Mérida;;;
701+;University of Murcia;;;
701+;Universidad de Puerto Rico;;;
701+;Universidad de San Francisco de Quito;;;
701+;Universidad de Talca;;;
701+;Universidad de Valparaíso;;;
701+;Universidad del Norte;;;
701+;Colegio Mayor de Nuestra Senora del Rosario;;;
701+;Universidad del Valle;;;
701+;Universidad Industrial de Santander;;;
701+;Universidad Nacional Costa Rica;;;
701+;Universidad Nacional de Cuyo;;;
701+;Universidad Nacional de Mar del Plata;;;
701+;Universidad Nacional de Tucumán;;;
701+;Universidad Nacional del Sur;;;
701+;Universidad Nacional Mayor de San Marcos;;;
701+;Universidad Técnica Federico Santa María;;;
701+;Universidad Tecnológica Nacional (UTN);;;
701+;Universidade do Estado do Rio de Janeiro (UERJ);;;
701+;Universidade Estadual de Londrina (UEL);;;
701+;Universidade Federal de Santa Maria;;;
701+;Universidade Federal de Viçosa;;;
701+;Universidade Federal do Cearà¡-UFC;;;
701+;Universidade Federal do Pernambuco;;;
701+;Universidade Federal Fluminense ;;;
701+;Università  Ca' Foscari Venezia ;;;
701+;Catania University;;;
701+;Università degli Studi Roma Tre;;;
701+;Université Charles-de-Gaulle Lille 3;;;
701+;Université de Caen Basse-Normandie;;;
701+;Université de Cergy-Pontoise;;;
701+;Université de Poitiers;;;
701+;Université Jean Moulin Lyon 3;;;
701+;Université Lille 2 Droit et Santé;;;
701+;Université Paris Ouest Nanterre La Défense;;;
701+;Université Paul-Valéry Montpellier 3;;;
701+;Université Pierre Mendès France - Grenoble 2;;;
701+;Université Stendhal Grenoble 3;;;
701+;Université Toulouse 1, Capitole;;;
701+;University Toulouse – Jean Jaurès;;;
701+;University of Arkansas;;;
701+;University of Baghdad;;;
701+;University of Bahrain;;;
701+;University of Bari (UNIBA);;;
701+;University of Belgrade;;;
701+;University of Brawijaya ;;;
701+;University of Central Lancashire;;;
701+;University of Colombo;;;
701+;University of Dar es Salaam;;;
701+;University of Dhaka;;;
701+;;;;
701+;University of Economics, Prague ;;;
701+;University of Engineering & Technology (UET) Lahore;;;
701+;University of Ghana;;;
701+;University of Greenwich;;;
701+;University of Haifa;;;
701+;University of Hertfordshire;;;
701+;University of Huddersfield;;;
701+;University of Karachi;;;
701+;The University of Lahore;;;
701+;University of Latvia;;;
701+;University of Macau;;;
701+;University of Nairobi;;;
701+;University of New England Australia;;;
701+;Plymouth University;;;
701+;University of Pune;;;
701+;University of Salford;;;
701+;University of San Diego;;;
701+;University of San Francisco;;;
701+;University of Santo Tomas;;;
701+;University of Science and Technology Beijing;;;
701+;University of Southern Queensland ;;;
701+;University of the Pacific;;;
701+;University of Tulsa;;;
701+;University of Windsor;;;
701+;University of Wroclaw;;;
701+;Verona University;;;
701+;Victoria University ;;;
701+;Vilnius Gediminas Technical University;;;
701+;"Federal State budget educational establishment of higher education ""Voronezh State University""";;;
701+;Vytautas Magnus University;;;
701+;Universitatea de Vest din Timisoara / West University of Timisoara;;;
701+;Yamaguchi University ;;;
NA;University of California, San Francisco;;;
NA;Karolinska Institutet;;;
NA;Indian Institute of Science;;;
NA;Jawaharlal Nehru University;;;
NA;London Business School;;;
NA;Weizmann Institute of Science;;;
NA;Università Commerciale Luigi Bocconi;;;
NA;INSEAD;;;
NA;King Abdullah University of Science & Technology;;;
NA;Baylor College of Medicine;;;
NA;BI Norwegian Business School;;;
NA;China Medical University Taichung;;;
NA;Copenhagen Business School;;;
NA;Cranfield University;;;
NA;ESADE Business School;;;
NA;ESCP Europe;;;
NA;ESSEC Business School;;;
NA;EBS Business School;;;
NA;Gwangju Institute of Science and Technology (GIST);;;
NA;HEC Paris School of Management;;;
NA;Hitotsubashi University;;;
NA;London School of Hygiene and Tropical Medicine;;;
NA;Quaid-i-azam University;;;
NA;Rockefeller University;;;
NA;Singapore Management University;;;
NA;Stockholm School of Economics;;;
NA;Université de Technologie de Compiègne (UTC);;;
NA;WHU - Otto Beisheim School of Management ;;;
