"no_ies";"latitude";"longitude";"count"
"FACULDADE ANHANGUERA JARAGUÁ DO SUL";-26.486;-49.067;7
"FACULDADE ARNALDO HORÁCIO FERREIRA";-12.092;-45.805;7
"FACULDADE ATENAS";-17.222;-46.875;7
"FACULDADE BRASIL NORTE";0.039;-51.066;7
"FACULDADE CIDADE VERDE";-23.425;-51.939;7
"Faculdade Comunitária de João Monlevade";-19.81;-43.174;7
"FACULDADE DA ALTA PAULISTA";-21.935;-50.514;7
"FACULDADE DA FRONTEIRA - FAF";-26.254;-53.633;7
"FACULDADE DAS AMÉRICAS";-23.548;-46.636;7
"FACULDADE DE ARTES PLÁSTICAS DA FUNDAÇÃO ARMANDO ALVARES PENTEADO";-23.548;-46.636;7
"FACULDADE DE CALDAS NOVAS";-17.744;-48.626;7
"FACULDADE DE CAMPINA GRANDE";-7.231;-35.881;7
"FACULDADE DE CIÊNCIAS ECONÔMICAS, ADMINISTRATIVAS E DA COMPUTAÇÃO DOM BOSCO";-22.469;-44.447;7
"FACULDADE DE CIÊNCIAS E TECNOLOGIA DE UNAÍ - FACTU";-16.358;-46.906;7
"FACULDADE DE CIÊNCIAS HUMANAS DO SERTÃO CENTRAL";-8.067;-39.12;7
"FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS";-18.725;-47.499;7
"FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS APLICADAS DO ARAGUAIA";-15.89;-52.257;7
"FACULDADE DE EDUCAÇÃO CIÊNCIAS E ARTES DOM BOSCO DE MONTE APRAZÍVEL";-20.773;-49.714;7
"FACULDADE DE EDUCAÇÃO E MEIO AMBIENTE";-9.913;-63.041;7
"FACULDADE DE ENGENHARIA DE SOROCABA";-23.502;-47.458;7
"FACULDADE DE ENSINO SUPERIOR DE FLORIANO";-6.767;-43.023;7
"FACULDADE DE ESTUDOS AVANÇADOS DO PARÁ";-1.456;-48.504;7
"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE DUQUE DE CAXIAS";-22.786;-43.312;7
"FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ITUVERAVA";-20.339;-47.781;7
"FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE MACAÉ";-22.371;-41.787;7
"FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE PENÁPOLIS";-21.42;-50.078;7
"FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DOM BOSCO";-22.469;-44.447;7
"FACULDADE DE FILOSOFIA DE PASSOS";-20.719;-46.61;7
"FACULDADE DE FORMAÇÃO DE PROFESSORES DA MATA SUL";-8.683;-35.592;7
"FACULDADE DE FORMAÇÃO DE PROFESSORES DE GOIANA";-7.561;-35.003;7
"FACULDADE DE FORTALEZA";-3.717;-38.543;7
"FACULDADE DE IPORÁ";-16.442;-51.118;7
"FACULDADE DE PIMENTA BUENO";-11.673;-61.193;7
"FACULDADE DE ROLIM DE MOURA";-11.733;-61.778;7
"FACULDADE DE RONDÔNIA";-8.762;-63.904;7
"FACULDADE DE TECNOLOGIA DE GUARATINGUETÁ";-22.816;-45.193;7
"FACULDADE DE TECNOLOGIA DE JAHU";-22.296;-48.558;7
"FACULDADE DE TECNOLOGIA RUBENS LARA";-23.961;-46.334;7
"FACULDADE DE TELÊMACO BORBA";-24.324;-50.616;7
"FACULDADE DE VIÇOSA";-20.754;-42.882;7
"FACULDADE DO ESPÍRITO SANTO";-20.849;-41.113;7
"Faculdade Dottori";-23.548;-46.636;7
"FACULDADE ENERGIA DE ADMINISTRAÇÃO E NEGÓCIOS";-27.597;-48.549;7
"FACULDADE ESCRITOR OSMAN DA COSTA LINS";-8.118;-35.291;7
"FACULDADE ESTÁCIO DE SÁ DE VITÓRIA";-20.319;-40.338;7
"FACULDADE FACCAT";-21.935;-50.514;7
"FACULDADE GUARAÍ";-8.834;-48.51;7
"FACULDADE IBGEN - INSTITUTO BRASILEIRO DE GESTÃO DE NEGÓCIOS";-30.033;-51.23;7
"FACULDADE INED DE RIO CLARO";-22.411;-47.561;7
"FACULDADE INED DE RIO CLARO";;;7
"FACULDADE INEDI";-29.951;-51.094;7
"FACULDADE INFÓRIUM DE TECNOLOGIA";-19.817;-43.956;7
"FACULDADE INTEGRAÇÃO TIETE";-23.102;-47.715;7
"FACULDADE LA SALLE";-13.05;-55.911;7
"FACULDADE LIONS";-16.679;-49.254;7
"FACULDADE MACHADO DE ASSIS";-22.903;-43.208;7
"FACULDADE MAURÍCIO DE NASSAU DE BELÉM";-1.456;-48.504;7
"FACULDADE MERIDIONAL";-28.263;-52.407;7
"FACULDADE METROPOLITANA DA AMAZÔNIA";-1.456;-48.504;7
"FACULDADE MINEIRENSE";-17.569;-52.551;7
"FACULDADE MORUMBI SUL";-23.548;-46.636;7
"FACULDADE NATALENSE DE ENSINO E CULTURA";-5.795;-35.209;7
"FACULDADE PADRÃO";-16.679;-49.254;7
"FACULDADE PIAUIENSE";-5.089;-42.802;7
"FACULDADE PIAUIENSE DE PROCESSAMENTO DE DADOS";-5.089;-42.802;7
"FACULDADE PITÁGORAS DE POÇOS DE CALDAS";-21.788;-46.561;7
"FACULDADE PITÁGORAS DE TECNOLOGIA DE CONTAGEM";-19.932;-44.054;7
"FACULDADE PORTO-ALEGRENSE";-30.033;-51.23;7
"Faculdade Presidente Antônio Carlos de Betim";-19.968;-44.198;7
"FACULDADE REDENTOR DE CAMPOS";-21.754;-41.324;7
"FACULDADE REGIONAL DE ALAGOINHAS";-12.136;-38.419;7
"FACULDADE SANTA FÉ";-2.53;-44.303;7
"FACULDADE SÃO TOMAZ DE AQUINO";-12.971;-38.511;7
"FACULDADE SÃO VICENTE";-9.748;-37.437;7
"FACULDADE SERRA DA MESA";-14.525;-49.141;7
"FACULDADES INTEGRADAS ANTÔNIO EUFRÁSIO DE TOLEDO DE PRESIDENTE PRUDENTE";-22.126;-51.389;7
"FACULDADES INTEGRADAS ASSOCIAÇÃO DE ENSINO DE SANTA CATARINA";-27.597;-48.549;7
"FACULDADES INTEGRADAS DE ARARAQUARA";-21.794;-48.176;7
"FACULDADES INTEGRADAS DE BOTUCATU";-22.886;-48.445;7
"FACULDADES INTEGRADAS DE CASSILÂNDIA";-19.113;-51.734;7
"FACULDADES INTEGRADAS DE CATAGUASES";-21.389;-42.697;7
"FACULDADES INTEGRADAS DE PARANAÍBA - FIPAR";-19.677;-51.191;7
"FACULDADES INTEGRADAS DO VALE DO IVAÍ";-24.248;-51.685;7
"FACULDADES INTEGRADAS IPEP";-22.906;-47.061;7
"FACULDADES INTEGRADAS IPITANGA";-12.894;-38.327;7
"FACULDADES INTEGRADAS SÃO JUDAS TADEU";-30.033;-51.23;7
"FACULDADE SUL-AMERICANA";-16.679;-49.254;7
"FACULDADE TIJUCUSSU";-23.623;-46.551;7
"FACULDADE UBAENSE OZANAM COELHO";-21.12;-42.943;7
"FACULDADE UNILAGOS";-25.941;-52.176;7
"FACULDADE VALE DO CRICARÉ";-18.716;-39.859;7
"FACULDADE VASCO DA GAMA";-12.971;-38.511;7
"FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA";-10.882;-61.944;7
"FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA";-29.783;-55.792;7
"FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA";-29.755;-57.088;7
"FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS";-11.729;-49.069;7
"INSTITUTO DE CIÊNCIAS JURÍDICAS E SOCIAIS PROFESSOR CAMILLO FILHO";-5.089;-42.802;7
"INSTITUTO DE ENSINO SUPERIOR DA FUNLEC";-20.443;-54.646;7
"INSTITUTO DE ENSINO SUPERIOR DE RONDÔNIA";-9.913;-63.041;7
"INSTITUTO DE ENSINO SUPERIOR DO SUL DO MARANHÃO";-5.526;-47.476;7
"INSTITUTO DE ENSINO SUPERIOR PRESIDENTE TANCREDO DE ALMEIDA NEVES";-21.136;-44.262;7
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO";-8.054;-34.881;7
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA";-27.597;-48.549;7
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ";-8.258;-49.265;7
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL";-27.98;-52.26;7
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS";-21.376;-46.526;7
"INSTITUTO LUTERANO DE ENSINO SUPERIOR DE PORTO VELHO";-8.762;-63.904;7
"INSTITUTO NACIONAL DE TELECOMUNICAÇÕES";-22.252;-45.703;7
"INSTITUTO SUPERIOR DE EDUCAÇÃO DE DIVINÓPOLIS";-20.139;-44.884;7
"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS";-20.282;-45.539;7
"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ";-25.535;-49.206;7
"UNIVERSIDADE CÂNDIDO MENDES";-22.883;-43.104;7
"UNIVERSIDADE DA AMAZÔNIA";-1.366;-48.372;7
"UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA";-4.226;-38.731;7
"UNIVERSIDADE DA REGIÃO DA CAMPANHA";-30.512;-53.491;7
"UNIVERSIDADE DA REGIÃO DA CAMPANHA";-28.661;-56.004;7
"UNIVERSIDADE DE PASSO FUNDO";-28.209;-51.526;7
"UNIVERSIDADE DE PERNAMBUCO";-7.742;-35.228;7
"UNIVERSIDADE DE SÃO PAULO";-22.731;-45.125;7
"UNIVERSIDADE DO CONTESTADO";-26.238;-51.078;7
"UNIVERSIDADE DO ESTADO DA BAHIA";-13.255;-43.418;7
"UNIVERSIDADE DO ESTADO DE MATO GROSSO";-14.619;-57.486;7
"UNIVERSIDADE DO ESTADO DO AMAZONAS";-8.752;-67.398;7
"UNIVERSIDADE DO ESTADO DO AMAZONAS";-2.034;-60.025;7
"UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO";-22.827;-43.054;7
"UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY";-22.759;-43.451;7
"UNIVERSIDADE DO OESTE DE SANTA CATARINA";-26.761;-53.173;7
"UNIVERSIDADE DO VALE DO ITAJAÍ";-27.597;-48.549;7
"UNIVERSIDADE DO VALE DO ITAJAÍ";-27.494;-48.656;7
"UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL";-9.378;-37.245;7
"UNIVERSIDADE ESTADUAL DE GOIÁS";-18.448;-50.452;7
"UNIVERSIDADE ESTADUAL DE GOIÁS";-13.441;-49.149;7
"UNIVERSIDADE ESTADUAL DE MARINGÁ";;;7
"UNIVERSIDADE ESTADUAL DE PONTA GROSSA";;;7
"UNIVERSIDADE ESTADUAL DO MARANHÃO";-6.026;-44.249;7
"UNIVERSIDADE ESTADUAL DO MARANHÃO";-5.094;-42.837;7
"UNIVERSIDADE ESTADUAL DO MARANHÃO";-4.574;-44.597;7
"UNIVERSIDADE ESTADUAL DO MARANHÃO";-4.257;-43.013;7
"UNIVERSIDADE ESTADUAL DO MARANHÃO";;;7
"Universidade Estadual do Norte do Paraná";-23.11;-50.368;7
"UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ";-26.081;-53.055;7
"UNIVERSIDADE FEDERAL DA PARAÍBA";-6.963;-35.692;7
"UNIVERSIDADE FEDERAL DA PARAÍBA";;;7
"UNIVERSIDADE FEDERAL DE CAMPINA GRANDE";-7.672;-36.88;7
"UNIVERSIDADE FEDERAL DE CAMPINA GRANDE";-6.485;-36.157;7
"UNIVERSIDADE FEDERAL DE MATO GROSSO";;;7
"UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL";;;7
"UNIVERSIDADE FEDERAL DE SANTA MARIA";-27.899;-53.314;7
"UNIVERSIDADE FEDERAL DE SÃO PAULO";-23.961;-46.334;7
"UNIVERSIDADE FEDERAL DO ACRE";-11.01;-68.748;7
"UNIVERSIDADE FEDERAL DO AMAPÁ";-0.842;-52.516;7
"UNIVERSIDADE FEDERAL DO AMAZONAS";-2.628;-56.736;7
"UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA";-13.03;-39.605;7
"UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO";-8.89;-36.493;7
"UNIVERSIDADE POTIGUAR";;;7
"ÁREA1 - FACULDADE DE CIÊNCIA E TECNOLOGIA";-12.971;-38.511;6
"AVM - FACULDADE INTEGRADA";;;6
"CENTRO DE ENSINO SUPERIOR DE ARCOVERDE";-8.419;-37.054;6
"CENTRO DE ENSINO SUPERIOR DE ILHÉUS";-14.789;-39.049;6
"CENTRO DE ENSINO SUPERIOR DO AMAPÁ";0.039;-51.066;6
"CENTRO UNIVERSITÁRIO ANHANGÜERA";-21.996;-47.426;6
"CHRISTUS FACULDADE DO PIAUÍ";-4.273;-41.777;6
"ESCOLA BRASILEIRA DE ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS";;;6
"ESCOLA SUPERIOR DE PROPAGANDA E MARKETING DE PORTO ALEGRE";-30.033;-51.23;6
"ESCOLA SUPERIOR DE PROPAGANDA E MARKETING DO RIO DE JANEIRO";-22.903;-43.208;6
"FACULDADE AFIRMATIVO";-15.596;-56.097;6
"FACULDADE ANGLICANA DE ERECHIM";-27.634;-52.274;6
"FACULDADE ANGLO-AMERICANO DE CHAPECÓ";-27.096;-52.618;6
"FACULDADE ANHANGUERA DE RIO CLARO";-22.411;-47.561;6
"FACULDADE BARRETOS";-20.557;-48.568;6
"FACULDADE CASTRO ALVES";-12.971;-38.511;6
"FACULDADE CENECISTA DE JOINVILLE - FACE";-26.304;-48.846;6
"FACULDADE CERES";-20.82;-49.379;6
"FACULDADE CONCÓRDIA";-27.234;-52.028;6
"FACULDADE DA REGIÃO SERRANA";-20.041;-40.746;6
"FACULDADE DE ADMINISTRAÇÃO E CIÊNCIAS CONTÁBEIS DE SÃO ROQUE";-23.529;-47.135;6
"FACULDADE DE BALSAS";-7.533;-46.036;6
"FACULDADE DE BELÉM";-1.456;-48.504;6
"FACULDADE DE CIÊNCIAS ECONÔMICAS";-22.906;-47.061;6
"FACULDADE DE ECONOMIA E FINANÇAS DO RIO DE JANEIRO";-22.903;-43.208;6
"FACULDADE DE EDUCAÇÃO DE JARU";-10.439;-62.466;6
"FACULDADE DE EDUCAÇÃO E CIÊNCIAS GERENCIAIS DE INDAIATUBA";-23.09;-47.218;6
"FACULDADE DE EDUCAÇÃO E CULTURA MONTESSORI";-23.548;-46.636;6
"FACULDADE DE FORMAÇÃO DE PROFESSORES DE BELO JARDIM";-8.336;-36.424;6
"FACULDADE DE HORTOLÂNDIA";-22.858;-47.22;6
"FACULDADE DE INTEGRAÇÃO DO ENSINO SUPERIOR DO CONE SUL";-29.256;-51.534;6
"FACULDADE DE ITAITUBA";-4.276;-55.984;6
"FACULDADE DE SAÚDE IBITURUNA";-16.735;-43.862;6
"FACULDADE DE TECNOLOGIA DE BOTUCATU";-22.886;-48.445;6
"FACULDADE DE TECNOLOGIA DE PRESIDENTE PRUDENTE";-22.126;-51.389;6
"FACULDADE DE TECNOLOGIA DE TAUBATÉ";-23.026;-45.555;6
"FACULDADE DE TECNOLOGIA DO ISTITUTO EUROPEO DI DESIGN";-23.548;-46.636;6
"FACULDADE DE TECNOLOGIA E CIÊNCIAS";;;6
"FACULDADE DE TECNOLOGIA INFNET RIO DE JANEIRO";-22.903;-43.208;6
"FACULDADE DE TECNOLOGIA LA SALLE - ESTRELA";-29.502;-51.966;6
"FACULDADE DE TECNOLOGIA SENAC GOIÁS";-16.679;-49.254;6
"FACULDADE DE TECNOLOGIA SENAI BLUMENAU";-26.919;-49.066;6
"FACULDADE DE TECNOLOGIA TECBRASIL - UNIDADE NOVO HAMBURGO";-29.678;-51.131;6
"FACULDADE DO FUTURO";-20.258;-42.034;6
"FACULDADE DO LITORAL SUL PAULISTA";-24.006;-46.403;6
"FACULDADE DO PIAUÍ";-5.089;-42.802;6
"FACULDADE DO VALE DO ITAPECURÚ";-4.859;-43.356;6
"FACULDADE EDUVALE DE AVARÉ";-23.099;-48.926;6
"FACULDADE EMPRESARIAL DE CHAPECÓ";-27.096;-52.618;6
"FACULDADE ERNESTO RISCALI";-20.737;-48.915;6
"FACULDADE EVANGÉLICA CRISTO REI";-7.359;-41.138;6
"FACULDADE GUILHERME GUIMBALA";-26.304;-48.846;6
"FACULDADE IBMEC";-19.817;-43.956;6
"FACULDADE IMPACTA DE TECNOLOGIA";-23.548;-46.636;6
"FACULDADE INTEGRADA DA GRANDE FORTALEZA";;;6
"FACULDADE INTEGRAL CANTAREIRA";-23.548;-46.636;6
"FACULDADE ISEIB DE BELO HORIZONTE";-19.817;-43.956;6
"FACULDADE JUIZ DE FORA";-21.764;-43.35;6
"FACULDADE LS";-15.78;-47.93;6
"FACULDADE MACHADO SOBRINHO";-21.764;-43.35;6
"FACULDADE MARECHAL RONDON";-22.731;-48.571;6
"FACULDADE MARISTA";-8.054;-34.881;6
"FACULDADE MATO GROSSO DO SUL";-20.443;-54.646;6
"FACULDADE METODISTA GRANBERY";-21.764;-43.35;6
"FACULDADE METROPOLITANA DE CURITIBA";-25.535;-49.206;6
"FACULDADE METROPOLITANA DE MARABÁ";-5.369;-49.118;6
"FACULDADE ORÍGENES LESSA";-22.599;-48.8;6
"FACULDADE PARAENSE DE ENSINO";-1.456;-48.504;6
"FACULDADE PARANAENSE";-25.428;-49.273;6
"FACULDADE PROMOVE DE SETE LAGOAS";-19.466;-44.247;6
"FACULDADE SANTA AMÉLIA";-25.095;-50.162;6
"FACULDADE SANTA MARIA";-6.89;-38.562;6
"FACULDADE SANTÍSSIMO SACRAMENTO";-12.136;-38.419;6
"FACULDADE SANTO ANTONIO";-12.136;-38.419;6
"FACULDADE SÃO FRANCISCO DE ASSIS";-30.033;-51.23;6
"FACULDADE SÃO PAULO";-11.733;-61.778;6
"FACULDADE SETE DE SETEMBRO";-9.408;-38.222;6
"FACULDADES INTEGRADAS CORAÇÃO DE JESUS";-23.664;-46.538;6
"FACULDADES INTEGRADAS DE DIAMANTINO";-14.409;-56.446;6
"FACULDADES INTEGRADAS DE RONDONÓPOLIS";-16.471;-54.636;6
"FACULDADES INTEGRADAS DO EXTREMO SUL DA BAHIA";-16.378;-39.58;6
"FACULDADES INTEGRADAS MACHADO DE ASSIS";-27.871;-54.481;6
"FACULDADES INTEGRADAS SOARES DE OLIVEIRA";-20.557;-48.568;6
"FACULDADES INTEGRADAS STELLA MARIS DE ANDRADINA";-20.896;-51.379;6
"FACULDADES INTEGRADAS URUBUPUNGÁ";-20.638;-51.109;6
"FACULDADES INTEGRADAS VIANNA JÚNIOR";-21.764;-43.35;6
"FACULDADE SUL FLUMINENSE";-22.523;-44.104;6
"FACULDADE VALE DO GORUTUBA";-15.803;-43.301;6
"FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA";-29.125;-56.553;6
"FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA";-28.661;-56.004;6
"FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS";-10.708;-48.417;6
"INSTITUIÇÃO DE ENSINO SÃO FRANCISCO";-22.372;-46.942;6
"INSTITUTO BELO HORIZONTE DE ENSINO SUPERIOR";-19.817;-43.956;6
"INSTITUTO CENECISTA DE ENSINO SUPERIOR DE SANTO ÂNGELO";-28.299;-54.263;6
"INSTITUTO DE EDUCAÇÃO SUPERIOR DA PARAÍBA";-7.115;-34.863;6
"INSTITUTO DE ENSINO SUPERIOR CENECISTA";-16.358;-46.906;6
"INSTITUTO DE ENSINO SUPERIOR DO ACRE";-9.975;-67.81;6
"INSTITUTO DE ENSINO SUPERIOR MÚLTIPLO";-5.094;-42.837;6
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO";-19.539;-40.631;6
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ";-1.297;-47.922;6
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO";-22.903;-43.208;6
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL";-30.033;-51.23;6
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS";-21.675;-45.92;6
"INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE BEBEDOURO VICTÓRIO CARDASSI";-20.949;-48.479;6
"INSTITUTO SUPERIOR DE EDUCAÇÃO CAMPO LIMPO PAULISTA";-23.206;-46.784;6
"INSTITUTO SUPERIOR DE EDUCAÇÃO IBITURUNA";-16.735;-43.862;6
"INSTITUTO SUPERIOR DO LITORAL DO PARANÁ";-25.52;-48.509;6
"INSTITUTO TECNOLÓGICO DE AERONÁUTICA";-23.179;-45.887;6
"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ";-26.359;-52.851;6
"UNIVERSIDADE DE PASSO FUNDO";-27.944;-52.923;6
"UNIVERSIDADE DO ESTADO DA BAHIA";-11.564;-39.283;6
"UNIVERSIDADE DO ESTADO DA BAHIA";-9.408;-38.222;6
"UNIVERSIDADE DO ESTADO DO AMAZONAS";-6.66;-69.874;6
"UNIVERSIDADE DO ESTADO DO AMAZONAS";-4.383;-70.031;6
"UNIVERSIDADE DO ESTADO DO PARÁ";-3.203;-52.206;6
"UNIVERSIDADE DO OESTE DE SANTA CATARINA";-27.402;-51.225;6
"UNIVERSIDADE DO OESTE DE SANTA CATARINA";-27.026;-50.921;6
"UNIVERSIDADE DO OESTE DE SANTA CATARINA";-26.848;-52.992;6
"UNIVERSIDADE DO VALE DO PARAÍBA";-22.739;-45.591;6
"UNIVERSIDADE ESTADUAL DE GOIÁS";-17.732;-49.101;6
"UNIVERSIDADE ESTADUAL DE GOIÁS";-15.537;-47.334;6
"UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL";-20.443;-54.646;6
"UNIVERSIDADE ESTADUAL DO CEARÁ";-6.359;-39.299;6
"UNIVERSIDADE ESTADUAL DO MARANHÃO";-7.333;-47.469;6
"UNIVERSIDADE ESTADUAL DO MARANHÃO";-7.084;-45.141;6
"UNIVERSIDADE ESTADUAL DO MARANHÃO";-6.602;-44.077;6
"UNIVERSIDADE ESTADUAL DO MARANHÃO";-6.338;-47.399;6
"UNIVERSIDADE ESTADUAL DO MARANHÃO";-5.576;-44.385;6
"UNIVERSIDADE ESTADUAL DO MARANHÃO";-5.033;-44.436;6
"UNIVERSIDADE ESTADUAL DO MARANHÃO";-4.883;-44.688;6
"UNIVERSIDADE ESTADUAL DO MARANHÃO";-4.455;-43.886;6
"UNIVERSIDADE ESTADUAL DO MARANHÃO";-4.04;-44.47;6
"UNIVERSIDADE ESTADUAL DO MARANHÃO";-3.454;-44.78;6
"UNIVERSIDADE ESTADUAL DO MARANHÃO";-3.22;-45.004;6
"UNIVERSIDADE ESTADUAL DO MARANHÃO";-2.934;-44.235;6
"UNIVERSIDADE ESTADUAL DO MARANHÃO";-2.776;-44.066;6
"UNIVERSIDADE ESTADUAL DO MARANHÃO";-2.747;-42.826;6
"UNIVERSIDADE ESTADUAL DO MARANHÃO";-2.696;-44.821;6
"UNIVERSIDADE ESTADUAL DO MARANHÃO";-2.521;-45.083;6
"UNIVERSIDADE ESTADUAL DO MARANHÃO";-2.449;-44.783;6
"UNIVERSIDADE ESTADUAL DO MARANHÃO";-2.231;-45.3;6
"UNIVERSIDADE ESTADUAL DO MARANHÃO";-2.126;-45.885;6
"UNIVERSIDADE ESTADUAL DO MARANHÃO";-2.065;-44.784;6
"UNIVERSIDADE ESTADUAL DO MARANHÃO";-1.828;-44.868;6
"UNIVERSIDADE ESTADUAL DO MARANHÃO";-1.195;-46.02;6
"UNIVERSIDADE ESTADUAL DO PIAUÍ";-4.247;-42.296;6
"UNIVERSIDADE ESTADUAL DO PIAUÍ";;;6
"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO";-21.255;-48.322;6
"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO";-20.539;-47.401;6
"UNIVERSIDADE FEDERAL DA BAHIA";-14.866;-40.839;6
"UNIVERSIDADE FEDERAL DE ALAGOAS";-9.386;-37.996;6
"UNIVERSIDADE FEDERAL DE ALAGOAS";;;6
"UNIVERSIDADE FEDERAL DE LAVRAS";;;6
"UNIVERSIDADE FEDERAL DE MINAS GERAIS";-16.735;-43.862;6
"UNIVERSIDADE FEDERAL DE SERGIPE";-10.911;-37.072;6
"UNIVERSIDADE FEDERAL DO ACRE";-9.066;-68.657;6
"UNIVERSIDADE FEDERAL DO AMAZONAS";-7.506;-63.021;6
"UNIVERSIDADE FEDERAL DO AMAZONAS";-4.383;-70.031;6
"UNIVERSIDADE FEDERAL DO AMAZONAS";-4.085;-63.141;6
"UNIVERSIDADE FEDERAL DO PARANÁ";-24.284;-53.84;6
"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";;;6
"UNIVERSIDADE FEDERAL FLUMINENSE";-21.539;-42.18;6
"UNIVERSIDADE FUMEC";-19.986;-43.847;6
"UNIVERSIDADE SALGADO DE OLIVEIRA";;;6
"ABEU - CENTRO UNIVERSITÁRIO";-22.808;-43.414;5
"ESCOLA SUPERIOR DE CIÊNCIAS DA SANTA CASA DE MISERICÓRDIA DE VITÓRIA";-20.319;-40.338;5
"ESCOLA SUPERIOR DE ENSINO HELENA ANTIPOFF";-22.883;-43.104;5
"ESCOLA SUPERIOR DE PROPAGANDA E MARKETING";-23.548;-46.636;5
"FACULDADE ADJETIVO CETEP";-20.378;-43.416;5
"FACULDADE ADVENTISTA DA BAHIA";-12.618;-38.956;5
"FACULDADE ADVENTISTA DE HORTOLÂNDIA";-22.858;-47.22;5
"FACULDADE ALBERT EINSTEIN";-15.78;-47.93;5
"FACULDADE ANCHIETA DE ENSINO SUPERIOR DO PARANÁ";-25.428;-49.273;5
"FACULDADE APOIO";-12.894;-38.327;5
"Faculdade AVEC de Vilhena";-12.741;-60.146;5
"FACULDADE BÉTHENCOURT DA SILVA";-22.903;-43.208;5
"FACULDADE BETIM";-19.968;-44.198;5
"FACULDADE CAMBURY DE FORMOSA";-15.537;-47.334;5
"FACULDADE CATÓLICA DE ANÁPOLIS";-16.327;-48.953;5
"FACULDADE CATÓLICA DO CEARÁ";-3.717;-38.543;5
"FACULDADE CATÓLICA RAINHA DA PAZ DE ARAPUTANGA";-15.471;-58.353;5
"FACULDADE CENECISTA DE VARGINHA";-21.551;-45.43;5
"FACULDADE CIDADE DE COROMANDEL";-18.473;-47.2;5
"FACULDADE CIÊNCIAS DA VIDA";-19.466;-44.247;5
"Faculdade Comunitária de Juiz de Fora";-21.764;-43.35;5
"FACULDADE DA AMAZÔNIA";-1.366;-48.372;5
"FACULDADE DE ALTA FLORESTA";-9.876;-56.086;5
"FACULDADE DE CIÊNCIA E TECNOLOGIA DE MONTES CLAROS";-16.735;-43.862;5
"FACULDADE DE CIÊNCIAS ADMINISTRATIVAS E DE TECNOLOGIA";-8.762;-63.904;5
"FACULDADE DE CIÊNCIAS DE GUARULHOS";-23.463;-46.533;5
"FACULDADE DE CIÊNCIAS E TECNOLOGIA DE BIRIGUI";-21.289;-50.34;5
