name;name_ascii;latitude;longitude
centro universitário unirg;centro universitário unirg;-11.729;-49.069
escola superior madre celeste;escola superior madre celeste;-1.366;-48.372
estácio atual - faculdade estácio da amazônia;estácio atual - faculdade estácio da amazônia;2.82;-60.673
faculdade alfredo nasser;faculdade alfredo nasser;-16.822;-49.245
faculdade alves faria;faculdade alves faria;-16.679;-49.254
faculdade anhangüera de bauru;faculdade anhangüera de bauru;-22.315;-49.061
faculdade capixaba de nova venécia;faculdade capixaba de nova venécia;-18.711;-40.401
faculdade católica rainha do sertão;faculdade católica rainha do sertão;-4.971;-39.015
faculdade de ciências sociais aplicadas de cascavel;faculdade de ciências sociais aplicadas de cascavel;-24.956;-53.455
faculdade de ciências sociais e agrárias de itapeva;faculdade de ciências sociais e agrárias de itapeva;-23.982;-48.876
faculdade de educação são luís;faculdade de educação são luís;-21.255;-48.322
faculdade de filosofia ciências e letras souza marques;faculdade de filosofia ciências e letras souza marques;-22.903;-43.208
faculdade de minas;faculdade de minas;-21.131;-42.366
faculdade de pindamonhangaba;faculdade de pindamonhangaba;-22.924;-45.462
faculdade de tecnologia fundetec;faculdade de tecnologia fundetec;-23.548;-46.636
faculdade do noroeste de minas;faculdade do noroeste de minas;-17.222;-46.875
faculdade integrada tiradentes;faculdade integrada tiradentes;-9.666;-35.735
faculdade martha falcão;faculdade martha falcão;-3.102;-60.025
faculdade pan amazônia;faculdade pan amazônia;-1.456;-48.504
faculdade pitágoras de jundiaí;faculdade pitágoras de jundiaí;-23.186;-46.884
faculdade presidente antônio carlos de ipatinga;faculdade presidente antônio carlos de ipatinga;-19.468;-42.537
faculdades integradas asmec;faculdades integradas asmec;-22.283;-46.369
faculdades integradas de patos;faculdades integradas de patos;-7.024;-37.28
faculdades integradas espírito santenses;faculdades integradas espírito santenses;-20.319;-40.338
faculdades integradas mato-grossenses de ciências sociais e humanas;faculdades integradas mato-grossenses de ciências sociais e humanas;-15.596;-56.097
faculdades integradas pitágoras;faculdades integradas pitágoras;-16.735;-43.862
faculdades integradas teresa d´ávila;faculdades integradas teresa d´ávila;-22.731;-45.125
instituto federal de educação, ciência e tecnologia  do amazonas;instituto federal de educação, ciência e tecnologia  do amazonas;-3.102;-60.025
instituto federal de educação, ciência e tecnologia do rio grande do norte;instituto federal de educação, ciência e tecnologia do rio grande do norte;-5.795;-35.209
instituto federal de educação, ciência e tecnologia sul-rio-grandense;instituto federal de educação, ciência e tecnologia sul-rio-grandense;-31.772;-52.343
instituto luterano de ensino superior de itumbiara;instituto luterano de ensino superior de itumbiara;-18.42;-49.218
universidade federal de são paulo;universidade federal de são paulo;-23.463;-46.533
universidade josé do rosário vellano;universidade josé do rosário vellano;-21.429;-45.947
centro universitário do instituto mauá de tecnologia;centro universitário do instituto mauá de tecnologia;-23.623;-46.551
centro universitário do rio grande do norte;centro universitário do rio grande do norte;-5.795;-35.209
faculdade anhanguera de limeira;faculdade anhanguera de limeira;-22.565;-47.402
faculdade anhangüera de sorocaba;faculdade anhangüera de sorocaba;-23.502;-47.458
faculdade anhanguera de taboão da serra;faculdade anhanguera de taboão da serra;-23.602;-46.753
faculdade cenecista de osório;faculdade cenecista de osório;-29.887;-50.27
faculdade de ciências biológicas e da saúde;faculdade de ciências biológicas e da saúde;-20.754;-42.882
faculdade de ciências sociais e tecnológicas facitec;faculdade de ciências sociais e tecnológicas facitec;-15.78;-47.93
faculdade de macapá;faculdade de macapá;0.039;-51.066
faculdade de tecnologia de são paulo;faculdade de tecnologia de são paulo;-23.548;-46.636
faculdade de tecnologia tecbrasil - unidade porto alegre;faculdade de tecnologia tecbrasil - unidade porto alegre;-30.033;-51.23
faculdade do sul da bahia;faculdade do sul da bahia;-17.535;-39.742
faculdade esamc santos;faculdade esamc santos;-23.961;-46.334
faculdade estácio de sá de santa catarina;faculdade estácio de sá de santa catarina;-27.615;-48.628
faculdade integrado de campo mourão;faculdade integrado de campo mourão;-24.046;-52.383
faculdade interamericana de porto velho;faculdade interamericana de porto velho;-8.762;-63.904
faculdade pitágoras de ipatinga;faculdade pitágoras de ipatinga;-19.468;-42.537
faculdade pitágoras de teixeira de freitas;faculdade pitágoras de teixeira de freitas;-17.535;-39.742
faculdade presidente antônio carlos de conselheiro lafaiete;faculdade presidente antônio carlos de conselheiro lafaiete;-20.66;-43.786
faculdade presidente antônio carlos de uberlândia;faculdade presidente antônio carlos de uberlândia;-18.919;-48.277
faculdade são lucas;faculdade são lucas;-8.762;-63.904
faculdades integradas barros melo;faculdades integradas barros melo;-8.009;-34.855
faculdades integradas da união educacional do planalto central - faciplac;faculdades integradas da união educacional do planalto central - faciplac;-15.78;-47.93
faculdades integradas de bauru;faculdades integradas de bauru;-22.315;-49.061
faculdades integradas de ourinhos;faculdades integradas de ourinhos;-22.979;-49.871
faculdades integradas do tapajós;faculdades integradas do tapajós;-2.443;-54.708
faculdades integradas santa cruz de curitiba;faculdades integradas santa cruz de curitiba;-25.428;-49.273
faculdades unidas do vale do araguaia;faculdades unidas do vale do araguaia;-15.89;-52.257
faculdade união das américas;faculdade união das américas;-25.548;-54.588
instituto federal de educação, ciência e tecnologia do maranhão;instituto federal de educação, ciência e tecnologia do maranhão;-2.53;-44.303
instituto federal de educação, ciência e tecnologia do piauí;instituto federal de educação, ciência e tecnologia do piauí;-5.089;-42.802
instituto municipal de ensino superior de catanduva;instituto municipal de ensino superior de catanduva;-21.138;-48.973
universidade de pernambuco;universidade de pernambuco;-8.054;-34.881
universidade do estado de mato grosso;universidade do estado de mato grosso;-16.071;-57.679
universidade regional do cariri;universidade regional do cariri;-7.234;-39.409
escola superior batista do amazonas;escola superior batista do amazonas;-3.102;-60.025
escola superior de administração, direito e economia;escola superior de administração, direito e economia;-30.033;-51.23
faculdade anhangüera de piracicaba;faculdade anhangüera de piracicaba;-22.725;-47.649
faculdade barão do rio branco;faculdade barão do rio branco;-9.975;-67.81
faculdade ccaa;faculdade ccaa;-22.903;-43.208
faculdade de ciências aplicadas doutor leão sampaio;faculdade de ciências aplicadas doutor leão sampaio;-7.213;-39.315
faculdade de ciências gerenciais de manhuaçu;faculdade de ciências gerenciais de manhuaçu;-20.258;-42.034
faculdade de filosofia ciências e letras de mandaguari;faculdade de filosofia ciências e letras de mandaguari;-23.548;-51.671
faculdade de minas bh;faculdade de minas bh;-19.817;-43.956
faculdade de pato branco;faculdade de pato branco;-26.229;-52.671
faculdade de são lourenço;faculdade de são lourenço;-22.116;-45.054
faculdade de são vicente;faculdade de são vicente;-23.963;-46.392
faculdade do centro leste;faculdade do centro leste;-20.129;-40.308
faculdade do sul;faculdade do sul;-14.786;-39.28
faculdade eniac;faculdade eniac;-23.463;-46.533
faculdade ideal;faculdade ideal;-1.456;-48.504
faculdade max planck;faculdade max planck;-23.09;-47.218
faculdade metropolitana da grande fortaleza;faculdade metropolitana da grande fortaleza;-3.717;-38.543
faculdade pitágoras de tecnologia de belo horizonte;faculdade pitágoras de tecnologia de belo horizonte;-19.817;-43.956
faculdade presidente antônio carlos de ubá;faculdade presidente antônio carlos de ubá;-21.12;-42.943
faculdade redentor;faculdade redentor;-21.205;-41.888
faculdades integradas do norte de minas - funorte;faculdades integradas do norte de minas - funorte;-16.735;-43.862
faculdades integradas do vale do iguaçu;faculdades integradas do vale do iguaçu;-26.23;-51.086
faculdades integradas einstein de limeira;faculdades integradas einstein de limeira;-22.565;-47.402
faculdades integradas paulista;faculdades integradas paulista;-23.548;-46.636
faculdades riograndenses;faculdades riograndenses;-30.033;-51.23
faculdade sudoeste paulista;faculdade sudoeste paulista;-23.099;-48.926
faculdade união bandeirante;faculdade união bandeirante;-27.615;-48.628
instituto blumenauense de ensino superior;instituto blumenauense de ensino superior;-26.919;-49.066
instituto cuiabá de ensino e cultura;instituto cuiabá de ensino e cultura;-15.596;-56.097
instituto pernambucano de ensino superior;instituto pernambucano de ensino superior;-8.054;-34.881
universidade do estado de minas gerais;universidade do estado de minas gerais;-19.817;-43.956
universidade estadual de roraima;universidade estadual de roraima;2.82;-60.673
abeu - centro universitário;abeu - centro universitário;-22.764;-43.399
centro federal de educação tecnológica de minas gerais;centro federal de educação tecnológica de minas gerais;-19.817;-43.956
centro universitário belas artes de são paulo;centro universitário belas artes de são paulo;-23.548;-46.636
centro universitário - católica de santa catarina em joinville;centro universitário - católica de santa catarina em joinville;-26.304;-48.846
centro universitário curitiba;centro universitário curitiba;-25.428;-49.273
centro universitário de mineiros;centro universitário de mineiros;-17.569;-52.551
