kind, years
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 4
mestrado, 4
mestrado, 2
mestrado, 8
mestrado, 5
mestrado, 3
mestrado, 3
mestrado, 1
mestrado, 7
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 5
mestrado, 5
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 4
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 1
mestrado, 4
mestrado, 6
mestrado, 2
mestrado, 4
mestrado, 3
mestrado, 1
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 6
mestrado, 5
mestrado, 2
mestrado, 2
mestrado, 5
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 8
mestrado, 2
mestrado, 5
mestrado, 2
mestrado, 4
mestrado, 6
mestrado, 2
mestrado, 1
mestrado, 5
mestrado, 2
mestrado, 2
mestrado, 6
mestrado, 2
mestrado, 5
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 6
mestrado, 2
mestrado, 2
mestrado, 4
mestrado, 2
mestrado, 3
mestrado, 5
mestrado, 3
mestrado, 8
mestrado, 8
mestrado, 3
mestrado, 3
mestrado, 9
mestrado, 3
mestrado, 2
mestrado, 6
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 4
mestrado, 1
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 6
mestrado, 4
mestrado, 3
mestrado, 7
mestrado, 2
mestrado, 4
mestrado, 5
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 4
mestrado, 2
mestrado, 3
mestrado, 4
mestrado, 2
mestrado, 4
mestrado, 3
mestrado, 4
mestrado, 4
mestrado, 3
mestrado, 3
mestrado, 4
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 1
mestrado, 5
mestrado, 5
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 4
mestrado, 6
mestrado, 3
mestrado, 3
mestrado, 5
mestrado, 3
mestrado, 4
mestrado, 2
mestrado, 4
mestrado, 3
mestrado, 5
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 3
mestrado, 4
mestrado, 1
mestrado, 2
mestrado, 5
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 7
mestrado, 2
mestrado, 7
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 4
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 7
mestrado, 2
mestrado, 2
mestrado, 4
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 5
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 5
mestrado, 4
mestrado, 5
mestrado, 3
mestrado, 2
mestrado, 1
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 5
mestrado, 6
mestrado, 5
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 1
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 4
mestrado, 2
mestrado, 3
mestrado, 1
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 4
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 4
mestrado, 2
mestrado, 3
mestrado, 4
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 4
mestrado, 2
mestrado, 3
mestrado, 4
mestrado, 3
mestrado, 6
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 1
mestrado, 3
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 5
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 5
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 6
mestrado, 3
mestrado, 1
mestrado, 1
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 4
mestrado, 2
mestrado, 5
mestrado, 6
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 4
mestrado, 5
mestrado, 2
mestrado, 8
mestrado, 5
mestrado, 3
mestrado, 5
mestrado, 2
mestrado, 1
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 1
mestrado, 3
mestrado, 4
mestrado, 2
mestrado, 5
mestrado, 2
mestrado, 1
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 7
mestrado, 3
mestrado, 4
mestrado, 1
mestrado, 2
mestrado, 3
mestrado, 5
mestrado, 1
mestrado, 2
mestrado, 4
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 5
mestrado, 5
mestrado, 4
mestrado, 4
mestrado, 3
mestrado, 2
mestrado, 7
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 5
mestrado, 5
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 4
mestrado, 5
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 4
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 3
mestrado, 5
mestrado, 2
mestrado, 4
mestrado, 5
mestrado, 4
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 1
mestrado, 3
mestrado, 2
mestrado, 4
mestrado, 6
mestrado, 1
mestrado, 6
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 6
mestrado, 5
mestrado, 6
mestrado, 2
mestrado, 6
mestrado, 2
mestrado, 5
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 4
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 5
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 1
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 4
mestrado, 2
mestrado, 3
mestrado, 4
mestrado, 3
mestrado, 3
mestrado, 7
mestrado, 4
mestrado, 3
mestrado, 3
mestrado, 3
mestrado, 4
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 1
mestrado, 2
mestrado, 2
mestrado, 7
mestrado, 3
mestrado, 5
mestrado, 2
mestrado, 6
mestrado, 4
mestrado, 3
mestrado, 4
mestrado, 5
mestrado, 2
mestrado, 3
mestrado, 4
mestrado, 1
mestrado, 7
mestrado, 2
mestrado, 4
mestrado, 8
mestrado, 1
mestrado, 3
mestrado, 3
mestrado, 6
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 8
mestrado, 4
mestrado, 8
mestrado, 2
mestrado, 2
mestrado, 4
mestrado, 4
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 5
mestrado, 2
mestrado, 4
mestrado, 3
mestrado, 3
mestrado, 4
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 6
mestrado, 4
mestrado, 3
mestrado, 4
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 1
mestrado, 7
mestrado, 2
mestrado, 5
mestrado, 2
mestrado, 2
mestrado, 4
mestrado, 6
mestrado, 3
mestrado, 5
mestrado, 3
mestrado, 5
mestrado, 4
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 20
mestrado, 2
mestrado, 5
mestrado, 3
mestrado, 4
mestrado, 5
mestrado, 2
mestrado, 4
mestrado, 4
mestrado, 4
mestrado, 5
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 5
mestrado, 2
mestrado, 2
mestrado, 4
mestrado, 5
mestrado, 4
mestrado, 4
mestrado, 2
mestrado, 2
mestrado, 1
mestrado, 6
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 4
mestrado, 3
mestrado, 1
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 6
mestrado, 8
mestrado, 2
mestrado, 4
mestrado, 1
mestrado, 2
mestrado, 1
mestrado, 4
mestrado, 2
mestrado, 2
mestrado, 4
mestrado, 2
mestrado, 4
mestrado, 3
mestrado, 7
mestrado, 3
mestrado, 4
mestrado, 4
mestrado, 5
mestrado, 5
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 4
mestrado, 5
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 1
mestrado, 3
mestrado, 5
mestrado, 2
mestrado, 4
mestrado, 2
mestrado, 5
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 4
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 4
mestrado, 3
mestrado, 5
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 4
mestrado, 2
mestrado, 4
mestrado, 5
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 5
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 4
mestrado, 2
mestrado, 2
mestrado, 5
mestrado, 4
mestrado, 2
mestrado, 5
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 4
mestrado, 2
mestrado, 1
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 5
mestrado, 4
mestrado, 2
mestrado, 2
mestrado, 7
mestrado, 2
mestrado, 5
mestrado, 4
mestrado, 2
mestrado, 3
mestrado, 7
mestrado, 2
mestrado, 4
mestrado, 4
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 1
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 5
mestrado, 4
mestrado, 4
mestrado, 5
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 4
mestrado, 6
mestrado, 3
mestrado, 3
mestrado, 1
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 4
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 1
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 5
mestrado, 4
mestrado, 1
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 4
mestrado, 4
mestrado, 3
mestrado, 5
mestrado, 3
mestrado, 14
mestrado, 5
mestrado, 5
mestrado, 3
mestrado, 4
mestrado, 3
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 5
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 5
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 1
mestrado, 2
mestrado, 2
mestrado, 5
mestrado, 1
mestrado, 3
mestrado, 5
mestrado, 2
mestrado, 4
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 5
mestrado, 4
mestrado, 3
mestrado, 5
mestrado, 2
mestrado, 6
mestrado, 4
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 6
mestrado, 3
mestrado, 5
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 4
mestrado, 3
mestrado, 4
mestrado, 4
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 1
mestrado, 3
mestrado, 6
mestrado, 8
mestrado, 3
mestrado, 3
mestrado, 3
mestrado, 3
mestrado, 4
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 4
mestrado, 5
mestrado, 4
mestrado, 8
mestrado, 2
mestrado, 1
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 1
mestrado, 3
mestrado, 1
mestrado, 2
mestrado, 5
mestrado, 1
mestrado, 2
mestrado, 3
mestrado, 4
mestrado, 4
mestrado, 8
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 5
mestrado, 3
mestrado, 2
mestrado, 5
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 3
mestrado, 3
mestrado, 1
mestrado, 2
mestrado, 5
mestrado, 2
mestrado, 5
mestrado, 3
mestrado, 3
mestrado, 4
mestrado, 2
mestrado, 3
mestrado, 6
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 4
mestrado, 2
mestrado, 5
mestrado, 5
mestrado, 2
mestrado, 1
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 4
mestrado, 5
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 4
mestrado, 10
mestrado, 4
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 1
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 1
mestrado, 3
mestrado, 2
mestrado, 6
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 4
mestrado, 2
mestrado, 2
mestrado, 4
mestrado, 4
mestrado, 2
mestrado, 5
mestrado, 2
mestrado, 2
mestrado, 4
mestrado, 1
mestrado, 7
mestrado, 3
mestrado, 5
mestrado, 4
mestrado, 2
mestrado, 2
mestrado, 1
mestrado, 3
mestrado, 6
mestrado, 8
mestrado, 6
mestrado, 3
mestrado, 5
mestrado, 4
mestrado, 4
mestrado, 3
mestrado, 5
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 5
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 3
mestrado, 4
mestrado, 1
mestrado, 1
mestrado, 1
mestrado, 4
mestrado, 6
mestrado, 4
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 5
mestrado, 1
mestrado, 2
mestrado, 2
mestrado, 5
mestrado, 2
mestrado, 4
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 5
mestrado, 5
mestrado, 8
mestrado, 3
mestrado, 4
mestrado, 1
mestrado, 3
mestrado, 3
mestrado, 3
mestrado, 4
mestrado, 3
mestrado, 4
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 4
mestrado, 3
mestrado, 5
mestrado, 2
mestrado, 5
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 1
mestrado, 5
mestrado, 7
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 1
mestrado, 2
mestrado, 3
mestrado, 5
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 4
mestrado, 5
mestrado, 2
mestrado, 5
mestrado, 2
mestrado, 5
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 4
mestrado, 4
mestrado, 3
mestrado, 2
mestrado, 4
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 4
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 4
mestrado, 2
mestrado, 7
mestrado, 2
mestrado, 3
mestrado, 4
mestrado, 1
mestrado, 2
mestrado, 6
mestrado, 4
mestrado, 1
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 6
mestrado, 8
mestrado, 2
mestrado, 6
mestrado, 3
mestrado, 3
mestrado, 4
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 5
mestrado, 3
mestrado, 3
mestrado, 4
mestrado, 3
mestrado, 2
mestrado, 4
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 4
mestrado, 3
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 1
mestrado, 3
mestrado, 2
mestrado, 4
mestrado, 4
mestrado, 2
mestrado, 2
mestrado, 5
mestrado, 4
mestrado, 2
mestrado, 2
mestrado, 5
mestrado, 2
mestrado, 5
mestrado, 3
mestrado, 2
mestrado, 7
mestrado, 4
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 4
mestrado, 4
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 4
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 5
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 4
mestrado, 4
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 4
mestrado, 8
mestrado, 2
mestrado, 4
mestrado, 1
mestrado, 2
mestrado, 2
mestrado, 1
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 5
mestrado, 2
mestrado, 8
mestrado, 4
mestrado, 1
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 4
mestrado, 4
mestrado, 1
mestrado, 4
mestrado, 4
mestrado, 2
mestrado, 3
mestrado, 4
mestrado, 4
mestrado, 2
mestrado, 2
mestrado, 6
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 4
mestrado, 5
mestrado, 2
mestrado, 4
mestrado, 2
mestrado, 2
mestrado, 5
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 4
mestrado, 2
mestrado, 4
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 4
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 5
mestrado, 4
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 6
mestrado, 2
mestrado, 5
mestrado, 2
mestrado, 4
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 5
mestrado, 4
mestrado, 4
mestrado, 2
mestrado, 2
mestrado, 4
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 1
mestrado, 5
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 4
mestrado, 3
mestrado, 9
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 5
mestrado, 6
mestrado, 3
mestrado, 4
mestrado, 3
mestrado, 3
mestrado, 5
mestrado, 3
mestrado, 3
mestrado, 3
mestrado, 4
mestrado, 5
mestrado, 5
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 7
mestrado, 7
mestrado, 4
mestrado, 6
mestrado, 4
mestrado, 8
mestrado, 1
mestrado, 8
mestrado, 5
mestrado, 4
mestrado, 3
mestrado, 5
mestrado, 2
mestrado, 4
mestrado, 6
mestrado, 7
mestrado, 2
mestrado, 2
mestrado, 6
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 4
mestrado, 2
mestrado, 4
mestrado, 6
mestrado, 3
mestrado, 4
mestrado, 3
mestrado, 3
mestrado, 1
mestrado, 8
mestrado, 3
mestrado, 1
mestrado, 2
mestrado, 3
mestrado, 7
mestrado, 1
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 5
mestrado, 2
mestrado, 5
mestrado, 6
mestrado, 4
mestrado, 4
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 1
mestrado, 3
mestrado, 1
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 4
mestrado, 3
mestrado, 3
mestrado, 3
mestrado, 4
mestrado, 2
mestrado, 3
mestrado, 4
mestrado, 2
mestrado, 2
mestrado, 1
mestrado, 2
mestrado, 4
mestrado, 2
mestrado, 5
mestrado, 2
mestrado, 4
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 4
mestrado, 2
mestrado, 2
mestrado, 4
mestrado, 4
mestrado, 4
mestrado, 5
mestrado, 5
mestrado, 2
mestrado, 2
mestrado, 4
mestrado, 2
mestrado, 3
mestrado, 4
mestrado, 1
mestrado, 2
mestrado, 1
mestrado, 3
mestrado, 5
mestrado, 2
mestrado, 1
mestrado, 2
mestrado, 4
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 1
mestrado, 2
mestrado, 3
mestrado, 5
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 4
mestrado, 3
mestrado, 1
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 5
mestrado, 2
mestrado, 2
mestrado, 3
mestrado, 1
mestrado, 2
mestrado, 3
mestrado, 4
mestrado, 2
mestrado, 7
mestrado, 5
mestrado, 6
mestrado, 5
mestrado, 2
mestrado, 2
mestrado, 5
mestrado, 2
mestrado, 1
mestrado, 4
mestrado, 3
mestrado, 1
mestrado, 2
mestrado, 2
mestrado, 4
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 2
mestrado, 5
mestrado, 1
mestrado, 4
mestrado, 4
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 5
mestrado, 3
mestrado, 4
mestrado, 3
mestrado, 5
mestrado, 4
mestrado, 2
mestrado, 4
mestrado, 4
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 2
mestrado, 3
mestrado, 3
mestrado, 3
pos-doutorado, 3
pos-doutorado, 2
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 3
pos-doutorado, 1
pos-doutorado, 3
pos-doutorado, 2
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 3
pos-doutorado, 4
pos-doutorado, 2
pos-doutorado, 2
pos-doutorado, 4
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 3
pos-doutorado, 2
pos-doutorado, 3
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 3
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 4
pos-doutorado, 2
pos-doutorado, 2
pos-doutorado, 2
pos-doutorado, 2
pos-doutorado, 2
pos-doutorado, 2
pos-doutorado, 3
pos-doutorado, 1
pos-doutorado, 3
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 4
pos-doutorado, 2
pos-doutorado, 5
pos-doutorado, 5
pos-doutorado, 1
pos-doutorado, 3
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 2
pos-doutorado, 4
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 4
pos-doutorado, 2
pos-doutorado, 2
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 3
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 3
pos-doutorado, 4
pos-doutorado, 1
pos-doutorado, 5
pos-doutorado, 4
pos-doutorado, 1
pos-doutorado, 3
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 3
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 2
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 3
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 3
pos-doutorado, 3
pos-doutorado, 2
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 3
pos-doutorado, 5
pos-doutorado, 2
pos-doutorado, 3
pos-doutorado, 3
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 4
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 2
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 3
pos-doutorado, 1
pos-doutorado, 7
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 3
pos-doutorado, 1
pos-doutorado, 3
pos-doutorado, 4
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 6
pos-doutorado, 7
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 4
pos-doutorado, 3
pos-doutorado, 3
pos-doutorado, 30
pos-doutorado, 1
pos-doutorado, 4
pos-doutorado, 3
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 5
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 4
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 3
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 2
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 2
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 3
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 3
pos-doutorado, 4
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 1
pos-doutorado, 1
pos-doutorado, 2
pos-doutorado, 2
pos-doutorado, 3
pos-doutorado, 1
pos-doutorado, 1
especializacao, 1
aperfeicoamento, 1
aperfeicoamento, 1
residencia, 1
