Id;Label;rank;Modularity Class;City;State;Country;Latitude;Longitude;In-Degree;Out-Degree;Degree;Weighted Degree;Weighted In-Degree;Weighted Out-Degree
3145;boa nova;;city;boa nova;bahia;brazil;-14.363;-40.208;0;0;0;0.0;0.0;0.0
3146;brejo santo;;city;brejo santo;ceara;brazil;-7.493;-38.985;0;0;0;0.0;0.0;0.0
3147;registro;;city;registro;sao paulo;brazil;-24.488;-47.844;0;0;0;0.0;0.0;0.0
3148;goioere;;city;goioere;parana;brazil;-24.185;-53.028;0;0;0;0.0;0.0;0.0
3149;santo antonio da alegria;;city;santo antonio da alegria;sao paulo;brazil;-21.087;-47.151;0;0;0;0.0;0.0;0.0
3150;irapuru;;city;irapuru;sao paulo;brazil;-21.571;-51.345;0;0;0;0.0;0.0;0.0
3151;quebrangulo;;city;quebrangulo;alagoas;brazil;-9.319;-36.471;0;0;0;0.0;0.0;0.0
3152;taquara;;city;taquara;rio grande do sul;brazil;-29.651;-50.781;0;0;0;0.0;0.0;0.0
3153;cruzeiro;;city;cruzeiro;sao paulo;brazil;-22.576;-44.963;0;0;0;0.0;0.0;0.0
3154;cachoeira;;city;cachoeira;bahia;brazil;-12.618;-38.956;0;0;0;0.0;0.0;0.0
3155;cumari;;city;cumari;goias;brazil;-18.263;-48.151;0;0;0;0.0;0.0;0.0
3156;urania;;city;urania;sao paulo;brazil;-20.246;-50.643;0;0;0;0.0;0.0;0.0
3157;montanha;;city;montanha;espirito santo;brazil;-18.127;-40.363;0;0;0;0.0;0.0;0.0
3158;santa isabel;;city;santa isabel;sao paulo;brazil;-23.316;-46.221;0;0;0;0.0;0.0;0.0
3159;iracemapolis;;city;iracemapolis;sao paulo;brazil;-22.581;-47.519;0;0;0;0.0;0.0;0.0
3160;moji mirim;;city;moji mirim;sao paulo;brazil;-22.432;-46.958;0;0;0;0.0;0.0;0.0
3161;santa maria da vitoria;;city;santa maria da vitoria;bahia;brazil;-13.398;-44.198;0;0;0;0.0;0.0;0.0
3162;capinopolis;;city;capinopolis;minas gerais;brazil;-18.682;-49.57;0;0;0;0.0;0.0;0.0
3163;sao bento do sul;;city;sao bento do sul;santa catarina;brazil;-26.25;-49.379;0;0;0;0.0;0.0;0.0
3164;equador;;city;equador;rio grande do norte;brazil;-6.945;-36.718;0;0;0;0.0;0.0;0.0
3165;sao mateus do sul;;city;sao mateus do sul;parana;brazil;-25.874;-50.383;0;0;0;0.0;0.0;0.0
3167;caibate;;city;caibate;rio grande do sul;brazil;-28.288;-54.638;0;0;0;0.0;0.0;0.0
3168;sao benedito;;city;sao benedito;ceara;brazil;-4.049;-40.865;0;0;0;0.0;0.0;0.0
3169;tiangua;;city;tiangua;ceara;brazil;-3.732;-40.992;0;0;0;0.0;0.0;0.0
3170;aguas de lindoia;;city;aguas de lindoia;sao paulo;brazil;-22.476;-46.633;0;0;0;0.0;0.0;0.0
3171;nova erechim;;city;nova erechim;santa catarina;brazil;-26.903;-52.906;0;0;0;0.0;0.0;0.0
3172;tapera;;city;tapera;rio grande do sul;brazil;-28.626;-52.87;0;0;0;0.0;0.0;0.0
3173;guiratinga;;city;guiratinga;mato grosso;brazil;-16.349;-53.758;0;0;0;0.0;0.0;0.0
3174;panambi;;city;panambi;rio grande do sul;brazil;-28.293;-53.502;0;0;0;0.0;0.0;0.0
3175;pederneiras;;city;pederneiras;sao paulo;brazil;-22.352;-48.775;0;0;0;0.0;0.0;0.0
3176;sao paulo das missoes;;city;sao paulo das missoes;rio grande do sul;brazil;-28.021;-54.936;0;0;0;0.0;0.0;0.0
3177;firminopolis;;city;firminopolis;goias;brazil;-16.582;-50.305;0;0;0;0.0;0.0;0.0
3178;aracruz;;city;aracruz;espirito santo;brazil;-19.82;-40.273;0;0;0;0.0;0.0;0.0
3180;videira;;city;videira;santa catarina;brazil;-27.008;-51.152;0;0;0;0.0;0.0;0.0
3181;estrela;;city;estrela;rio grande do sul;brazil;-29.502;-51.966;0;0;0;0.0;0.0;0.0
3182;currais novos;;city;currais novos;rio grande do norte;brazil;-6.261;-36.515;0;0;0;0.0;0.0;0.0
3183;andira;;city;andira;parana;brazil;-23.051;-50.229;0;0;0;0.0;0.0;0.0
3184;marialva;;city;marialva;parana;brazil;-23.485;-51.792;0;0;0;0.0;0.0;0.0
3185;ouvidor;;city;ouvidor;goias;brazil;-18.234;-47.839;0;0;0;0.0;0.0;0.0
3186;cubatao;;city;cubatao;sao paulo;brazil;-23.895;-46.425;0;0;0;0.0;0.0;0.0
3187;ubaitaba;;city;ubaitaba;bahia;brazil;-14.313;-39.323;0;0;0;0.0;0.0;0.0
3188;ituporanga;;city;ituporanga;santa catarina;brazil;-27.414;-49.601;0;0;0;0.0;0.0;0.0
3189;arroio dos ratos;;city;arroio dos ratos;rio grande do sul;brazil;-30.077;-51.729;0;0;0;0.0;0.0;0.0
3190;igarassu;;city;igarassu;pernambuco;brazil;-7.834;-34.906;0;0;0;0.0;0.0;0.0
3191;jutai;;city;jutai;amazonas;brazil;-2.747;-66.767;0;0;0;0.0;0.0;0.0
3192;pocone;;city;pocone;mato grosso;brazil;-16.257;-56.623;0;0;0;0.0;0.0;0.0
3193;nova olinda;;city;nova olinda;ceara;brazil;-7.092;-39.681;0;0;0;0.0;0.0;0.0
3194;estrela do norte;;city;estrela do norte;goias;brazil;-13.868;-49.073;0;0;0;0.0;0.0;0.0
3195;sao jose de ribamar;;city;sao jose de ribamar;maranhao;brazil;-2.562;-44.054;0;0;0;0.0;0.0;0.0
3196;sao sepe;;city;sao sepe;rio grande do sul;brazil;-30.161;-53.565;0;0;0;0.0;0.0;0.0
3197;ivaipora;;city;ivaipora;parana;brazil;-24.248;-51.685;0;0;0;0.0;0.0;0.0
3198;rincao;;city;rincao;sao paulo;brazil;-21.587;-48.071;0;0;0;0.0;0.0;0.0
3199;americo brasiliense;;city;americo brasiliense;sao paulo;brazil;-21.724;-48.102;0;0;0;0.0;0.0;0.0
3200;alto araguaia;;city;alto araguaia;mato grosso;brazil;-17.315;-53.215;0;0;0;0.0;0.0;0.0
3201;serra negra;;city;serra negra;sao paulo;brazil;-22.612;-46.701;0;0;0;0.0;0.0;0.0
3202;santo antonio da platina;;city;santo antonio da platina;parana;brazil;-23.295;-50.077;0;0;0;0.0;0.0;0.0
3203;trombudo central;;city;trombudo central;santa catarina;brazil;-27.299;-49.79;0;0;0;0.0;0.0;0.0
3205;itutinga;;city;itutinga;minas gerais;brazil;-21.298;-44.658;0;0;0;0.0;0.0;0.0
3206;pinhalzinho;;city;pinhalzinho;santa catarina;brazil;-26.848;-52.992;0;0;0;0.0;0.0;0.0
3207;mambore;;city;mambore;parana;brazil;-24.319;-52.53;0;0;0;0.0;0.0;0.0
3208;pinheiro machado;;city;pinheiro machado;rio grande do sul;brazil;-31.578;-53.381;0;0;0;0.0;0.0;0.0
3209;quipapa;;city;quipapa;pernambuco;brazil;-8.828;-36.012;0;0;0;0.0;0.0;0.0
3210;gandu;;city;gandu;bahia;brazil;-13.744;-39.487;0;0;0;0.0;0.0;0.0
3211;silvianopolis;;city;silvianopolis;minas gerais;brazil;-22.029;-45.835;0;0;0;0.0;0.0;0.0
3212;apiai;;city;apiai;sao paulo;brazil;-24.509;-48.843;0;0;0;0.0;0.0;0.0
3213;queimados;;city;queimados;rio de janeiro;brazil;-22.716;-43.555;0;0;0;0.0;0.0;0.0
3214;tres barras;;city;tres barras;santa catarina;brazil;-26.106;-50.322;0;0;0;0.0;0.0;0.0
3215;macau;;city;macau;rio grande do norte;brazil;-5.115;-36.634;0;0;0;0.0;0.0;0.0
3216;paraiba do sul;;city;paraiba do sul;rio de janeiro;brazil;-22.162;-43.293;0;0;0;0.0;0.0;0.0
3217;curitibanos;;city;curitibanos;santa catarina;brazil;-27.283;-50.584;0;0;0;0.0;0.0;0.0
3218;cachoeiras de macacu;;city;cachoeiras de macacu;rio de janeiro;brazil;-22.463;-42.653;0;0;0;0.0;0.0;0.0
3220;simonesia;;city;simonesia;minas gerais;brazil;-20.124;-42.001;0;0;0;0.0;0.0;0.0
3221;cruzeiro do sul;;city;cruzeiro do sul;rio grande do sul;brazil;-29.513;-51.985;0;0;0;0.0;0.0;0.0
3222;porto nacional;;city;porto nacional;tocantins;brazil;-10.708;-48.417;0;0;0;0.0;0.0;0.0
3223;teutonia;;city;teutonia;rio grande do sul;brazil;-29.448;-51.806;0;0;0;0.0;0.0;0.0
3224;torrinha;;city;torrinha;sao paulo;brazil;-22.426;-48.169;0;0;0;0.0;0.0;0.0
3225;maquine;;city;maquine;rio grande do sul;brazil;-29.675;-50.207;0;0;0;0.0;0.0;0.0
3226;pocoes;;city;pocoes;bahia;brazil;-14.53;-40.365;0;0;0;0.0;0.0;0.0
3227;sao domingos do sul;;city;sao domingos do sul;rio grande do sul;brazil;-28.531;-51.888;0;0;0;0.0;0.0;0.0
3228;taiuva;;city;taiuva;sao paulo;brazil;-21.124;-48.452;0;0;0;0.0;0.0;0.0
3229;coronel freitas;;city;coronel freitas;santa catarina;brazil;-26.909;-52.703;0;0;0;0.0;0.0;0.0
3230;auriflama;;city;auriflama;sao paulo;brazil;-20.686;-50.555;0;0;0;0.0;0.0;0.0
3231;girua;;city;girua;rio grande do sul;brazil;-28.028;-54.35;0;0;0;0.0;0.0;0.0
3232;piau;;city;piau;minas gerais;brazil;-21.509;-43.323;0;0;0;0.0;0.0;0.0
3233;prata;;city;prata;minas gerais;brazil;-19.307;-48.924;0;0;0;0.0;0.0;0.0
3234;sao jose do cedro;;city;sao jose do cedro;santa catarina;brazil;-26.455;-53.494;0;0;0;0.0;0.0;0.0
3235;sao goncalo do abaete;;city;sao goncalo do abaete;minas gerais;brazil;-18.338;-45.833;0;0;0;0.0;0.0;0.0
3236;bonito de santa fe;;city;bonito de santa fe;paraiba;brazil;-7.313;-38.515;0;0;0;0.0;0.0;0.0
3238;piracanjuba;;city;piracanjuba;goias;brazil;-17.303;-49.018;0;0;0;0.0;0.0;0.0
3239;carapebus;;city;carapebus;rio de janeiro;brazil;-22.187;-41.661;0;0;0;0.0;0.0;0.0
3241;rio piracicaba;;city;rio piracicaba;minas gerais;brazil;-19.929;-43.174;0;0;0;0.0;0.0;0.0
3242;taperoa;;city;taperoa;paraiba;brazil;-7.207;-36.827;0;0;0;0.0;0.0;0.0
3243;diadema;;city;diadema;sao paulo;brazil;-23.686;-46.623;0;0;0;0.0;0.0;0.0
3244;jose bonifacio;;city;jose bonifacio;sao paulo;brazil;-21.053;-49.688;0;0;0;0.0;0.0;0.0
3245;pio ix;;city;pio ix;piaui;brazil;-6.838;-40.579;0;0;0;0.0;0.0;0.0
3246;alexandria;;city;alexandria;rio grande do norte;brazil;-6.413;-38.016;0;0;0;0.0;0.0;0.0
3247;russas;;city;russas;ceara;brazil;-4.94;-37.976;0;0;0;0.0;0.0;0.0
3248;muqui;;city;muqui;espirito santo;brazil;-20.952;-41.346;0;0;0;0.0;0.0;0.0
3249;rio espera;;city;rio espera;minas gerais;brazil;-20.855;-43.474;0;0;0;0.0;0.0;0.0
3250;campo ere;;city;campo ere;santa catarina;brazil;-26.394;-53.078;0;0;0;0.0;0.0;0.0
3251;nova russas;;city;nova russas;ceara;brazil;-4.707;-40.563;0;0;0;0.0;0.0;0.0
3252;missal;;city;missal;parana;brazil;-25.092;-54.248;0;0;0;0.0;0.0;0.0
3253;macaiba;;city;macaiba;rio grande do norte;brazil;-5.858;-35.354;0;0;0;0.0;0.0;0.0
3254;itarana;;city;itarana;espirito santo;brazil;-19.874;-40.875;0;0;0;0.0;0.0;0.0
3255;jaguapita;;city;jaguapita;parana;brazil;-23.113;-51.532;0;0;0;0.0;0.0;0.0
3256;bodoco;;city;bodoco;pernambuco;brazil;-7.778;-39.941;0;0;0;0.0;0.0;0.0
3257;palhano;;city;palhano;ceara;brazil;-4.745;-37.959;0;0;0;0.0;0.0;0.0
3258;portalegre;;city;portalegre;rio grande do norte;brazil;-6.024;-37.988;0;0;0;0.0;0.0;0.0
3259;itaqui;;city;itaqui;rio grande do sul;brazil;-29.125;-56.553;0;0;0;0.0;0.0;0.0
3260;bastos;;city;bastos;sao paulo;brazil;-21.922;-50.734;0;0;0;0.0;0.0;0.0
3261;boituva;;city;boituva;sao paulo;brazil;-23.283;-47.672;0;0;0;0.0;0.0;0.0
3262;curaca;;city;curaca;bahia;brazil;-8.992;-39.908;0;0;0;0.0;0.0;0.0
3263;jose de freitas;;city;jose de freitas;piaui;brazil;-4.756;-42.576;0;0;0;0.0;0.0;0.0
3264;espumoso;;city;espumoso;rio grande do sul;brazil;-28.725;-52.85;0;0;0;0.0;0.0;0.0
3265;lago da pedra;;city;lago da pedra;maranhao;brazil;-4.57;-45.132;0;0;0;0.0;0.0;0.0
3266;ferros;;city;ferros;minas gerais;brazil;-19.232;-43.023;0;0;0;0.0;0.0;0.0
3267;barbalha;;city;barbalha;ceara;brazil;-7.305;-39.302;0;0;0;0.0;0.0;0.0
3268;ribeirao;;city;ribeirao;pernambuco;brazil;-8.514;-35.378;0;0;0;0.0;0.0;0.0
3269;taquarituba;;city;taquarituba;sao paulo;brazil;-23.533;-49.244;0;0;0;0.0;0.0;0.0
3270;rosario do sul;;city;rosario do sul;rio grande do sul;brazil;-30.258;-54.914;0;0;0;0.0;0.0;0.0
3271;lavinia;;city;lavinia;sao paulo;brazil;-21.168;-51.04;0;0;0;0.0;0.0;0.0
3272;cruzalia;;city;cruzalia;sao paulo;brazil;-22.677;-50.794;0;0;0;0.0;0.0;0.0
3273;butia;;city;butia;rio grande do sul;brazil;-30.12;-51.962;0;0;0;0.0;0.0;0.0
3274;eldorado;;city;eldorado;sao paulo;brazil;-24.52;-48.108;0;0;0;0.0;0.0;0.0
3275;piacatu;;city;piacatu;sao paulo;brazil;-21.592;-50.599;0;0;0;0.0;0.0;0.0
3276;alvinopolis;;city;alvinopolis;minas gerais;brazil;-20.107;-43.049;0;0;0;0.0;0.0;0.0
3277;santana do acarau;;city;santana do acarau;ceara;brazil;-3.461;-40.212;0;0;0;0.0;0.0;0.0
3278;paraiso do tocantins;;city;paraiso do tocantins;tocantins;brazil;-10.176;-48.867;0;0;0;0.0;0.0;0.0
3279;tamboril;;city;tamboril;ceara;brazil;-4.832;-40.321;0;0;0;0.0;0.0;0.0
3280;getulio vargas;;city;getulio vargas;rio grande do sul;brazil;-27.89;-52.228;0;0;0;0.0;0.0;0.0
3281;nanuque;;city;nanuque;minas gerais;brazil;-17.839;-40.354;0;0;0;0.0;0.0;0.0
3282;sao tome;;city;sao tome;rio grande do norte;brazil;-5.973;-36.075;0;0;0;0.0;0.0;0.0
3283;guiricema;;city;guiricema;minas gerais;brazil;-21.008;-42.718;0;0;0;0.0;0.0;0.0
3284;rio novo;;city;rio novo;minas gerais;brazil;-21.458;-43.125;0;0;0;0.0;0.0;0.0
3285;dona francisca;;city;dona francisca;rio grande do sul;brazil;-29.622;-53.357;0;0;0;0.0;0.0;0.0
3286;paulo afonso;;city;paulo afonso;bahia;brazil;-9.408;-38.222;0;0;0;0.0;0.0;0.0
3287;ibituruna;;city;ibituruna;minas gerais;brazil;-21.153;-44.748;0;0;0;0.0;0.0;0.0
3288;sao joaquim da barra;;city;sao joaquim da barra;sao paulo;brazil;-20.581;-47.855;0;0;0;0.0;0.0;0.0
3289;pianco;;city;pianco;paraiba;brazil;-7.198;-37.929;0;0;0;0.0;0.0;0.0
3290;iguai;;city;iguai;bahia;brazil;-14.756;-40.089;0;0;0;0.0;0.0;0.0
3292;bossoroca;;city;bossoroca;rio grande do sul;brazil;-28.73;-54.9;0;0;0;0.0;0.0;0.0
3294;rosana;;city;rosana;sao paulo;brazil;-22.58;-53.059;0;0;0;0.0;0.0;0.0
3295;valinhos;;city;valinhos;sao paulo;brazil;-22.971;-46.996;0;0;0;0.0;0.0;0.0
3296;cardoso;;city;cardoso;sao paulo;brazil;-20.082;-49.914;0;0;0;0.0;0.0;0.0
3297;duartina;;city;duartina;sao paulo;brazil;-22.414;-49.404;0;0;0;0.0;0.0;0.0
3298;araguaina;;city;araguaina;tocantins;brazil;-7.191;-48.207;0;0;0;0.0;0.0;0.0
3299;nova iorque;;city;nova iorque;maranhao;brazil;-6.734;-44.044;0;0;0;0.0;0.0;0.0
3300;cambara;;city;cambara;parana;brazil;-23.046;-50.074;0;0;0;0.0;0.0;0.0
3301;pedras grandes;;city;pedras grandes;santa catarina;brazil;-28.436;-49.185;0;0;0;0.0;0.0;0.0
3302;vassouras;;city;vassouras;rio de janeiro;brazil;-22.404;-43.663;0;0;0;0.0;0.0;0.0
3303;juazeiro do norte;;city;juazeiro do norte;ceara;brazil;-7.213;-39.315;0;0;0;0.0;0.0;0.0
3304;conceicao da feira;;city;conceicao da feira;bahia;brazil;-12.506;-38.999;0;0;0;0.0;0.0;0.0
3305;lencois paulista;;city;lencois paulista;sao paulo;brazil;-22.599;-48.8;0;0;0;0.0;0.0;0.0
3306;inga;;city;inga;paraiba;brazil;-7.268;-35.613;0;0;0;0.0;0.0;0.0
3307;matozinhos;;city;matozinhos;minas gerais;brazil;-19.558;-44.081;0;0;0;0.0;0.0;0.0
3308;laranjal paulista;;city;laranjal paulista;sao paulo;brazil;-23.05;-47.837;0;0;0;0.0;0.0;0.0
3309;sao gabriel da palha;;city;sao gabriel da palha;espirito santo;brazil;-19.017;-40.536;0;0;0;0.0;0.0;0.0
3310;cordeiro;;city;cordeiro;rio de janeiro;brazil;-22.029;-42.361;0;0;0;0.0;0.0;0.0
3311;pirai;;city;pirai;rio de janeiro;brazil;-22.629;-43.898;0;0;0;0.0;0.0;0.0
3312;imbituba;;city;imbituba;santa catarina;brazil;-28.24;-48.67;0;0;0;0.0;0.0;0.0
3313;saltinho;;city;saltinho;sao paulo;brazil;-22.847;-47.677;0;0;0;0.0;0.0;0.0
3314;entre folhas;;city;entre folhas;minas gerais;brazil;-19.625;-42.231;0;0;0;0.0;0.0;0.0
3315;coromandel;;city;coromandel;minas gerais;brazil;-18.473;-47.2;0;0;0;0.0;0.0;0.0
3316;pedro canario;;city;pedro canario;espirito santo;brazil;-18.03;-40.151;0;0;0;0.0;0.0;0.0
3317;rinopolis;;city;rinopolis;sao paulo;brazil;-21.726;-50.722;0;0;0;0.0;0.0;0.0
3318;carmo do cajuru;;city;carmo do cajuru;minas gerais;brazil;-20.184;-44.771;0;0;0;0.0;0.0;0.0
3319;jacinto;;city;jacinto;minas gerais;brazil;-16.144;-40.293;0;0;0;0.0;0.0;0.0
3320;ipanguacu;;city;ipanguacu;rio grande do norte;brazil;-5.498;-36.855;0;0;0;0.0;0.0;0.0
3321;porto firme;;city;porto firme;minas gerais;brazil;-20.673;-43.084;0;0;0;0.0;0.0;0.0
3322;nazare;;city;nazare;bahia;brazil;-13.035;-39.014;0;0;0;0.0;0.0;0.0
3324;santa rosa;;city;santa rosa;rio grande do sul;brazil;-27.871;-54.481;0;0;0;0.0;0.0;0.0
3325;lagarto;;city;lagarto;sergipe;brazil;-10.917;-37.65;0;0;0;0.0;0.0;0.0
3326;cajobi;;city;cajobi;sao paulo;brazil;-20.88;-48.809;0;0;0;0.0;0.0;0.0
3327;manduri;;city;manduri;sao paulo;brazil;-23.003;-49.322;0;0;0;0.0;0.0;0.0
3328;mariano moro;;city;mariano moro;rio grande do sul;brazil;-27.354;-52.147;0;0;0;0.0;0.0;0.0
3330;quatigua;;city;quatigua;parana;brazil;-23.567;-49.914;0;0;0;0.0;0.0;0.0
3331;peixe boi;;city;peixe boi;para;brazil;-1.192;-47.314;0;0;0;0.0;0.0;0.0
3332;pirapora;;city;pirapora;minas gerais;brazil;-17.345;-44.942;0;0;0;0.0;0.0;0.0
3333;sarandi;;city;sarandi;rio grande do sul;brazil;-27.944;-52.923;0;0;0;0.0;0.0;0.0
3334;sales oliveira;;city;sales oliveira;sao paulo;brazil;-20.772;-47.838;0;0;0;0.0;0.0;0.0
3335;divinolandia;;city;divinolandia;sao paulo;brazil;-21.661;-46.739;0;0;0;0.0;0.0;0.0
3336;tarumirim;;city;tarumirim;minas gerais;brazil;-19.281;-42.007;0;0;0;0.0;0.0;0.0
3337;santa barbara;;city;santa barbara;minas gerais;brazil;-19.959;-43.415;0;0;0;0.0;0.0;0.0
3338;torres;;city;torres;rio grande do sul;brazil;-29.335;-49.727;0;0;0;0.0;0.0;0.0
3339;queluz;;city;queluz;sao paulo;brazil;-22.537;-44.774;0;0;0;0.0;0.0;0.0
3340;turvo;;city;turvo;santa catarina;brazil;-28.926;-49.679;0;0;0;0.0;0.0;0.0
3341;loreto;;city;loreto;maranhao;brazil;-7.084;-45.141;0;0;0;0.0;0.0;0.0
3342;vieiras;;city;vieiras;minas gerais;brazil;-20.866;-42.244;0;0;0;0.0;0.0;0.0
3343;taquari;;city;taquari;rio grande do sul;brazil;-29.8;-51.864;0;0;0;0.0;0.0;0.0
3344;descanso;;city;descanso;santa catarina;brazil;-26.826;-53.502;0;0;0;0.0;0.0;0.0
3345;brejo;;city;brejo;maranhao;brazil;-3.684;-42.75;0;0;0;0.0;0.0;0.0
3346;santa helena;;city;santa helena;maranhao;brazil;-2.231;-45.3;0;0;0;0.0;0.0;0.0
3347;itaberaba;;city;itaberaba;bahia;brazil;-12.528;-40.307;0;0;0;0.0;0.0;0.0
3348;santa juliana;;city;santa juliana;minas gerais;brazil;-19.309;-47.525;0;0;0;0.0;0.0;0.0
3349;sanharo;;city;sanharo;pernambuco;brazil;-8.361;-36.566;0;0;0;0.0;0.0;0.0
3350;congonhas;;city;congonhas;minas gerais;brazil;-20.5;-43.858;0;0;0;0.0;0.0;0.0
3351;lagoa formosa;;city;lagoa formosa;minas gerais;brazil;-18.779;-46.408;0;0;0;0.0;0.0;0.0
3352;monteiro;;city;monteiro;paraiba;brazil;-7.889;-37.12;0;0;0;0.0;0.0;0.0
3353;flores da cunha;;city;flores da cunha;rio grande do sul;brazil;-29.029;-51.182;0;0;0;0.0;0.0;0.0
3354;canoinhas;;city;canoinhas;santa catarina;brazil;-26.177;-50.39;0;0;0;0.0;0.0;0.0
3355;serrana;;city;serrana;sao paulo;brazil;-21.211;-47.596;0;0;0;0.0;0.0;0.0
3356;picos;;city;picos;piaui;brazil;-7.077;-41.467;0;0;0;0.0;0.0;0.0
3357;areia branca;;city;areia branca;rio grande do norte;brazil;-4.956;-37.137;0;0;0;0.0;0.0;0.0
3358;assai;;city;assai;parana;brazil;-23.373;-50.841;0;0;0;0.0;0.0;0.0
3359;neropolis;;city;neropolis;goias;brazil;-16.406;-49.219;0;0;0;0.0;0.0;0.0
3360;itauna;;city;itauna;minas gerais;brazil;-20.075;-44.576;0;0;0;0.0;0.0;0.0
3361;sao joao;;city;sao joao;parana;brazil;-25.828;-52.725;0;0;0;0.0;0.0;0.0
3362;rio verde;;city;rio verde;goias;brazil;-17.798;-50.928;0;0;0;0.0;0.0;0.0
3363;muzambinho;;city;muzambinho;minas gerais;brazil;-21.376;-46.526;0;0;0;0.0;0.0;0.0
3364;sao francisco do sul;;city;sao francisco do sul;santa catarina;brazil;-26.243;-48.638;0;0;0;0.0;0.0;0.0
3365;bocaina;;city;bocaina;sao paulo;brazil;-22.136;-48.518;0;0;0;0.0;0.0;0.0
3366;pacajus;;city;pacajus;ceara;brazil;-4.173;-38.461;0;0;0;0.0;0.0;0.0
3367;adrianopolis;;city;adrianopolis;parana;brazil;-24.657;-48.991;0;0;0;0.0;0.0;0.0
3368;paripiranga;;city;paripiranga;bahia;brazil;-10.688;-37.862;0;0;0;0.0;0.0;0.0
3369;moncoes;;city;moncoes;sao paulo;brazil;-20.85;-50.092;0;0;0;0.0;0.0;0.0
3370;cupira;;city;cupira;pernambuco;brazil;-8.617;-35.95;0;0;0;0.0;0.0;0.0
3371;sao tiago;;city;sao tiago;minas gerais;brazil;-20.913;-44.509;0;0;0;0.0;0.0;0.0
3372;santa mariana;;city;santa mariana;parana;brazil;-23.151;-50.519;0;0;0;0.0;0.0;0.0
3373;jaragua;;city;jaragua;goias;brazil;-15.757;-49.334;0;0;0;0.0;0.0;0.0
3374;guarai;;city;guarai;tocantins;brazil;-8.834;-48.51;0;0;0;0.0;0.0;0.0
3375;lajes;;city;lajes;rio grande do norte;brazil;-5.7;-36.245;0;0;0;0.0;0.0;0.0
3376;ceu azul;;city;ceu azul;parana;brazil;-25.147;-53.849;0;0;0;0.0;0.0;0.0
3377;santo antonio da patrulha;;city;santo antonio da patrulha;rio grande do sul;brazil;-29.818;-50.52;0;0;0;0.0;0.0;0.0
3378;ribeira do pombal;;city;ribeira do pombal;bahia;brazil;-10.834;-38.536;0;0;0;0.0;0.0;0.0
3379;jussara;;city;jussara;parana;brazil;-23.621;-52.469;0;0;0;0.0;0.0;0.0
3380;borborema;;city;borborema;sao paulo;brazil;-21.62;-49.074;0;0;0;0.0;0.0;0.0
3381;palmares;;city;palmares;pernambuco;brazil;-8.683;-35.592;0;0;0;0.0;0.0;0.0
3382;redencao;;city;redencao;ceara;brazil;-4.226;-38.731;0;0;0;0.0;0.0;0.0
3383;piloezinhos;;city;piloezinhos;paraiba;brazil;-6.844;-35.531;0;0;0;0.0;0.0;0.0
3384;pedregulho;;city;pedregulho;sao paulo;brazil;-20.257;-47.477;0;0;0;0.0;0.0;0.0
3385;alvares machado;;city;alvares machado;sao paulo;brazil;-22.079;-51.472;0;0;0;0.0;0.0;0.0
3386;itapeva;;city;itapeva;sao paulo;brazil;-23.982;-48.876;0;0;0;0.0;0.0;0.0
3387;praia grande;;city;praia grande;sao paulo;brazil;-24.006;-46.403;0;0;0;0.0;0.0;0.0
3388;pontal;;city;pontal;sao paulo;brazil;-21.023;-48.037;0;0;0;0.0;0.0;0.0
3389;pauliceia;;city;pauliceia;sao paulo;brazil;-21.318;-51.831;0;0;0;0.0;0.0;0.0
3390;angatuba;;city;angatuba;sao paulo;brazil;-23.49;-48.413;0;0;0;0.0;0.0;0.0
3391;japeri;;city;japeri;rio de janeiro;brazil;-22.643;-43.653;0;0;0;0.0;0.0;0.0
3392;cajati;;city;cajati;sao paulo;brazil;-24.736;-48.123;0;0;0;0.0;0.0;0.0
3393;jarinu;;city;jarinu;sao paulo;brazil;-23.101;-46.728;0;0;0;0.0;0.0;0.0
3394;cruzeiro do oeste;;city;cruzeiro do oeste;parana;brazil;-23.785;-53.073;0;0;0;0.0;0.0;0.0
3395;buritama;;city;buritama;sao paulo;brazil;-21.066;-50.147;0;0;0;0.0;0.0;0.0
3396;centralina;;city;centralina;minas gerais;brazil;-18.584;-49.199;0;0;0;0.0;0.0;0.0
3397;jaguariaiva;;city;jaguariaiva;parana;brazil;-24.251;-49.706;0;0;0;0.0;0.0;0.0
3398;andrelandia;;city;andrelandia;minas gerais;brazil;-21.74;-44.309;0;0;0;0.0;0.0;0.0
3399;carmopolis;;city;carmopolis;sergipe;brazil;-10.648;-36.989;0;0;0;0.0;0.0;0.0
3400;vila maria;;city;vila maria;rio grande do sul;brazil;-28.535;-52.154;0;0;0;0.0;0.0;0.0
3401;siqueira campos;;city;siqueira campos;parana;brazil;-23.689;-49.834;0;0;0;0.0;0.0;0.0
3402;neves paulista;;city;neves paulista;sao paulo;brazil;-20.846;-49.63;0;0;0;0.0;0.0;0.0
3403;guaracai;;city;guaracai;sao paulo;brazil;-21.028;-51.207;0;0;0;0.0;0.0;0.0
3404;augusto correa;;city;augusto correa;para;brazil;-1.022;-46.645;0;0;0;0.0;0.0;0.0
3405;itapecerica;;city;itapecerica;minas gerais;brazil;-20.473;-45.126;0;0;0;0.0;0.0;0.0
3406;alecrim;;city;alecrim;rio grande do sul;brazil;-27.655;-54.764;0;0;0;0.0;0.0;0.0
3407;mandaguari;;city;mandaguari;parana;brazil;-23.548;-51.671;0;0;0;0.0;0.0;0.0
