id,oX,oY,dX,dY,trips
2,-24,-51,-23.533333,-46.633333,4
29,-27.25,-50.333333,-23.533333,-46.633333,1
57,-23.533333,-46.633333,-22.9,-43.2,1
59,-23.533333,-46.633333,-8.34,-37.81,1
83,-22.9,-43.2,-23.533333,-46.633333,7
164,-30,-53,-23.533333,-46.633333,4
191,-19.816667,-43.95,-23.533333,-46.633333,8
276,-7.166667,-36.833333,-30,-53,1
300,-5,-63,-22.9,-43.2,1
326,-15.795,-47.757778,-23.533333,-46.633333,3
385,-12.52,-41.69,-19.816667,-43.95,1
407,-5.08,-39.65,-23.533333,-46.633333,1
417,-5.08,-39.65,-15.795,-47.757778,1
461,-5.666667,-52.733333,-23.533333,-46.633333,1
