Source,Target,Kind,Type,Id,Label,Weight,distance
592,458,degree,Directed,64754,,60,1330005.831224042
284,294,degree,Directed,64755,,6,0.0
294,2,degree,Directed,64756,,20,251990.60245042332
1090,442,degree,Directed,64758,,3,123321.63724420019
432,18,degree,Directed,64759,,506,2132562.0241881916
773,458,degree,Directed,64760,,2,879792.2778614626
885,2,degree,Directed,64761,,41,534707.0053993053
570,2,degree,Directed,64762,,72,2862871.544423393
378,159,degree,Directed,64763,,348,352172.94434911764
921,1000,degree,Directed,64764,,5,317658.4317457815
1000,2,degree,Directed,64765,,49,501591.60026047524
847,458,degree,Directed,64766,,196,237774.25781766523
2,880,degree,Directed,64767,,27,91180.22946795612
2,589,degree,Directed,64770,,5,1546512.9898657226
717,928,degree,Directed,64771,,11,146395.63729956417
928,642,degree,Directed,64772,,1,269651.464324694
642,2,degree,Directed,64773,,3,673121.9590368198
620,378,degree,Directed,64774,,6,660018.0172417786
14,315,degree,Directed,64775,,14,496011.08177523455
315,2,degree,Directed,64776,,26,1162936.130890679
589,166,degree,Directed,64777,,11,1578695.9686507303
290,287,degree,Directed,64779,,171,0.0
287,1000,degree,Directed,64780,,1,448301.46875892277
1000,458,degree,Directed,64781,,16,431037.25278978667
297,297,degree,Directed,64783,,44,0.0
766,302,degree,Directed,64784,,1,96871.96972477961
302,290,degree,Directed,64785,,2,0.0
766,350,degree,Directed,64786,,2,528337.8880438604
348,347,degree,Directed,64787,,13,0.0
347,2,degree,Directed,64788,,35,592031.6804748311
880,861,degree,Directed,64790,,1,159644.0143675526
861,8,degree,Directed,64791,,7,176820.5221163721
684,592,degree,Directed,64792,,1,197328.34039368262
592,2,degree,Directed,64793,,39,954370.4282860408
488,885,degree,Directed,64794,,25,144652.51998607622
2,717,degree,Directed,64795,,31,575841.2176538687
34,2,degree,Directed,64797,,5,489931.98240375536
8,571,degree,Directed,64798,,2,2862871.544423393
571,2,degree,Directed,64799,,10,2862871.544423393
619,323,degree,Directed,64803,,364,173322.815870739
2,298,degree,Directed,64804,,1,251990.60245042332
298,2,degree,Directed,64805,,2,251990.60245042332
2,570,degree,Directed,64806,,14,2862871.544423393
2,432,degree,Directed,64807,,41,2608299.8781425413
432,166,degree,Directed,64808,,66,1877445.0888325565
2,159,degree,Directed,64809,,181,749606.3361527188
2,166,degree,Directed,64812,,39,749606.3361527188
166,159,degree,Directed,64813,,922,0.0
2,464,degree,Directed,64814,,87,376685.7436561459
2,847,degree,Directed,64815,,24,601254.7012166727
2,899,degree,Directed,64816,,11,144829.54440303062
2,323,degree,Directed,64817,,90,1317012.2300596
323,323,degree,Directed,64818,,4099,0.0
323,172,degree,Directed,64819,,32,935033.1584330103
418,18,degree,Directed,64820,,1831,83652.2860834619
505,496,degree,Directed,64823,,3,0.0
496,418,degree,Directed,64824,,4,207303.12325908808
549,378,degree,Directed,64828,,230,225727.15847252798
378,206,degree,Directed,64829,,9,352172.94434911764
159,260,degree,Directed,64835,,98,604989.9814254801
458,323,degree,Directed,64840,,120,1622038.5842791672
260,260,degree,Directed,64841,,12227,0.0
2,191,degree,Directed,64842,,1,749606.3361527188
191,2,degree,Directed,64843,,4,749606.3361527188
2,592,degree,Directed,64846,,34,954370.4282860408
8,641,degree,Directed,64847,,9,77510.090061946
8,166,degree,Directed,64848,,7,749606.3361527188
777,777,degree,Directed,64850,,3221,0.0
8,323,degree,Directed,64853,,4,1317012.2300596
346,458,degree,Directed,64854,,432,220850.66949594492
2,706,degree,Directed,64855,,16,2987318.751413373
2,350,degree,Directed,64859,,20,349769.70622475375
8,846,degree,Directed,64860,,4,106792.99286993845
464,167,degree,Directed,64862,,2,1125776.1200686248
2,196,degree,Directed,64863,,1,749606.3361527188
196,463,degree,Directed,64864,,1,1125776.1200686248
463,196,degree,Directed,64865,,1,1125776.1200686248
196,287,degree,Directed,64866,,1,676970.6566992396
287,454,degree,Directed,64867,,85,353462.4858220711
2,1040,degree,Directed,64868,,3,146922.13657113243
1040,458,degree,Directed,64869,,3,476459.5550148351
2,14,degree,Directed,64870,,19,793205.1915990952
458,361,degree,Directed,64873,,67,2307163.2716941433
8,458,degree,Directed,64876,,61,376685.7436561459
2,49,degree,Directed,64877,,3,489931.98240375536
49,18,degree,Directed,64878,,40,0.0
18,740,degree,Directed,64879,,12,443748.32090171427
2,504,degree,Directed,64882,,1,718470.9038002989
504,504,degree,Directed,64883,,268,0.0
18,360,degree,Directed,64887,,12,1259103.1270828107
378,383,degree,Directed,64889,,302,0.0
383,378,degree,Directed,64890,,908,0.0
647,458,degree,Directed,64893,,25,40657.86537926892
928,928,degree,Directed,64895,,43,0.0
928,2,degree,Directed,64896,,18,641311.6397248836
749,749,degree,Directed,64897,,477,0.0
2,361,degree,Directed,64898,,44,1934090.0983610533
2,555,degree,Directed,64899,,11,727645.816639683
315,166,degree,Directed,64902,,76,413453.83652588876
766,641,degree,Directed,64903,,8,251499.9419719062
2,766,degree,Directed,64904,,4,321648.9610627567
762,323,degree,Directed,64905,,1,892491.7800424461
323,564,degree,Directed,64906,,25,1719961.469001855
412,2,degree,Directed,64912,,8,2910008.133256402
80,2,degree,Directed,64914,,1,489931.98240375536
792,422,degree,Directed,64915,,10,112669.00195546946
2,653,degree,Directed,64916,,19,559898.108776071
432,185,degree,Directed,64918,,2,1877445.0888325565
185,185,degree,Directed,64919,,124,0.0
921,880,degree,Directed,64920,,5,155581.3697736235
669,495,degree,Directed,64922,,5,419113.1028566988
495,2,degree,Directed,64923,,11,718470.9038002989
645,284,degree,Directed,64924,,1,382054.77251380164
315,318,degree,Directed,64926,,5,0.0
318,2,degree,Directed,64927,,1,1162936.130890679
2,165,degree,Directed,64928,,12,749606.3361527188
847,346,degree,Directed,64931,,78,37267.33278914814
186,2,degree,Directed,64932,,1,749606.3361527188
287,312,degree,Directed,64933,,1,0.0
312,2,degree,Directed,64934,,3,251990.60245042332
773,838,degree,Directed,64935,,1,472280.086977185
838,2,degree,Directed,64936,,1,743322.2594641494
271,2,degree,Directed,64937,,1,590253.4365256573
2,271,degree,Directed,64938,,2,590253.4365256573
271,277,degree,Directed,64939,,4,0.0
555,14,degree,Directed,64941,,78,213605.86895883828
14,2,degree,Directed,64942,,21,793205.1915990952
166,166,degree,Directed,64943,,2736,0.0
717,717,degree,Directed,64946,,2111,0.0
570,388,degree,Directed,64947,,2,1886141.5987671565
388,2,degree,Directed,64948,,11,984214.8118247032
2,185,degree,Directed,64949,,5,749606.3361527188
2,651,degree,Directed,64950,,13,559898.108776071
648,458,degree,Directed,64951,,158,96417.84764801835
9,880,degree,Directed,64960,,1,91180.22946795612
747,717,degree,Directed,64961,,26,82619.40162628604
717,777,degree,Directed,64962,,88,444154.2784140663
777,2,degree,Directed,64963,,32,624596.1178551328
287,418,degree,Directed,64964,,256,359550.05231254664
684,2,degree,Directed,64967,,4,783726.9778164751
846,846,degree,Directed,64968,,53,0.0
620,620,degree,Directed,64969,,222,0.0
592,14,degree,Directed,64972,,278,226797.63857187063
603,14,degree,Directed,64975,,10,1007313.7559448685
72,2,degree,Directed,64976,,2,489931.98240375536
8,18,degree,Directed,64982,,44,489931.98240375536
951,2,degree,Directed,64984,,5,363052.1735165836
359,2,degree,Directed,64985,,6,1626207.1458026587
383,2,degree,Directed,64986,,30,984214.8118247032
846,458,degree,Directed,64988,,14,277488.9744715534
464,641,degree,Directed,64989,,8,429108.4140757114
418,669,degree,Directed,64990,,27,422381.5294467775
346,651,degree,Directed,64991,,19,1148958.9993315437
651,651,degree,Directed,64992,,445,0.0
651,2,degree,Directed,64993,,5,559898.108776071
213,2,degree,Directed,64997,,4,749606.3361527188
1071,1071,degree,Directed,64998,,8,0.0
1071,418,degree,Directed,64999,,16,157428.4734945814
14,260,degree,Directed,65000,,243,436348.72294945706
260,14,degree,Directed,65001,,62,436348.72294945706
14,458,degree,Directed,65002,,42,1160419.6526787956
458,777,degree,Directed,65003,,56,952527.5728186789
260,418,degree,Directed,65006,,1465,215797.2359649051
432,418,degree,Directed,65007,,245,2104431.8409877727
458,749,degree,Directed,65008,,4,2567149.948578625
705,454,degree,Directed,65009,,21,2692059.7067229305
454,705,degree,Directed,65010,,7,2692059.7067229305
705,705,degree,Directed,65011,,590,0.0
705,418,degree,Directed,65012,,53,2610363.7716327873
227,8,degree,Directed,65013,,1,749606.3361527188
8,361,degree,Directed,65014,,7,1934090.0983610533
361,361,degree,Directed,65015,,3423,0.0
723,287,degree,Directed,65016,,1,2367060.5031644795
287,571,degree,Directed,65017,,3,2675452.273501347
571,571,degree,Directed,65018,,471,0.0
571,570,degree,Directed,65019,,596,0.0
880,8,degree,Directed,65020,,10,91180.22946795612
8,880,degree,Directed,65021,,6,91180.22946795612
880,284,degree,Directed,65022,,4,167260.7117914067
1014,8,degree,Directed,65023,,1,503405.7610979874
287,8,degree,Directed,65024,,8,251990.60245042332
8,675,degree,Directed,65025,,3,386601.9877549742
8,488,degree,Directed,65026,,27,563706.8738984863
8,14,degree,Directed,65027,,15,793205.1915990952
8,604,degree,Directed,65028,,1,1008806.2805970266
604,604,degree,Directed,65029,,5,0.0
604,603,degree,Directed,65030,,14,0.0
8,159,degree,Directed,65031,,6,749606.3361527188
8,287,degree,Directed,65032,,33,251990.60245042332
8,741,degree,Directed,65033,,1,876002.9812705499
741,8,degree,Directed,65034,,2,876002.9812705499
8,260,degree,Directed,65035,,26,590253.4365256573
8,346,degree,Directed,65036,,21,592031.6804748311
346,675,degree,Directed,65037,,9,390668.9542996028
675,10,degree,Directed,65038,,1,386601.9877549742
287,458,degree,Directed,65039,,147,547660.8156245248
458,8,degree,Directed,65040,,12,376685.7436561459
1040,8,degree,Directed,65041,,12,146922.13657113243
472,823,degree,Directed,65042,,1,13548.453827147703
823,8,degree,Directed,65043,,3,364502.6839450495
458,163,degree,Directed,65044,,1,1125776.1200686248
717,669,degree,Directed,65046,,129,80325.3080245843
669,547,degree,Directed,65047,,5,2599221.1929722712
488,8,degree,Directed,65048,,19,563706.8738984863
11,159,degree,Directed,65049,,1,749606.3361527188
669,12,degree,Directed,65050,,1,544723.5103808183
12,777,degree,Directed,65051,,1,624596.1178551328
777,418,degree,Directed,65052,,384,130622.0157486565
592,592,degree,Directed,65057,,4850,0.0
179,168,degree,Directed,65063,,10,0.0
79,651,degree,Directed,65065,,2,86867.34531525729
237,18,degree,Directed,65069,,344,542680.6017741123
18,260,degree,Directed,65070,,1517,283979.55400989886
555,18,degree,Directed,65071,,167,312777.0889378579
18,511,degree,Directed,65072,,50,290187.5985927839
18,418,degree,Directed,65076,,1967,83652.2860834619
283,283,degree,Directed,65079,,969,0.0
14,14,degree,Directed,65081,,2501,0.0
14,755,degree,Directed,65082,,3,261777.2768688682
755,755,degree,Directed,65083,,129,0.0
755,260,degree,Directed,65084,,67,262055.86185234142
868,868,degree,Directed,65085,,5,0.0
868,260,degree,Directed,65086,,24,140566.261428699
700,700,degree,Directed,65087,,43,0.0
619,244,degree,Directed,65088,,22,944125.5194564553
244,323,degree,Directed,65089,,48,939004.8041271522
555,418,degree,Directed,65090,,77,344491.1426009881
418,592,degree,Directed,65091,,29,493796.65949225967
592,418,degree,Directed,65092,,277,493796.65949225967
805,14,degree,Directed,65093,,4,1842808.8219933356
14,564,degree,Directed,65094,,11,1914078.9462598606
315,14,degree,Directed,65095,,31,496011.08177523455
14,777,degree,Directed,65096,,28,311282.35086770536
619,14,degree,Directed,65097,,37,677329.1780477796
458,14,degree,Directed,65098,,12,1160419.6526787956
14,464,degree,Directed,65099,,2,1160419.6526787956
14,592,degree,Directed,65100,,422,226797.63857187063
378,14,degree,Directed,65101,,123,192649.84355009775
14,378,degree,Directed,65102,,143,192649.84355009775
378,18,degree,Directed,65103,,728,499314.46134714264
385,14,degree,Directed,65104,,17,192649.84355009775
14,772,degree,Directed,65105,,5,188323.8866471092
772,772,degree,Directed,65106,,354,0.0
378,772,degree,Directed,65107,,76,70311.95164820734
592,839,degree,Directed,65108,,4,231449.15784676443
839,14,degree,Directed,65109,,5,267079.1180900618
555,192,degree,Directed,65110,,2,54269.30095651507
192,18,degree,Directed,65111,,19,357942.5837496245
18,924,degree,Directed,65112,,11,581053.6627400239
717,14,degree,Directed,65113,,20,754462.0209974187
435,14,degree,Directed,65114,,51,1826862.5587804776
361,315,degree,Directed,65115,,4,840826.0034026918
315,361,degree,Directed,65116,,16,840826.0034026918
14,237,degree,Directed,65117,,32,429422.10554251086
488,717,degree,Directed,65118,,21,721108.5905097583
717,287,degree,Directed,65119,,147,350311.7484176858
287,717,degree,Directed,65120,,66,350311.7484176858
244,741,degree,Directed,65121,,1,610218.6561445036
741,260,degree,Directed,65122,,15,308892.9568645231
260,741,degree,Directed,65123,,5,308892.9568645231
741,488,degree,Directed,65124,,3,1254923.5469956635
589,14,degree,Directed,65125,,33,1329345.4056657015
592,244,degree,Directed,65126,,27,238107.00755018974
570,14,degree,Directed,65127,,55,2072511.2688517373
14,570,degree,Directed,65128,,24,2072511.2688517373
14,555,degree,Directed,65129,,53,213605.86895883828
555,260,degree,Directed,65130,,94,552452.9544684739
488,14,degree,Directed,65131,,24,1289704.779607407
14,488,degree,Directed,65132,,16,1289704.779607407
564,14,degree,Directed,65133,,46,1914078.9462598606
14,323,degree,Directed,65134,,49,682395.674007695
1049,14,degree,Directed,65135,,12,364335.0199000536
14,383,degree,Directed,65136,,6,192649.84355009775
382,14,degree,Directed,65138,,5,192649.84355009775
14,391,degree,Directed,65139,,1,192649.84355009775
391,378,degree,Directed,65140,,33,0.0
14,717,degree,Directed,65141,,29,754462.0209974187
592,378,degree,Directed,65142,,388,153150.8555920352
14,549,degree,Directed,65143,,8,180391.76132493198
260,555,degree,Directed,65144,,35,552452.9544684739
697,14,degree,Directed,65145,,6,1023834.9951688112
549,14,degree,Directed,65146,,44,180391.76132493198
14,418,degree,Directed,65147,,110,281755.64079934376
759,283,degree,Directed,65150,,1,512540.79237150704
283,759,degree,Directed,65151,,1,512540.79237150704
759,759,degree,Directed,65152,,326,0.0
759,18,degree,Directed,65153,,63,174060.32293519043
244,283,degree,Directed,65154,,172,687548.3022931201
283,244,degree,Directed,65155,,39,687548.3022931201
931,14,degree,Directed,65156,,2,2022700.3014194337
14,806,degree,Directed,65157,,11,1842808.8219933356
806,806,degree,Directed,65158,,633,0.0
549,159,degree,Directed,65159,,338,127633.20879548894
14,159,degree,Directed,65160,,20,261219.00907157737
359,14,degree,Directed,65161,,26,835418.6181895351
555,555,degree,Directed,65162,,1390,0.0
894,418,degree,Directed,65163,,18,1348369.720484405
418,260,degree,Directed,65164,,535,215797.2359649051
287,14,degree,Directed,65165,,17,638309.8148075346
14,287,degree,Directed,65166,,28,638309.8148075346
435,435,degree,Directed,65167,,1106,0.0
508,14,degree,Directed,65168,,1,291707.06886856246
