"node";"size";"distance"
"49";"1";"7529987"
"49";"1";"668791"
"49";"1";"8066437"
"49";"1";"7513888"
"49";"1";"6492515"
"50";"28";"8435953"
"50";"40";"0"
"50";"1";"8487574"
"50";"8";"8556761"
"50";"1";"6179376"
"50";"8";"8225009"
"50";"2";"6354900"
"50";"2";"8433083"
"50";"2";"8193843"
"50";"1";"191819"
"50";"6";"8352317"
"50";"1";"1373368"
"50";"5";"7105796"
"50";"2";"486617"
"50";"1";"8435953"
"50";"6";"7736119"
"50";"1";"8147071"
"50";"1";"8556761"
"50";"2";"6389672"
"50";"2";"7656513"
"50";"1";"278411"
"50";"1";"8302360"
"50";"1";"8556761"
"50";"5";"7621766"
"50";"3";"8373279"
"50";"1";"8435953"
"50";"1";"2978530"
"50";"6";"8852945"
"50";"1";"8224068"
"50";"1";"6273094"
"50";"1";"8487574"
"50";"1";"8556761"
"50";"1";"7736119"
"50";"1";"7518822"
"50";"1";"8435953"
"50";"1";"6241882"
"50";"1";"8852945"
"50";"1";"2776913"
"50";"1";"2319662"
"50";"1";"217640"
"50";"1";"8294386"
"50";"3";"7904732"
"50";"1";"6653371"
"50";"1";"8189500"
"50";"1";"8625583"
"50";"1";"8225009"
"50";"1";"8442201"
"50";"1";"8352317"
"50";"1";"8302360"
"50";"2";"8979475"
"50";"1";"8709405"
"50";"1";"956190"
"50";"1";"1586506"
"50";"1";"8439394"
"50";"1";"8435953"
"50";"1";"7736119"
"50";"1";"6653371"
"50";"1";"2968988"
"50";"1";"1327141"
"50";"1";"6586263"
"50";"1";"217640"
"50";"1";"610921"
