5	5	Directed	29		14073.0	birth
5	25	Directed	540		1618.0	birth
5	36	Directed	372		1228.0	birth
5	59	Directed	590		1011.0	birth
5	168	Directed	527		455.0	birth
5	173	Directed	528		428.0	birth
5	13	Directed	775		348.0	birth
5	162	Directed	770		290.0	birth
5	365	Directed	640		183.0	birth
5	22	Directed	526		180.0	birth
5	15	Directed	595		175.0	birth
5	10	Directed	1128		172.0	birth
5	71	Directed	839		159.0	birth
5	158	Directed	535		158.0	birth
5	56	Directed	935		147.0	birth
5	9	Directed	16		138.0	birth
5	1	Directed	73		137.0	birth
5	302	Directed	959		132.0	birth
5	50	Directed	905		119.0	birth
5	123	Directed	602		115.0	birth
5	7	Directed	341		114.0	birth
5	54	Directed	1111		102.0	birth
5	60	Directed	2960		94.0	birth
5	18	Directed	844		83.0	birth
5	49	Directed	985		82.0	birth
5	90	Directed	1726		77.0	birth
5	209	Directed	1139		69.0	birth
5	51	Directed	1384		65.0	birth
5	44	Directed	611		63.0	birth
5	137	Directed	547		63.0	birth
5	167	Directed	1476		60.0	birth
5	52	Directed	571		57.0	birth
5	16	Directed	579		53.0	birth
5	84	Directed	370		53.0	birth
5	27	Directed	2862		48.0	birth
5	75	Directed	864		42.0	birth
5	20	Directed	1994		40.0	birth
5	102	Directed	3604		40.0	birth
5	111	Directed	2203		40.0	birth
5	93	Directed	2550		38.0	birth
5	14	Directed	1010		36.0	birth
5	80	Directed	2062		33.0	birth
5	39	Directed	2184		32.0	birth
5	176	Directed	1107		32.0	birth
5	203	Directed	4773		31.0	birth
5	8	Directed	424		28.0	birth
5	28	Directed	3763		25.0	birth
5	145	Directed	1749		25.0	birth
5	166	Directed	1325		25.0	birth
5	161	Directed	1901		23.0	birth
5	180	Directed	2256		22.0	birth
5	350	Directed	7125		22.0	birth
5	73	Directed	6574		20.0	birth
5	150	Directed	5346		20.0	birth
5	159	Directed	1686		20.0	birth
5	156	Directed	3314		19.0	birth
5	179	Directed	6934		19.0	birth
5	398	Directed	996		19.0	birth
5	72	Directed	1174		18.0	birth
5	108	Directed	5259		18.0	birth
5	164	Directed	113		17.0	birth
5	343	Directed	1409		17.0	birth
5	57	Directed	6003		16.0	birth
5	117	Directed	5364		16.0	birth
5	334	Directed	1217		15.0	birth
5	17	Directed	4484		14.0	birth
5	163	Directed	2776		13.0	birth
5	202	Directed	11		13.0	birth
5	42	Directed	1500		12.0	birth
5	48	Directed	6335		12.0	birth
5	367	Directed	705		12.0	birth
5	21	Directed	3081		11.0	birth
5	131	Directed	3580		11.0	birth
5	217	Directed	7142		11.0	birth
5	143	Directed	6598		10.0	birth
5	193	Directed	5564		10.0	birth
5	323	Directed	1308		10.0	birth
5	364	Directed	7130		9.0	birth
5	43	Directed	7157		8.0	birth
5	218	Directed	7133		8.0	birth
5	437	Directed	7179		8.0	birth
5	116	Directed	87		7.0	birth
5	125	Directed	317		7.0	birth
5	208	Directed	2008		7.0	birth
5	228	Directed	7123		7.0	birth
5	264	Directed	4392		7.0	birth
