"names";"sul";"sudeste";"centro-oeste";"nordeste";"norte"
"sul";"3";"1";"0";"0";"0"
"sudeste";"0";"82";"0";"1";"0"
"centro-oeste";"0";"0";"1";"0";"0"
"nordeste";"0";"1";"0";"1";"0"
"norte";"0";"0";"0";"0";"0"
""
