"names";"sul";"sudeste";"centro-oeste";"nordeste";"norte"
"sul";"1";"0";"0";"0";"0"
"sudeste";"0";"34";"1";"0";"1"
"centro-oeste";"0";"0";"0";"0";"0"
"nordeste";"0";"0";"0";"0";"0"
"norte";"0";"0";"0";"0";"0"
""
