"names";"sul";"sudeste";"centro-oeste";"nordeste";"norte"
"sul";"13";"6";"0";"0";"0"
"sudeste";"5";"152";"0";"0";"0"
"centro-oeste";"0";"3";"1";"0";"0"
"nordeste";"0";"7";"0";"1";"0"
"norte";"0";"0";"0";"0";"0"
""
