"names";"sul";"sudeste";"centro-oeste";"nordeste";"norte"
"sul";"4";"3";"0";"0";"0"
"sudeste";"0";"117";"0";"0";"0"
"centro-oeste";"1";"4";"1";"0";"0"
"nordeste";"0";"1";"0";"2";"0"
"norte";"0";"1";"0";"0";"0"
""
