id,oX,oY,dX,dY,trips
2,-14.235004,-51.92528,37.09024,-95.712891,11
3,-14.235004,-51.92528,55.378051,-3.435973,4
5,-14.235004,-51.92528,46.227638,2.213749,4
9,-14.235004,-51.92528,51.165691,10.451526,2
48,37.09024,-95.712891,-14.235004,-51.92528,4
53,37.09024,-95.712891,46.227638,2.213749,1
76,55.378051,-3.435973,56.130366,-106.346771,1
184,50.503887,4.469936,52.132633,5.291265999999999,1
218,51.165691,10.451526,37.09024,-95.712891,1
312,-38.416097,-63.61667199999999,-14.235004,-51.92528,1
314,-38.416097,-63.61667199999999,37.09024,-95.712891,2
336,36.204824,138.252924,-14.235004,-51.92528,2
362,-35.675147,-71.542969,37.09024,-95.712891,1
554,6.42375,-66.58973,37.09024,-95.712891,1
