id,oX,oY,dX,dY,trips
2,-14.235004,-51.92528,37.09024,-95.712891,68
3,-14.235004,-51.92528,55.378051,-3.435973,30
4,-14.235004,-51.92528,56.130366,-106.346771,4
5,-14.235004,-51.92528,46.227638,2.213749,23
7,-14.235004,-51.92528,50.503887,4.469936,2
9,-14.235004,-51.92528,51.165691,10.451526,7
21,-14.235004,-51.92528,60.12816100000001,18.643501,2
48,37.09024,-95.712891,-14.235004,-51.92528,5
51,37.09024,-95.712891,55.378051,-3.435973,1
147,39.39987199999999,-8.224454,55.378051,-3.435973,1
312,-38.416097,-63.61667199999999,-14.235004,-51.92528,3
314,-38.416097,-63.61667199999999,37.09024,-95.712891,1
362,-35.675147,-71.542969,37.09024,-95.712891,2
